Gemeinde,Neuzugänge letzten 7 Tage
Frankenthal,6
Haselbachtal,24
Hochkirch,12
"Weißenberg, Stadt",15
Sohland a. d. Spree,19
"Lauta, Stadt",23
Laußnitz,5
Königswartha,9
Ralbitz-Rosenthal,4
Großpostwitz/O.L.,6
Großharthau,6
Steina,3
Cunewalde,8
Kubschütz,4
"Großröhrsdorf, Stadt",15
Rammenau,2
"Kamenz, Stadt",25
"Pulsnitz, Stadt",11
Doberschau-Gaußig,6
Obergurig,3
Elsterheide,5
Ottendorf-Okrilla,14
"Königsbrück, Stadt",6
Neukirch,2
Arnsdorf,6
Schwepnitz,3
"Bautzen, Stadt",42
"Radeberg, Stadt",18
Lohsa,5
Wachau,4
Neschwitz,2
Ohorn,2
"Schirgiswalde-Kirschau, Stadt",5
Burkau,2
Demitz-Thumitz,2
Großdubrau,3
Radibor,2
Lichtenberg (Landkreis Bautzen),1
"Bischofswerda, Stadt",6
"Wittichenau, Stadt",3
Malschwitz,2
"Elstra, Stadt",1
Steinigtwolmsdorf,1
Schmölln-Putzkau,1
Göda,1
"Bernsdorf,  Stadt (Landkreis Bautzen)",2
"Hoyerswerda, Stadt",10
Neukirch/Lausitz,1
"Wilthen, Stadt",1
Crostwitz,0
Großnaundorf,0
Nebelschütz,0
Oßling,0
Panschwitz-Kuckau,0
Puschwitz,0
Räckelwitz,0
Spreetal,0
"Johanngeorgenstadt, Stadt",52
Bockau,16
"Geyer, Stadt",17
Gornau/Erzgeb.,18
"Marienberg, Stadt",78
"Olbernhau, Stadt",50
Breitenbrunn/Erzgeb.,24
Heidersdorf,3
Gelenau/Erzgeb.,15
"Thum, Stadt",18
"Pockau-Lengefeld, Stadt",25
Drebach,17
"Lößnitz, Stadt",27
"Grünhain-Beierfeld, Stadt",19
Stützengrün,10
"Wolkenstein, Stadt",12
Zschorlau,16
"Scheibenberg, Stadt",6
"Schneeberg, Stadt",39
"Eibenstock, Stadt",20
"Ehrenfriedersdorf, Stadt",12
"Schlettau, Stadt",6
"Oberwiesenthal, Kurort, Stadt",5
"Zschopau, Stadt",22
"Seiffen/Erzgeb., Kurort",5
Hohndorf,8
Großolbersdorf,6
"Oelsnitz/Erzgeb., Stadt",23
"Aue-Bad Schlema, Stadt",36
Mildenau,6
Bärenstein,4
Auerbach (Erzgebirgskreis),4
"Lugau/Erzgeb., Stadt",13
Neukirchen/Erzgeb.,11
"Jöhstadt, Stadt",4
Burkhardtsdorf,9
"Stollberg/Erzgeb., Stadt",16
Raschau-Markersbach,7
Schönheide,6
Amtsberg,5
Jahnsdorf/Erzgeb.,7
Thermalbad Wiesenbad,4
"Annaberg-Buchholz, Stadt",24
Grünhainichen,4
Niederwürschnitz,3
"Lauter-Bernsbach, Stadt",10
"Schwarzenberg/Erzgeb., Stadt",18
Gornsdorf,2
Deutschneudorf,1
"Zwönitz, Stadt",12
Tannenberg,1
"Thalheim/Erzgeb., Stadt",5
Niederdorf,1
Crottendorf,3
"Elterlein, Stadt",2
Großrückerswalde,2
Königswalde,1
Sehmatal,1
Börnichen/Erzgeb.,0
Kodersdorf,25
"Neusalza-Spremberg, Stadt",22
Markersdorf,22
Königshain,6
Weißkeißel,6
"Jonsdorf, Kurort",6
Oybin,5
Trebendorf,3
"Bad Muskau, Stadt",12
Großschweidnitz,4
"Seifhennersdorf, Stadt",11
Schleife,7
Schönbach,3
"Ostritz, Stadt",6
"Löbau, Stadt",38
Olbersdorf,12
Vierkirchen,4
Bertsdorf-Hörnitz,5
"Weißwasser/O.L., Stadt",38
"Bernstadt a. d. Eigen, Stadt",8
"Ebersbach-Neugersdorf, Stadt",28
Neißeaue,4
Kreba-Neudorf,2
Krauschwitz i.d. O.L.,8
Leutersdorf,8
"Reichenbach/O.L., Stadt",11
Schöpstal,5
Rietschen,5
Kottmar,14
Gablenz,3
Groß Düben,2
Mittelherwigsdorf,6
Quitzdorf am See,2
Schönau-Berzdorf a. d. Eigen,2
"Görlitz, Stadt",76
Rosenbach,2
Horka,2
Hohendubrau,2
Dürrhennersdorf,1
Oppach,2
"Zittau, Stadt",21
Großschönau,4
Lawalde,1
"Niesky, Stadt",5
"Herrnhut, Stadt",3
Boxberg/O.L.,2
Waldhufen,1
Oderwitz,2
"Rothenburg/O.L., Stadt",1
Beiersdorf,0
Hähnichen,0
Hainewalde,0
Mücka,0
"Rötha, Stadt",41
"Geithain, Stadt",37
"Regis-Breitingen, Stadt",16
"Zwenkau, Stadt",31
Lossatal,13
"Böhlen, Stadt",14
"Borna, Stadt",36
"Bad Lausick, Stadt",14
"Groitzsch, Stadt",13
Borsdorf,14
Bennewitz,8
"Frohburg, Stadt",19
Neukieritzsch,9
Belgershain,4
"Wurzen, Stadt",19
Thallwitz,4
"Pegau, Stadt",7
"Brandis, Stadt",9
Machern,6
Elstertrebnitz,1
Otterwisch,1
"Colditz, Stadt",6
"Markkleeberg, Stadt",17
"Kitzscher, Stadt",3
Parthenstein,2
"Trebsen/Mulde, Stadt",2
"Markranstädt, Stadt",8
"Grimma, Stadt",13
"Naunhof, Stadt",4
Großpösna,2
"Nossen, Stadt",27
"Großenhain, Stadt",44
Verwaltungsgemeinschaft Röderaue/Wülknitz,10
Ebersbach (Landkreis Meißen),10
"Lommatzsch, Stadt",11
Käbschütztal,6
"Meißen, Stadt",60
"Radeburg, Stadt",15
Niederau,8
"Gröditz, Stadt",10
"Coswig, Stadt",28
Weinböhla,13
Verwaltungsgemeinschaft Schönfeld/Lampertswalde,5
Verwaltungsgemeinschaft Nünchritz/Glaubitz,8
Priestewitz,3
"Radebeul, Stadt",27
Moritzburg,5
"Strehla, Stadt",2
Zeithain,3
Thiendorf,2
"Riesa, Stadt",11
Diera-Zehren,1
Klipphausen,3
Hirschstein,0
Stauchitz,0
Zettlitz,6
Dorfchemnitz,10
Altmittweida,11
Mühlau,10
"Lunzenau, Stadt",15
"Augustusburg, Stadt",16
Erlau,11
Kriebstein,7
"Burgstädt, Stadt",35
Rechenberg-Bienenmühle,6
"Penig, Stadt",25
"Rochlitz, Stadt",16
Königshain-Wiederau,7
Bobritzsch-Hilbersdorf,15
"Flöha, Stadt",28
Halsbrücke,13
Großweitzschen,7
Hartmannsdorf (Landkreis Mittelsachsen),11
Leubsdorf,8
"Döbeln, Stadt",55
"Leisnig, Stadt",19
Rossau,8
"Roßwein, Stadt",17
Niederwiesa,11
"Brand-Erbisdorf, Stadt",21
Striegistal,10
"Frauenstein, Stadt",6
"Waldheim, Stadt",19
"Frankenberg/Sa., Stadt",29
Claußnitz,6
"Freiberg, Stadt, Universitätsstadt",79
"Oederan, Stadt",14
"Hartha, Stadt",12
Mulda/Sa.,4
Zschaitz-Ottewig,2
Oberschöna,5
Königsfeld,2
Ostrau,5
Weißenborn/Erzgeb.,3
Seelitz,2
Neuhausen/Erzgeb.,3
