Gemeinde,Neuzugänge letzten 7 Tage
Panschwitz-Kuckau,49.0
Rammenau,32.0
Malschwitz,102.0
Ralbitz-Rosenthal,37.0
Großdubrau,91.0
Arnsdorf,106.0
"Großröhrsdorf, Stadt",208.0
"Elstra, Stadt",55.0
Göda,56.0
Neschwitz,45.0
Frankenthal,17.0
Großharthau,53.0
Großpostwitz/O.L.,50.0
Königswartha,62.0
Steina,30.0
Ottendorf-Okrilla,180.0
Nebelschütz,21.0
Schmölln-Putzkau,52.0
Laußnitz,32.0
Radibor,54.0
Crostwitz,17.0
Ohorn,39.0
Doberschau-Gaußig,65.0
Neukirch/Lausitz,72.0
Räckelwitz,17.0
Obergurig,31.0
"Pulsnitz, Stadt",109.0
"Bautzen, Stadt",556.0
"Königsbrück, Stadt",66.0
Kubschütz,36.0
Burkau,36.0
"Radeberg, Stadt",254.0
"Bischofswerda, Stadt",146.0
Neukirch,21.0
Demitz-Thumitz,34.0
Oßling,29.0
"Bernsdorf, Stadt (Landkreis Bautzen)",81.0
"Kamenz, Stadt",207.0
Lichtenberg (Landkreis Bautzen),20.0
Sohland a. d. Spree,78.0
"Lauta, Stadt",95.0
Haselbachtal,46.0
"Hoyerswerda, Stadt",362.0
Wachau,49.0
"Schirgiswalde-Kirschau, Stadt",70.0
Elsterheide,38.0
"Wittichenau, Stadt",60.0
Cunewalde,48.0
Spreetal,19.0
Puschwitz,8.0
Lohsa,48.0
"Wilthen, Stadt",43.0
Steinigtwolmsdorf,25.0
Hochkirch,18.0
"Weißenberg, Stadt",24.0
Schwepnitz,19.0
Großnaundorf,5.0
Bockau,77.0
Stützengrün,104.0
Breitenbrunn/Erzgeb.,170.0
Großrückerswalde,103.0
Burkhardtsdorf,186.0
Deutschneudorf,29.0
Crottendorf,118.0
Grünhainichen,93.0
"Eibenstock, Stadt",195.0
Sehmatal,169.0
Thermalbad Wiesenbad,85.0
Gornsdorf,50.0
"Olbernhau, Stadt",278.0
"Schlettau, Stadt",61.0
"Lauter-Bernsbach, Stadt",221.0
Mildenau,88.0
"Zwönitz, Stadt",294.0
"Pockau-Lengefeld, Stadt",183.0
Heidersdorf,19.0
"Annaberg-Buchholz, Stadt",463.0
Schönheide,100.0
Bärenstein,53.0
"Aue-Bad Schlema, Stadt",449.0
Zschorlau,114.0
"Marienberg, Stadt",362.0
"Geyer, Stadt",73.0
"Lugau/Erzgeb., Stadt",171.0
Börnichen/Erzgeb.,21.0
Amtsberg,79.0
Gelenau/Erzgeb.,87.0
"Elterlein, Stadt",56.0
Gornau/Erzgeb.,74.0
"Grünhain-Beierfeld, Stadt",113.0
"Oelsnitz/Erzgeb., Stadt",215.0
Königswalde,43.0
"Ehrenfriedersdorf, Stadt",86.0
Jahnsdorf/Erzgeb.,102.0
"Schwarzenberg/Erzgeb., Stadt",300.0
"Jöhstadt, Stadt",47.0
"Wolkenstein, Stadt",71.0
Raschau-Markersbach,88.0
"Schneeberg, Stadt",242.0
Neukirchen/Erzgeb.,124.0
"Seiffen/Erzgeb., Kurort",36.0
Niederdorf,23.0
Auerbach (Erzgebirgskreis),41.0
Großolbersdorf,47.0
Hohndorf,59.0
"Thum, Stadt",85.0
"Stollberg/Erzgeb., Stadt",189.0
"Zschopau, Stadt",146.0
Drebach,78.0
"Scheibenberg, Stadt",31.0
"Lößnitz, Stadt",113.0
Tannenberg,15.0
Niederwürschnitz,32.0
"Johanngeorgenstadt, Stadt",43.0
"Oberwiesenthal, Kurort, Stadt",21.0
"Thalheim/Erzgeb., Stadt",61.0
Königshain,44.0
Markersdorf,135.0
Beiersdorf,37.0
Oppach,76.0
Trebendorf,27.0
Neißeaue,53.0
Schöpstal,70.0
Hähnichen,36.0
Vierkirchen,47.0
Waldhufen,68.0
Rosenbach,44.0
"Herrnhut, Stadt",161.0
Kottmar,197.0
