Gemeinde,Neuzugänge letzten 7 Tage
Lichtenberg (Landkreis Bautzen),24
Frankenthal,10
Malschwitz,45
Schmölln-Putzkau,28
"Pulsnitz, Stadt",66
"Elstra, Stadt",24
Schwepnitz,21
Großnaundorf,8
Elsterheide,28
Neukirch,13
Burkau,21
Oßling,18
"Königsbrück, Stadt",36
Wachau,33
Großpostwitz/O.L.,21
Königswartha,26
Rammenau,10
Haselbachtal,29
"Bernsdorf, Stadt (Landkreis Bautzen)",45
Spreetal,13
Arnsdorf,34
Nebelschütz,8
Neschwitz,16
Ohorn,16
Neukirch/Lausitz,31
"Wilthen, Stadt",30
"Großröhrsdorf, Stadt",60
Obergurig,13
Hochkirch,14
"Radeberg, Stadt",113
"Bischofswerda, Stadt",65
Göda,18
Lohsa,31
Panschwitz-Kuckau,12
Ralbitz-Rosenthal,10
"Bautzen, Stadt",217
"Hoyerswerda, Stadt",179
Ottendorf-Okrilla,55
Laußnitz,10
Radibor,16
"Weißenberg, Stadt",15
Cunewalde,22
Kubschütz,12
"Schirgiswalde-Kirschau, Stadt",28
Räckelwitz,5
"Kamenz, Stadt",74
Sohland a. d. Spree,28
Crostwitz,4
"Wittichenau, Stadt",22
Puschwitz,3
"Lauta, Stadt",30
Doberschau-Gaußig,15
Großdubrau,13
Steinigtwolmsdorf,7
Demitz-Thumitz,6
Großharthau,5
Steina,1
Niederdorf,13
Amtsberg,34
"Thum, Stadt",45
Hohndorf,28
"Lugau/Erzgeb., Stadt",62
"Eibenstock, Stadt",55
Heidersdorf,6
Jahnsdorf/Erzgeb.,41
Börnichen/Erzgeb.,7
"Oelsnitz/Erzgeb., Stadt",77
"Stollberg/Erzgeb., Stadt",77
Schönheide,29
Mildenau,23
"Pockau-Lengefeld, Stadt",50
"Jöhstadt, Stadt",17
Gelenau/Erzgeb.,27
Drebach,32
"Grünhain-Beierfeld, Stadt",36
Raschau-Markersbach,30
Grünhainichen,20
"Schwarzenberg/Erzgeb., Stadt",97
Zschorlau,31
"Aue-Bad Schlema, Stadt",118
"Schneeberg, Stadt",80
"Zschopau, Stadt",52
"Seiffen/Erzgeb., Kurort",12
Burkhardtsdorf,35
"Elterlein, Stadt",16
Neukirchen/Erzgeb.,40
Thermalbad Wiesenbad,18
"Johanngeorgenstadt, Stadt",21
"Ehrenfriedersdorf, Stadt",25
"Marienberg, Stadt",90
"Lößnitz, Stadt",43
"Thalheim/Erzgeb., Stadt",31
"Schlettau, Stadt",12
Gornau/Erzgeb.,19
Königswalde,11
Sehmatal,31
"Zwönitz, Stadt",52
Auerbach (Erzgebirgskreis),10
Niederwürschnitz,10
"Wolkenstein, Stadt",15
"Olbernhau, Stadt",39
Bockau,8
Großrückerswalde,12
"Scheibenberg, Stadt",7
"Oberwiesenthal, Kurort, Stadt",7
"Annaberg-Buchholz, Stadt",66
"Lauter-Bernsbach, Stadt",28
Deutschneudorf,3
Gornsdorf,5
Stützengrün,8
Crottendorf,10
Großolbersdorf,6
Tannenberg,2
Bärenstein,4
"Geyer, Stadt",4
Breitenbrunn/Erzgeb.,3
Weißkeißel,21
Rietschen,24
Quitzdorf am See,11
Mücka,8
Oderwitz,40
Hähnichen,10
Krauschwitz i.d. O.L.,27
Hainewalde,12
Boxberg/O.L.,33
"Reichenbach/O.L., Stadt",37
"Löbau, Stadt",107
Schleife,17
Kreba-Neudorf,6
Leutersdorf,24
"Neusalza-Spremberg, Stadt",22
Oybin,9
Hohendubrau,12
Bertsdorf-Hörnitz,13
"Zittau, Stadt",152
"Herrnhut, Stadt",35
Trebendorf,5
Königshain,7
Olbersdorf,27
"Bad Muskau, Stadt",21
Mittelherwigsdorf,20
Kottmar,40
Großschönau,28
Dürrhennersdorf,5
"Niesky, Stadt",48
"Weißwasser/O.L., Stadt",80
Rosenbach,8
Gablenz,8
Lawalde,9
Neißeaue,8
Großschweidnitz,6
"Seifhennersdorf, Stadt",17
"Jonsdorf, Kurort",7
Kodersdorf,11
"Rothenburg/O.L., Stadt",20
"Bernstadt a. d. Eigen, Stadt",13
Schöpstal,9
"Görlitz, Stadt",204
Markersdorf,14
"Ebersbach-Neugersdorf, Stadt",41
Schönau-Berzdorf a. d. Eigen,5
Vierkirchen,5
Horka,5
Waldhufen,7
Groß Düben,3
Schönbach,3
"Ostritz, Stadt",6
Oppach,5
Beiersdorf,2
Otterwisch,19
Thallwitz,48
"Frohburg, Stadt",137
"Trebsen/Mulde, Stadt",38
"Naunhof, Stadt",82
Belgershain,29
"Pegau, Stadt",54
Bennewitz,41
Lossatal,49
"Zwenkau, Stadt",75
"Regis-Breitingen, Stadt",30
"Böhlen, Stadt",52
Elstertrebnitz,10
"Grimma, Stadt",216
"Groitzsch, Stadt",58
Parthenstein,26
"Wurzen, Stadt",116
Neukieritzsch,46
"Brandis, Stadt",63
Machern,39
"Colditz, Stadt",48
"Borna, Stadt",90
"Geithain, Stadt",32
"Markkleeberg, Stadt",115
Borsdorf,35
Großpösna,21
"Bad Lausick, Stadt",30
"Markranstädt, Stadt",57
"Kitzscher, Stadt",18
"Rötha, Stadt",18
