Gemeinde,Neuzugänge letzten 7 Tage
Großnaundorf,5
Frankenthal,3
Großharthau,9
Haselbachtal,12
Ohorn,7
Laußnitz,5
"Königsbrück, Stadt",11
"Weißenberg, Stadt",7
"Radeberg, Stadt",38
Kubschütz,5
"Großröhrsdorf, Stadt",19
Neukirch,3
Neschwitz,4
Wachau,7
Radibor,5
"Elstra, Stadt",4
Großpostwitz/O.L.,4
Hochkirch,3
Göda,4
"Wilthen, Stadt",6
Ralbitz-Rosenthal,2
Großdubrau,4
"Kamenz, Stadt",15
Schwepnitz,2
Ottendorf-Okrilla,8
"Bischofswerda, Stadt",8
"Hoyerswerda, Stadt",22
"Pulsnitz, Stadt",5
Lichtenberg (Landkreis Bautzen),1
Arnsdorf,3
Steina,1
"Lauta, Stadt",5
"Bautzen, Stadt",20
"Bernsdorf,  Stadt (Landkreis Bautzen)",3
Oßling,1
Cunewalde,2
Burkau,1
Demitz-Thumitz,1
Steinigtwolmsdorf,1
"Wittichenau, Stadt",2
Sohland a. d. Spree,2
Doberschau-Gaußig,1
Malschwitz,1
Neukirch/Lausitz,1
Lohsa,1
"Schirgiswalde-Kirschau, Stadt",1
Crostwitz,0
Elsterheide,0
Königswartha,0
Nebelschütz,0
Obergurig,0
Panschwitz-Kuckau,0
Puschwitz,0
Räckelwitz,0
Rammenau,0
Schmölln-Putzkau,0
Spreetal,0
"Olbernhau, Stadt",67
Deutschneudorf,6
Bockau,11
Amtsberg,15
Zschorlau,19
Gornsdorf,6
"Eibenstock, Stadt",22
"Marienberg, Stadt",44
"Schlettau, Stadt",6
Auerbach (Erzgebirgskreis),6
"Thum, Stadt",11
"Zschopau, Stadt",19
"Oberwiesenthal, Kurort, Stadt",4
"Ehrenfriedersdorf, Stadt",9
"Schneeberg, Stadt",26
"Thalheim/Erzgeb., Stadt",11
Tannenberg,2
Bärenstein,4
Crottendorf,7
Hohndorf,6
"Grünhain-Beierfeld, Stadt",10
Thermalbad Wiesenbad,5
Mildenau,5
"Scheibenberg, Stadt",3
Großolbersdorf,4
Schönheide,6
Gornau/Erzgeb.,5
"Annaberg-Buchholz, Stadt",26
Heidersdorf,1
"Lugau/Erzgeb., Stadt",10
Gelenau/Erzgeb.,5
Grünhainichen,4
Drebach,6
"Jöhstadt, Stadt",3
Sehmatal,7
"Zwönitz, Stadt",13
Börnichen/Erzgeb.,1
Neukirchen/Erzgeb.,7
"Stollberg/Erzgeb., Stadt",11
Breitenbrunn/Erzgeb.,5
"Pockau-Lengefeld, Stadt",7
"Geyer, Stadt",3
"Aue-Bad Schlema, Stadt",15
"Lößnitz, Stadt",6
"Lauter-Bernsbach, Stadt",6
Burkhardtsdorf,4
"Oelsnitz/Erzgeb., Stadt",7
Stützengrün,2
Jahnsdorf/Erzgeb.,3
"Wolkenstein, Stadt",2
"Seiffen/Erzgeb., Kurort",1
Königswalde,1
"Schwarzenberg/Erzgeb., Stadt",7
Raschau-Markersbach,2
Niederwürschnitz,1
"Elterlein, Stadt",1
Großrückerswalde,1
"Johanngeorgenstadt, Stadt",0
Niederdorf,0
Gablenz,32
Kodersdorf,19
Bertsdorf-Hörnitz,8
Trebendorf,3
Beiersdorf,3
Rosenbach,4
Schleife,6
"Ebersbach-Neugersdorf, Stadt",26
"Neusalza-Spremberg, Stadt",7
"Bernstadt a. d. Eigen, Stadt",7
Rietschen,5
"Bad Muskau, Stadt",7
Neißeaue,3
Weißkeißel,2
Kottmar,11
"Weißwasser/O.L., Stadt",21
"Seifhennersdorf, Stadt",4
Großschönau,5
Königshain,1
Schöpstal,2
Mittelherwigsdorf,3
Quitzdorf am See,1
Oderwitz,4
Großschweidnitz,1
"Görlitz, Stadt",39
"Zittau, Stadt",16
"Löbau, Stadt",9
Vierkirchen,1
Horka,1
Lawalde,1
"Niesky, Stadt",5
Markersdorf,2
"Ostritz, Stadt",1
Oppach,1
Olbersdorf,2
"Herrnhut, Stadt",2
Krauschwitz i.d. O.L.,1
Leutersdorf,1
Boxberg/O.L.,0
Dürrhennersdorf,0
Groß Düben,0
Hähnichen,0
Hainewalde,0
Hohendubrau,0
"Jonsdorf, Kurort",0
Kreba-Neudorf,0
Mücka,0
Oybin,0
"Reichenbach/O.L., Stadt",0
"Rothenburg/O.L., Stadt",0
Schönau-Berzdorf a. d. Eigen,0
Schönbach,0
Waldhufen,0
Bennewitz,6
"Borna, Stadt",23
"Kitzscher, Stadt",6
Lossatal,7
Thallwitz,4
Borsdorf,9
"Rötha, Stadt",6
"Colditz, Stadt",7
"Markkleeberg, Stadt",20
"Groitzsch, Stadt",6
"Trebsen/Mulde, Stadt",3
Elstertrebnitz,1
Großpösna,4
Otterwisch,1
"Markranstädt, Stadt",11
"Zwenkau, Stadt",6
"Grimma, Stadt",15
"Brandis, Stadt",5
"Bad Lausick, Stadt",4
"Wurzen, Stadt",8
"Frohburg, Stadt",6
"Pegau, Stadt",3
Machern,3
"Böhlen, Stadt",2
"Geithain, Stadt",2
Neukieritzsch,2
"Naunhof, Stadt",2
Belgershain,0
Parthenstein,0
"Regis-Breitingen, Stadt",0
"Radeburg, Stadt",23
Käbschütztal,8
"Lommatzsch, Stadt",11
Thiendorf,7
"Großenhain, Stadt",25
"Meißen, Stadt",35
Diera-Zehren,4
"Strehla, Stadt",4
"Nossen, Stadt",9
"Gröditz, Stadt",5
"Radebeul, Stadt",24
Verwaltungsgemeinschaft Schönfeld/Lampertswalde,3
Weinböhla,7
Priestewitz,2
"Riesa, Stadt",17
Niederau,2
Klipphausen,5
"Coswig, Stadt",10
Moritzburg,4
Verwaltungsgemeinschaft Röderaue/Wülknitz,2
Ebersbach (Landkreis Meißen),2
Zeithain,2
Hirschstein,0
Verwaltungsgemeinschaft Nünchritz/Glaubitz,0
Stauchitz,0
Altmittweida,12
Neuhausen/Erzgeb.,16
Dorfchemnitz,9
Zettlitz,4
"Lunzenau, Stadt",15
"Flöha, Stadt",31
"Sayda, Stadt",5
"Penig, Stadt",23
Großweitzschen,6
"Frauenstein, Stadt",6
"Frankenberg/Sa., Stadt",30
Mulda/Sa.,4
"Waldheim, Stadt",14
"Oederan, Stadt",12
Niederwiesa,7
Striegistal,6
Oberschöna,4
Großhartmannsdorf,3
Königshain-Wiederau,3
Rossau,4
Wechselburg,2
Lichtenberg/Erzgeb.,3
"Augustusburg, Stadt",5
Rechenberg-Bienenmühle,2
"Leisnig, Stadt",8
"Geringswalde, Stadt",4
Erlau,3
"Roßwein, Stadt",7
"Döbeln, Stadt",22
Leubsdorf,3
"Rochlitz, Stadt",5
Taura,2
Weißenborn/Erzgeb.,2
Zschaitz-Ottewig,1
Königsfeld,1
Reinsberg,2
"Freiberg, Stadt, Universitätsstadt",28
Hartmannsdorf (Landkreis Mittelsachsen),3
Claußnitz,2
"Brand-Erbisdorf, Stadt",6
Seelitz,1
Halsbrücke,3
"Hainichen, Stadt",5
Ostrau,2
"Burgstädt, Stadt",6
"Mittweida, Stadt, Hochschulstadt",8
Bobritzsch-Hilbersdorf,3
Kriebstein,1
Eppendorf,1
"Großschirma, Stadt",1
"Hartha, Stadt",1
Lichtenau,1
Mühlau,0
"Eilenburg, Stadt",75
Rackwitz,20
Mockrehna,19
Zschepplin,7
Laußig,8
"Dommitzsch, Stadt",5
Krostitz,8
Doberschütz,8
Beilrode,7
"Bad Düben, Stadt",13
"Torgau, Stadt",30
"Taucha, Stadt",23
Löbnitz,3
