Gemeinde,Neuzugänge letzten 7 Tage
Demitz-Thumitz,19
Hochkirch,14
Neukirch,8
Laußnitz,9
Radibor,15
Schmölln-Putzkau,14
Burkau,12
Rammenau,6
"Weißenberg, Stadt",13
Oßling,9
"Königsbrück, Stadt",18
Göda,12
Malschwitz,18
Großdubrau,16
Cunewalde,17
Sohland a. d. Spree,23
Nebelschütz,4
Frankenthal,3
Großnaundorf,3
"Bischofswerda, Stadt",34
"Pulsnitz, Stadt",22
Doberschau-Gaußig,12
Panschwitz-Kuckau,6
Großharthau,8
Kubschütz,7
"Schirgiswalde-Kirschau, Stadt",17
Neukirch/Lausitz,13
Arnsdorf,13
Großpostwitz/O.L.,7
Neschwitz,6
Puschwitz,2
Ottendorf-Okrilla,22
Spreetal,4
Steinigtwolmsdorf,6
"Radeberg, Stadt",39
"Bautzen, Stadt",79
Obergurig,4
Wachau,8
"Wilthen, Stadt",9
Ohorn,4
"Kamenz, Stadt",25
"Großröhrsdorf, Stadt",14
"Bernsdorf, Stadt (Landkreis Bautzen)",9
Lohsa,7
"Hoyerswerda, Stadt",43
Haselbachtal,5
Lichtenberg (Landkreis Bautzen),2
Ralbitz-Rosenthal,2
"Elstra, Stadt",3
Crostwitz,1
Räckelwitz,1
Königswartha,3
"Wittichenau, Stadt",4
Steina,1
"Lauta, Stadt",5
Elsterheide,1
Schwepnitz,0
Heidersdorf,8
Börnichen/Erzgeb.,9
Burkhardtsdorf,53
"Wolkenstein, Stadt",26
Tannenberg,7
Gelenau/Erzgeb.,25
"Thalheim/Erzgeb., Stadt",33
Stützengrün,17
Raschau-Markersbach,25
Bockau,11
"Oberwiesenthal, Kurort, Stadt",10
Niederdorf,6
Breitenbrunn/Erzgeb.,24
Sehmatal,29
Auerbach (Erzgebirgskreis),11
"Schneeberg, Stadt",62
"Lauter-Bernsbach, Stadt",34
Grünhainichen,13
"Schlettau, Stadt",9
"Thum, Stadt",19
Drebach,19
Schönheide,16
Gornsdorf,7
Jahnsdorf/Erzgeb.,20
Zschorlau,19
"Grünhain-Beierfeld, Stadt",21
Großolbersdorf,10
"Zwönitz, Stadt",42
Hohndorf,12
"Scheibenberg, Stadt",7
"Schwarzenberg/Erzgeb., Stadt",55
"Marienberg, Stadt",56
"Lößnitz, Stadt",26
"Aue-Bad Schlema, Stadt",64
Bärenstein,7
Neukirchen/Erzgeb.,21
Großrückerswalde,10
Mildenau,10
Gornau/Erzgeb.,11
"Seiffen/Erzgeb., Kurort",6
"Zschopau, Stadt",26
"Annaberg-Buchholz, Stadt",55
"Lugau/Erzgeb., Stadt",22
Niederwürschnitz,7
Amtsberg,10
"Ehrenfriedersdorf, Stadt",12
"Eibenstock, Stadt",18
"Elterlein, Stadt",7
"Stollberg/Erzgeb., Stadt",27
Thermalbad Wiesenbad,7
Deutschneudorf,2
Crottendorf,8
"Pockau-Lengefeld, Stadt",14
Königswalde,4
"Johanngeorgenstadt, Stadt",7
"Oelsnitz/Erzgeb., Stadt",18
"Olbernhau, Stadt",16
"Jöhstadt, Stadt",3
"Geyer, Stadt",3
Schönau-Berzdorf a. d. Eigen,14
Schönbach,9
Lawalde,14
Waldhufen,13
Kodersdorf,12
Großschweidnitz,6
Weißkeißel,6
Beiersdorf,5
Boxberg/O.L.,19
Schöpstal,9
Vierkirchen,6
"Bernstadt a. d. Eigen, Stadt",11
"Herrnhut, Stadt",19
Quitzdorf am See,4
Hähnichen,4
Hohendubrau,6
Rosenbach,5
"Löbau, Stadt",44
"Niesky, Stadt",28
Neißeaue,5
Kottmar,21
"Ebersbach-Neugersdorf, Stadt",34
Markersdorf,11
Groß Düben,3
"Seifhennersdorf, Stadt",10
Hainewalde,4
"Reichenbach/O.L., Stadt",13
Königshain,3
Gablenz,4
"Görlitz, Stadt",134
Rietschen,6
Kreba-Neudorf,2
"Neusalza-Spremberg, Stadt",7
Schleife,5
"Weißwasser/O.L., Stadt",33
"Rothenburg/O.L., Stadt",9
Horka,3
Krauschwitz i.d. O.L.,6
Oppach,4
Mittelherwigsdorf,6
"Zittau, Stadt",41
Leutersdorf,5
"Ostritz, Stadt",3
Oderwitz,6
"Bad Muskau, Stadt",4
Olbersdorf,5
Dürrhennersdorf,1
Oybin,1
Großschönau,3
Bertsdorf-Hörnitz,0
"Jonsdorf, Kurort",0
Mücka,0
Trebendorf,0
"Regis-Breitingen, Stadt",16
"Borna, Stadt",53
Machern,16
"Frohburg, Stadt",29
"Rötha, Stadt",14
"Wurzen, Stadt",37
"Groitzsch, Stadt",17
Großpösna,12
"Geithain, Stadt",14
"Kitzscher, Stadt",10
"Naunhof, Stadt",17
"Pegau, Stadt",11
"Bad Lausick, Stadt",13
"Zwenkau, Stadt",15
"Markkleeberg, Stadt",38
Otterwisch,2
"Böhlen, Stadt",9
"Markranstädt, Stadt",21
Lossatal,8
Bennewitz,6
"Grimma, Stadt",34
"Brandis, Stadt",11
Parthenstein,4
Neukieritzsch,6
Borsdorf,7
Thallwitz,3
"Colditz, Stadt",6
Belgershain,1
"Trebsen/Mulde, Stadt",1
Elstertrebnitz,0
"Radeburg, Stadt",39
"Lommatzsch, Stadt",23
"Nossen, Stadt",48
Thiendorf,14
Klipphausen,37
"Coswig, Stadt",68
Priestewitz,10
Verwaltungsgemeinschaft Nünchritz/Glaubitz,21
Verwaltungsgemeinschaft Schönfeld/Lampertswalde,10
"Großenhain, Stadt",40
"Strehla, Stadt",8
Zeithain,12
Verwaltungsgemeinschaft Röderaue/Wülknitz,9
Ebersbach (Landkreis Meißen),8
"Radebeul, Stadt",53
"Meißen, Stadt",44
Käbschütztal,4
Weinböhla,15
"Gröditz, Stadt",10
Stauchitz,4
Moritzburg,10
"Riesa, Stadt",30
Niederau,4
Hirschstein,1
Diera-Zehren,1
Eppendorf,39
"Brand-Erbisdorf, Stadt",89
Leubsdorf,28
Zettlitz,5
Rechenberg-Bienenmühle,11
Kriebstein,12
"Frankenberg/Sa., Stadt",74
Mulda/Sa.,13
Königsfeld,7
"Oederan, Stadt",39
Lichtenberg/Erzgeb.,13
Bobritzsch-Hilbersdorf,26
"Frauenstein, Stadt",12
"Großschirma, Stadt",24
Oberschöna,14
"Roßwein, Stadt",31
Striegistal,19
Großhartmannsdorf,10
"Sayda, Stadt",7
"Augustusburg, Stadt",18
Halsbrücke,20
"Leisnig, Stadt",32
Reinsberg,11
"Flöha, Stadt",40
