Gemeinde,Neuzugänge letzten 7 Tage
Puschwitz,4
Göda,10
Steinigtwolmsdorf,7
Kubschütz,6
"Wilthen, Stadt",11
Malschwitz,10
Großharthau,6
Lichtenberg (Landkreis Bautzen),3
Großdubrau,7
Arnsdorf,8
"Weißenberg, Stadt",5
Burkau,4
Demitz-Thumitz,4
Rammenau,2
Sohland a. d. Spree,10
Obergurig,3
Neukirch/Lausitz,7
Hochkirch,3
Oßling,3
Neukirch,2
Doberschau-Gaußig,5
"Bautzen, Stadt",45
Spreetal,2
"Pulsnitz, Stadt",8
Großnaundorf,1
Ottendorf-Okrilla,10
Haselbachtal,4
Crostwitz,1
Radibor,3
Neschwitz,2
"Bischofswerda, Stadt",9
Nebelschütz,1
"Schirgiswalde-Kirschau, Stadt",5
Lohsa,4
Großpostwitz/O.L.,2
Schmölln-Putzkau,2
Cunewalde,3
"Kamenz, Stadt",11
Steina,1
"Radeberg, Stadt",9
Panschwitz-Kuckau,1
"Bernsdorf, Stadt (Landkreis Bautzen)",3
"Großröhrsdorf, Stadt",4
Schwepnitz,1
"Hoyerswerda, Stadt",10
Wachau,1
"Wittichenau, Stadt",1
Elsterheide,0
"Elstra, Stadt",0
Frankenthal,0
"Königsbrück, Stadt",0
Königswartha,0
Laußnitz,0
"Lauta, Stadt",0
Ohorn,0
Räckelwitz,0
Ralbitz-Rosenthal,0
Deutschneudorf,13
"Oberwiesenthal, Kurort, Stadt",14
Tannenberg,7
Gornau/Erzgeb.,22
"Scheibenberg, Stadt",11
Gornsdorf,10
Heidersdorf,4
"Jöhstadt, Stadt",13
Hohndorf,16
Bärenstein,10
"Ehrenfriedersdorf, Stadt",20
"Grünhain-Beierfeld, Stadt",24
Sehmatal,26
"Lößnitz, Stadt",33
Raschau-Markersbach,19
"Thalheim/Erzgeb., Stadt",22
Auerbach (Erzgebirgskreis),9
Schönheide,15
"Thum, Stadt",17
Großolbersdorf,9
Gelenau/Erzgeb.,13
"Annaberg-Buchholz, Stadt",60
"Zwönitz, Stadt",35
"Marienberg, Stadt",47
Burkhardtsdorf,17
Niederwürschnitz,7
Königswalde,6
Großrückerswalde,9
"Schwarzenberg/Erzgeb., Stadt",44
"Eibenstock, Stadt",19
"Schlettau, Stadt",6
"Schneeberg, Stadt",35
"Lugau/Erzgeb., Stadt",20
Breitenbrunn/Erzgeb.,13
"Oelsnitz/Erzgeb., Stadt",27
Amtsberg,9
"Lauter-Bernsbach, Stadt",21
"Pockau-Lengefeld, Stadt",18
Niederdorf,3
Drebach,12
"Wolkenstein, Stadt",9
Stützengrün,7
"Stollberg/Erzgeb., Stadt",24
Mildenau,7
"Geyer, Stadt",7
"Seiffen/Erzgeb., Kurort",4
Neukirchen/Erzgeb.,13
Thermalbad Wiesenbad,6
Bockau,4
"Aue-Bad Schlema, Stadt",36
Zschorlau,9
"Johanngeorgenstadt, Stadt",5
"Olbernhau, Stadt",13
Börnichen/Erzgeb.,1
Crottendorf,4
Jahnsdorf/Erzgeb.,5
"Zschopau, Stadt",8
Grünhainichen,2
"Elterlein, Stadt",1
Schönbach,9
Lawalde,10
Hähnichen,6
Rietschen,12
Kreba-Neudorf,4
