Gemeinde,Neuzugänge letzten 7 Tage
Elsterheide,9
Panschwitz-Kuckau,5
Crostwitz,2
Radibor,5
Puschwitz,1
"Lauta, Stadt",9
Frankenthal,1
Cunewalde,4
"Pulsnitz, Stadt",6
Wachau,3
Schmölln-Putzkau,2
"Wilthen, Stadt",3
Sohland a. d. Spree,4
Steina,1
"Radeberg, Stadt",11
"Bischofswerda, Stadt",6
Ottendorf-Okrilla,5
"Königsbrück, Stadt",2
Malschwitz,2
Ohorn,1
Kubschütz,1
"Elstra, Stadt",1
Großharthau,1
Königswartha,1
Doberschau-Gaußig,1
Großdubrau,1
"Hoyerswerda, Stadt",7
"Bautzen, Stadt",8
"Großröhrsdorf, Stadt",2
Lohsa,1
"Kamenz, Stadt",3
"Schirgiswalde-Kirschau, Stadt",1
"Bernsdorf, Stadt (Landkreis Bautzen)",1
Arnsdorf,0
Burkau,0
Demitz-Thumitz,0
Göda,0
Großnaundorf,0
Großpostwitz/O.L.,0
Haselbachtal,0
Hochkirch,0
Laußnitz,0
Lichtenberg (Landkreis Bautzen),0
Nebelschütz,0
Neschwitz,0
Neukirch,0
Neukirch/Lausitz,0
Obergurig,0
Oßling,0
Räckelwitz,0
Ralbitz-Rosenthal,0
Rammenau,0
Schwepnitz,0
Spreetal,0
Steinigtwolmsdorf,0
"Weißenberg, Stadt",0
"Wittichenau, Stadt",0
Heidersdorf,4
"Jöhstadt, Stadt",9
Mildenau,7
Crottendorf,8
Gornsdorf,3
"Marienberg, Stadt",25
"Stollberg/Erzgeb., Stadt",15
Großrückerswalde,4
Schönheide,5
"Annaberg-Buchholz, Stadt",22
"Wolkenstein, Stadt",4
Börnichen/Erzgeb.,1
"Zwönitz, Stadt",12
Raschau-Markersbach,5
Sehmatal,6
"Aue-Bad Schlema, Stadt",17
"Olbernhau, Stadt",9
"Oelsnitz/Erzgeb., Stadt",9
Amtsberg,3
"Pockau-Lengefeld, Stadt",6
"Zschopau, Stadt",7
Niederwürschnitz,2
Zschorlau,4
Niederdorf,1
Großolbersdorf,2
"Geyer, Stadt",2
Hohndorf,2
"Grünhain-Beierfeld, Stadt",3
"Schneeberg, Stadt",7
"Thalheim/Erzgeb., Stadt",3
"Scheibenberg, Stadt",1
Gelenau/Erzgeb.,2
Königswalde,1
"Schwarzenberg/Erzgeb., Stadt",7
