Gemeinde,Neuzugänge letzten 7 Tage
Frankenthal,17
Schmölln-Putzkau,51
Großdubrau,71
Laußnitz,28
Burkau,39
Malschwitz,67
Radibor,45
Nebelschütz,17
"Königsbrück, Stadt",61
Ohorn,32
Doberschau-Gaußig,52
Steinigtwolmsdorf,34
Obergurig,25
"Elstra, Stadt",32
Ottendorf-Okrilla,117
Göda,35
"Bautzen, Stadt",437
Großharthau,33
Lohsa,59
Neukirch/Lausitz,54
Neschwitz,27
"Radeberg, Stadt",208
"Bischofswerda, Stadt",114
Wachau,44
Lichtenberg (Landkreis Bautzen),17
Großpostwitz/O.L.,28
"Großröhrsdorf, Stadt",98
Königswartha,34
"Lauta, Stadt",82
"Hoyerswerda, Stadt",311
"Bernsdorf, Stadt (Landkreis Bautzen)",62
"Wittichenau, Stadt",56
Räckelwitz,11
Cunewalde,44
Ralbitz-Rosenthal,16
"Wilthen, Stadt",44
Steina,15
Arnsdorf,44
Oßling,20
Hochkirch,20
Puschwitz,7
"Schirgiswalde-Kirschau, Stadt",53
Großnaundorf,8
Kubschütz,21
Demitz-Thumitz,22
"Kamenz, Stadt",141
"Pulsnitz, Stadt",59
Crostwitz,8
Schwepnitz,19
Spreetal,13
Elsterheide,23
Rammenau,9
Haselbachtal,24
"Weißenberg, Stadt",18
Neukirch,9
Sohland a. d. Spree,31
Panschwitz-Kuckau,8
Großrückerswalde,93
"Seiffen/Erzgeb., Kurort",47
Börnichen/Erzgeb.,20
Sehmatal,127
Niederdorf,27
"Eibenstock, Stadt",143
Auerbach (Erzgebirgskreis),47
"Jöhstadt, Stadt",48
Zschorlau,91
Drebach,89
"Scheibenberg, Stadt",35
Mildenau,58
Jahnsdorf/Erzgeb.,92
Schönheide,71
Deutschneudorf,16
Crottendorf,65
"Pockau-Lengefeld, Stadt",122
Thermalbad Wiesenbad,51
Gornsdorf,30
"Schlettau, Stadt",37
"Marienberg, Stadt",260
Bockau,34
Königswalde,34
Burkhardtsdorf,88
"Schwarzenberg/Erzgeb., Stadt",234
Grünhainichen,48
Breitenbrunn/Erzgeb.,72
Tannenberg,15
Neukirchen/Erzgeb.,94
"Zwönitz, Stadt",158
Stützengrün,41
Raschau-Markersbach,64
"Annaberg-Buchholz, Stadt",245
"Olbernhau, Stadt",134
"Oelsnitz/Erzgeb., Stadt",138
Amtsberg,46
"Aue-Bad Schlema, Stadt",248
"Wolkenstein, Stadt",47
"Lugau/Erzgeb., Stadt",95
"Lauter-Bernsbach, Stadt",102
Bärenstein,27
"Elterlein, Stadt",33
"Thum, Stadt",59
"Stollberg/Erzgeb., Stadt",127
Niederwürschnitz,29
Großolbersdorf,31
"Geyer, Stadt",37
"Grünhain-Beierfeld, Stadt",62
Hohndorf,37
"Lößnitz, Stadt",81
Gelenau/Erzgeb.,41
"Schneeberg, Stadt",135
"Zschopau, Stadt",82
Gornau/Erzgeb.,32
"Ehrenfriedersdorf, Stadt",38
"Oberwiesenthal, Kurort, Stadt",16
"Thalheim/Erzgeb., Stadt",39
Heidersdorf,5
"Johanngeorgenstadt, Stadt",19
Markersdorf,80
Bertsdorf-Hörnitz,38
Hähnichen,20
Weißkeißel,20
Dürrhennersdorf,15
Königshain,17
Horka,24
Neißeaue,24
Vierkirchen,23
Rietschen,35
Trebendorf,11
"Reichenbach/O.L., Stadt",64
Leutersdorf,45
"Görlitz, Stadt",679
Schöpstal,29
Groß Düben,13
Oybin,16
"Zittau, Stadt",292
Schleife,28
Schönau-Berzdorf a. d. Eigen,17
Quitzdorf am See,14
Lawalde,20
"Bad Muskau, Stadt",41
Boxberg/O.L.,47
"Rothenburg/O.L., Stadt",48
Kottmar,77
Oderwitz,51
Krauschwitz i.d. O.L.,35
"Bernstadt a. d. Eigen, Stadt",33
"Herrnhut, Stadt",56
"Löbau, Stadt",139
"Ebersbach-Neugersdorf, Stadt",112
"Niesky, Stadt",87
Kodersdorf,22
Hohendubrau,17
Olbersdorf,41
Beiersdorf,10
Waldhufen,21
Großschönau,45
Rosenbach,13
"Weißwasser/O.L., Stadt",125
Mittelherwigsdorf,28
"Neusalza-Spremberg, Stadt",25
Gablenz,12
Schönbach,8
"Ostritz, Stadt",16
Hainewalde,10
Oppach,15
Mücka,6
Großschweidnitz,7
Kreba-Neudorf,4
"Seifhennersdorf, Stadt",12
"Jonsdorf, Kurort",4
Otterwisch,29
Elstertrebnitz,19
Lossatal,84
"Trebsen/Mulde, Stadt",52
Parthenstein,48
"Groitzsch, Stadt",91
"Colditz, Stadt",100
"Geithain, Stadt",81
"Pegau, Stadt",74
Großpösna,59
"Frohburg, Stadt",129
Neukieritzsch,69
"Wurzen, Stadt",161
"Brandis, Stadt",96
"Zwenkau, Stadt",92
"Regis-Breitingen, Stadt",38
Thallwitz,35
"Grimma, Stadt",273
"Rötha, Stadt",58
Borsdorf,73
"Bad Lausick, Stadt",72
Bennewitz,43
"Naunhof, Stadt",74
"Borna, Stadt",159
Belgershain,27
"Kitzscher, Stadt",41
"Markkleeberg, Stadt",185
"Markranstädt, Stadt",106
Machern,45
"Böhlen, Stadt",41
Thiendorf,149
Ebersbach (Landkreis Meißen),153
Niederau,143
Verwaltungsgemeinschaft Schönfeld/Lampertswalde,136
Verwaltungsgemeinschaft Röderaue/Wülknitz,125
Moritzburg,239
Priestewitz,88
"Radeburg, Stadt",199
Klipphausen,275
Verwaltungsgemeinschaft Nünchritz/Glaubitz,197
"Großenhain, Stadt",455
"Gröditz, Stadt",170
Weinböhla,253
Zeithain,134
"Nossen, Stadt",254
Hirschstein,47
Käbschütztal,65
"Riesa, Stadt",660
Diera-Zehren,72
Stauchitz,64
"Coswig, Stadt",421
"Meißen, Stadt",573
"Radebeul, Stadt",655
"Lommatzsch, Stadt",88
"Strehla, Stadt",64
Kriebstein,79
Rechenberg-Bienenmühle,68
Halsbrücke,178
Reinsberg,93
Claußnitz,98
Großhartmannsdorf,78
Oberschöna,96
Bobritzsch-Hilbersdorf,159
Seelitz,45
"Großschirma, Stadt",144
Leubsdorf,84
Großweitzschen,68
"Brand-Erbisdorf, Stadt",225
Eppendorf,98
Lichtenberg/Erzgeb.,65
"Sayda, Stadt",41
Altmittweida,44
Niederwiesa,111
"Roßwein, Stadt",169
Mulda/Sa.,56
"Frauenstein, Stadt",62
"Oederan, Stadt",170
"Penig, Stadt",174
Taura,46
"Döbeln, Stadt",453
Königshain-Wiederau,49
"Hainichen, Stadt",156
"Rochlitz, Stadt",101
Neuhausen/Erzgeb.,45
Striegistal,75
Erlau,50
Wechselburg,28
"Frankenberg/Sa., Stadt",214
"Augustusburg, Stadt",67
Lichtenau,103
Weißenborn/Erzgeb.,36
"Hartha, Stadt",97
Dorfchemnitz,21
"Leisnig, Stadt",113
"Mittweida, Stadt, Hochschulstadt",193
Rossau,47
"Freiberg, Stadt, Universitätsstadt",518
"Burgstädt, Stadt",133
"Waldheim, Stadt",113
Ostrau,43
"Flöha, Stadt",128
Hartmannsdorf (Landkreis Mittelsachsen),53
"Geringswalde, Stadt",46
Königsfeld,15
"Lunzenau, Stadt",43
Mühlau,21
Zettlitz,6
Zschaitz-Ottewig,10
Elsnig,29
"Dommitzsch, Stadt",49
"Belgern-Schildau, Stadt",123
Laußig,50
Wermsdorf,72
"Bad Düben, Stadt",107
Dreiheide,28
Schönwölkau,33
Trossin,15
"Taucha, Stadt",181
Naundorf,24
Jesewitz,32
Zschepplin,27
"Dahlen, Stadt",37
Mockrehna,40
"Schkeuditz, Stadt",144
"Torgau, Stadt",153
Beilrode,31
Liebschützberg,22
"Eilenburg, Stadt",113
"Mügeln, Stadt",40
Doberschütz,28
Cavertitz,15
Wiedemar,33
"Oschatz, Stadt",83
Arzberg,11
"Delitzsch, Stadt",138
Löbnitz,11
Krostitz,19
Rackwitz,22
"Rathen, Kurort",11
Bahretal,63
Struppen,72
"Königstein/Sächs. Schw., Stadt",56
"Bad Gottleuba-Berggießhübel, Stadt",124
Dürrröhrsdorf-Dittersbach,94
"Bad Schandau, Stadt",72
"Liebstadt, Stadt",26
Dorfhain,21
"Wilsdruff, Stadt",260
"Rabenau, Stadt",78
"Freital, Stadt",672
"Glashütte, Stadt",115
Kreischa,77
Gohrisch,29
"Heidenau, Stadt",264
Rosenthal-Bielatal,25
Rathmannsdorf,14
"Dohna, Stadt",95
"Altenberg, Stadt",120
"Pirna, Stadt",581
"Hohnstein, Stadt",48
"Dippoldiswalde, Stadt",209
Reinhardtsdorf-Schöna,19
Hermsdorf/Erzgeb.,11
"Stadt Wehlen, Stadt",22
