Gemeinde,Neuzugänge letzten 7 Tage
Großnaundorf,17
Großdubrau,71
Obergurig,35
Lichtenberg (Landkreis Bautzen),27
Laußnitz,28
Lohsa,77
Großharthau,40
Oßling,31
Spreetal,25
Ohorn,33
Hochkirch,30
Wachau,55
Crostwitz,13
"Bautzen, Stadt",476
"Elstra, Stadt",33
Göda,36
Schwepnitz,29
"Hoyerswerda, Stadt",362
Radibor,36
Puschwitz,9
Arnsdorf,55
Kubschütz,28
Elsterheide,38
"Lauta, Stadt",90
Cunewalde,50
Schmölln-Putzkau,32
Großpostwitz/O.L.,29
"Wilthen, Stadt",50
"Bischofswerda, Stadt",112
Malschwitz,48
Steinigtwolmsdorf,28
"Wittichenau, Stadt",56
Burkau,25
"Bernsdorf, Stadt (Landkreis Bautzen)",60
Neukirch,15
Ottendorf-Okrilla,93
"Pulsnitz, Stadt",68
"Kamenz, Stadt",156
Königswartha,31
"Königsbrück, Stadt",41
"Radeberg, Stadt",162
"Großröhrsdorf, Stadt",81
Ralbitz-Rosenthal,14
Demitz-Thumitz,21
Steina,13
Frankenthal,7
"Weißenberg, Stadt",23
Nebelschütz,9
Doberschau-Gaußig,31
Panschwitz-Kuckau,15
Neukirch/Lausitz,35
Neschwitz,17
Rammenau,9
Räckelwitz,7
Haselbachtal,24
Sohland a. d. Spree,39
"Schirgiswalde-Kirschau, Stadt",32
Großrückerswalde,88
Heidersdorf,16
"Seiffen/Erzgeb., Kurort",37
Niederdorf,23
Jahnsdorf/Erzgeb.,91
"Eibenstock, Stadt",108
"Thum, Stadt",74
Zschorlau,75
"Pockau-Lengefeld, Stadt",94
"Jöhstadt, Stadt",32
Hohndorf,43
Bockau,27
Sehmatal,77
Stützengrün,36
"Marienberg, Stadt",191
Schönheide,49
Deutschneudorf,11
Neukirchen/Erzgeb.,79
Thermalbad Wiesenbad,36
"Wolkenstein, Stadt",41
Königswalde,23
Auerbach (Erzgebirgskreis),25
Drebach,52
"Grünhain-Beierfeld, Stadt",58
Gelenau/Erzgeb.,41
"Stollberg/Erzgeb., Stadt",110
"Lauter-Bernsbach, Stadt",83
"Elterlein, Stadt",27
"Olbernhau, Stadt",102
"Johanngeorgenstadt, Stadt",36
Mildenau,31
"Schwarzenberg/Erzgeb., Stadt",147
Gornsdorf,17
Burkhardtsdorf,54
Breitenbrunn/Erzgeb.,45
"Aue-Bad Schlema, Stadt",174
"Oelsnitz/Erzgeb., Stadt",95
Gornau/Erzgeb.,32
Crottendorf,34
"Lugau/Erzgeb., Stadt",62
"Annaberg-Buchholz, Stadt",151
"Zwönitz, Stadt",91
"Schneeberg, Stadt",104
Amtsberg,28
"Lößnitz, Stadt",61
Bärenstein,17
Niederwürschnitz,19
Tannenberg,8
Raschau-Markersbach,35
Großolbersdorf,19
"Thalheim/Erzgeb., Stadt",40
"Zschopau, Stadt",57
Grünhainichen,20
"Ehrenfriedersdorf, Stadt",27
"Scheibenberg, Stadt",12
"Geyer, Stadt",19
"Oberwiesenthal, Kurort, Stadt",10
"Schlettau, Stadt",10
Börnichen/Erzgeb.,3
Weißkeißel,33
Bertsdorf-Hörnitz,45
Hähnichen,20
"Bad Muskau, Stadt",54
Quitzdorf am See,17
Königshain,16
Dürrhennersdorf,13
Markersdorf,52
Horka,20
Vierkirchen,19
"Neusalza-Spremberg, Stadt",37
Gablenz,18
"Ostritz, Stadt",24
"Zittau, Stadt",263
Mittelherwigsdorf,37
Hohendubrau,19
Kodersdorf,24
Beiersdorf,11
Krauschwitz i.d. O.L.,33
Oybin,13
"Reichenbach/O.L., Stadt",47
"Niesky, Stadt",88
Rietschen,24
"Görlitz, Stadt",508
"Herrnhut, Stadt",52
Kottmar,63
"Rothenburg/O.L., Stadt",39
Waldhufen,21
Oderwitz,43
"Ebersbach-Neugersdorf, Stadt",100
Leutersdorf,30
Boxberg/O.L.,37
Großschönau,45
Groß Düben,9
Rosenbach,13
"Löbau, Stadt",115
"Bernstadt a. d. Eigen, Stadt",26
Olbersdorf,35
"Weißwasser/O.L., Stadt",117
Hainewalde,11
Schöpstal,17
Schönau-Berzdorf a. d. Eigen,10
Lawalde,12
"Seifhennersdorf, Stadt",24
Oppach,14
"Jonsdorf, Kurort",9
Schleife,13
Trebendorf,4
Großschweidnitz,6
Mücka,4
Neißeaue,7
Schönbach,3
Kreba-Neudorf,2
"Groitzsch, Stadt",151
Otterwisch,23
"Zwenkau, Stadt",142
"Trebsen/Mulde, Stadt",58
Lossatal,90
"Pegau, Stadt",96
Parthenstein,51
Bennewitz,70
Thallwitz,49
Neukieritzsch,87
"Regis-Breitingen, Stadt",47
"Geithain, Stadt",80
"Naunhof, Stadt",101
"Colditz, Stadt",94
"Frohburg, Stadt",132
"Kitzscher, Stadt",54
"Grimma, Stadt",273
"Borna, Stadt",183
"Bad Lausick, Stadt",76
Großpösna,50
"Böhlen, Stadt",55
"Brandis, Stadt",75
"Wurzen, Stadt",124
"Markranstädt, Stadt",107
"Markkleeberg, Stadt",162
Belgershain,22
Borsdorf,53
"Rötha, Stadt",39
Machern,41
Elstertrebnitz,6
Verwaltungsgemeinschaft Schönfeld/Lampertswalde,88
Niederau,81
Hirschstein,34
Käbschütztal,47
Weinböhla,172
Thiendorf,63
Klipphausen,152
Verwaltungsgemeinschaft Röderaue/Wülknitz,61
Ebersbach (Landkreis Meißen),58
Priestewitz,42
Verwaltungsgemeinschaft Nünchritz/Glaubitz,99
"Lommatzsch, Stadt",63
"Großenhain, Stadt",231
Diera-Zehren,41
"Radeburg, Stadt",90
Stauchitz,37
Moritzburg,97
"Meißen, Stadt",302
Zeithain,59
"Riesa, Stadt",308
"Gröditz, Stadt",70
"Coswig, Stadt",193
"Radebeul, Stadt",317
"Nossen, Stadt",93
"Strehla, Stadt",14
Oberschöna,75
Rechenberg-Bienenmühle,36
Seelitz,32
Königshain-Wiederau,47
Reinsberg,50
Kriebstein,35
"Oederan, Stadt",134
Halsbrücke,83
"Brand-Erbisdorf, Stadt",146
Niederwiesa,73
"Roßwein, Stadt",109
Lichtenau,104
Bobritzsch-Hilbersdorf,82
Neuhausen/Erzgeb.,36
Claußnitz,42
"Döbeln, Stadt",310
"Großschirma, Stadt",70
Leubsdorf,41
Dorfchemnitz,19
"Burgstädt, Stadt",131
"Geringswalde, Stadt",52
"Penig, Stadt",105
Lichtenberg/Erzgeb.,32
"Augustusburg, Stadt",53
Zschaitz-Ottewig,15
Großhartmannsdorf,28
"Frauenstein, Stadt",31
Weißenborn/Erzgeb.,28
Ostrau,39
Striegistal,51
Königsfeld,15
"Rochlitz, Stadt",60
Erlau,32
"Sayda, Stadt",17
"Frankenberg/Sa., Stadt",135
"Flöha, Stadt",100
Eppendorf,37
"Lunzenau, Stadt",37
"Freiberg, Stadt, Universitätsstadt",353
"Leisnig, Stadt",72
Taura,20
"Hartha, Stadt",58
"Hainichen, Stadt",71
"Waldheim, Stadt",75
Rossau,29
Großweitzschen,22
Mühlau,17
"Mittweida, Stadt, Hochschulstadt",108
Hartmannsdorf (Landkreis Mittelsachsen),33
Altmittweida,14
Mulda/Sa.,18
Wechselburg,10
Zettlitz,3
Schönwölkau,54
Elsnig,27
Laußig,63
"Dommitzsch, Stadt",37
Trossin,18
"Bad Düben, Stadt",112
Arzberg,23
Doberschütz,49
"Dahlen, Stadt",49
"Belgern-Schildau, Stadt",84
Wermsdorf,51
"Taucha, Stadt",154
Mockrehna,48
Löbnitz,20
"Schkeuditz, Stadt",164
"Torgau, Stadt",164
Dreiheide,16
Jesewitz,22
"Eilenburg, Stadt",107
"Delitzsch, Stadt",158
Naundorf,13
Krostitz,23
Zschepplin,16
Liebschützberg,14
Beilrode,19
Cavertitz,10
Rackwitz,24
"Mügeln, Stadt",26
"Oschatz, Stadt",62
Wiedemar,23
Bahretal,45
Struppen,49
"Liebstadt, Stadt",24
"Stadt Wehlen, Stadt",28
Dohma,35
"Hohnstein, Stadt",52
"Bad Gottleuba-Berggießhübel, Stadt",86
"Rathen, Kurort",5
"Freital, Stadt",559
"Altenberg, Stadt",107
"Königstein/Sächs. Schw., Stadt",28
"Rabenau, Stadt",59
"Glashütte, Stadt",85
"Dohna, Stadt",77
Gohrisch,22
"Pirna, Stadt",467
Lohmen,38
Rosenthal-Bielatal,19
"Stolpen, Stadt",64
"Sebnitz, Stadt",105
"Dippoldiswalde, Stadt",154
Müglitztal,20
Hermsdorf/Erzgeb.,8
"Wilsdruff, Stadt",145
"Neustadt in Sachsen, Stadt",119
Dürrröhrsdorf-Dittersbach,42
Bannewitz,108
"Heidenau, Stadt",155
Reinhardtsdorf-Schöna,10
"Tharandt, Stadt",41
Dorfhain,8
Rathmannsdorf,6
"Bad Schandau, Stadt",23
Kreischa,26
Klingenberg,38
Hartmannsdorf-Reichenau,3
Neuensalz,69
Triebel/Vogtl.,37
Theuma,26
"Treuen, Stadt",171
"Pausa-Mühltroff, Stadt",106
"Markneukirchen, Stadt",158
"Reichenbach im Vogtland, Stadt",424
Steinberg,53
Neumark,56
"Auerbach/Vogtl., Stadt",335
Grünbach,30
Rosenbach/Vogtl.,74
Bösenbrunn,20
Mühlental,22
Heinsdorfergrund,33
"Falkenstein/Vogtl., Stadt",126
"Oelsnitz/Vogtl., Stadt",161
Weischlitz,91
Bergen,15
Tirpersdorf,21
"Plauen, Stadt",961
Werda,22
Ellefeld,36
"Elsterberg, Stadt",51
Limbach,18
"Lengenfeld, Stadt",89
Bad Brambach,22
Muldenhammer,37
"Bad Elster, Stadt",42
Pöhl,28
"Netzschkau, Stadt",43
"Klingenthal, Stadt",88
"Schöneck/Vogtl., Stadt",33
"Rodewisch, Stadt",66
"Adorf/Vogtl., Stadt",49
Neustadt/Vogtl.,9
Eichigt,6
Hartmannsdorf b. Kirchberg,29
Callenberg,91
Dennheritz,21
Hirschfeld,18
Langenweißbach,36
"Wildenfels, Stadt",49
Niederfrohna,30
Langenbernsdorf,45
"Crimmitschau, Stadt",223
"Waldenburg, Stadt",49
Crinitzberg,22
Lichtentanne,72
"Kirchberg, Stadt",93
"Glauchau, Stadt",245
Reinsdorf,81
St. Egidien,34
"Wilkau-Haßlau, Stadt",99
Fraureuth,52
Gersdorf,40
Mülsen,108
"Hartenstein, Stadt",44
Bernsdorf (Landkreis Zwickau),21
"Oberlungwitz, Stadt",55
"Lichtenstein/Sa., Stadt",102
"Zwickau, Stadt",775
"Limbach-Oberfrohna, Stadt",210
"Werdau, Stadt",176
"Hohenstein-Ernstthal, Stadt",114
Remse,13
Oberwiera,8
"Meerane, Stadt",104
Neukirchen/Pleiße,28
Schönberg,5
Dresden,4218
Leipzig,3124
Chemnitz,2050
