Gemeinde,Neuzugänge letzten 7 Tage
Frankenthal,7
Großharthau,20
Großnaundorf,6
"Bernsdorf, Stadt (Landkreis Bautzen)",39
Ohorn,14
Göda,16
Großpostwitz/O.L.,14
"Elstra, Stadt",13
Kubschütz,12
Obergurig,10
Wachau,20
"Weißenberg, Stadt",14
"Großröhrsdorf, Stadt",44
Oßling,10
Spreetal,8
"Pulsnitz, Stadt",32
"Bischofswerda, Stadt",46
Ottendorf-Okrilla,41
Malschwitz,18
Burkau,10
Neukirch/Lausitz,18
"Radeberg, Stadt",70
"Schirgiswalde-Kirschau, Stadt",23
Neschwitz,9
Rammenau,5
Lohsa,19
Hochkirch,8
"Lauta, Stadt",28
Königswartha,11
Elsterheide,11
Radibor,10
Neukirch,5
Demitz-Thumitz,8
Lichtenberg (Landkreis Bautzen),5
Crostwitz,3
Arnsdorf,14
Großdubrau,12
Haselbachtal,11
Laußnitz,5
"Bautzen, Stadt",100
"Wittichenau, Stadt",15
"Hoyerswerda, Stadt",81
Puschwitz,2
Panschwitz-Kuckau,5
"Königsbrück, Stadt",11
Doberschau-Gaußig,10
Ralbitz-Rosenthal,4
"Kamenz, Stadt",39
Schwepnitz,5
Räckelwitz,2
"Wilthen, Stadt",8
Schmölln-Putzkau,5
Nebelschütz,2
Cunewalde,7
Steinigtwolmsdorf,4
Sohland a. d. Spree,8
Steina,1
Auerbach (Erzgebirgskreis),17
"Jöhstadt, Stadt",17
"Elterlein, Stadt",17
Niederdorf,8
Amtsberg,22
"Zschopau, Stadt",48
Gornau/Erzgeb.,19
Niederwürschnitz,13
"Lugau/Erzgeb., Stadt",38
Großrückerswalde,16
"Eibenstock, Stadt",33
Hohndorf,16
Bockau,10
Jahnsdorf/Erzgeb.,24
"Ehrenfriedersdorf, Stadt",20
"Lößnitz, Stadt",35
Schönheide,17
Stützengrün,12
"Pockau-Lengefeld, Stadt",29
Heidersdorf,3
Burkhardtsdorf,23
Gornsdorf,7
"Stollberg/Erzgeb., Stadt",40
"Scheibenberg, Stadt",7
"Schlettau, Stadt",8
Zschorlau,17
Großolbersdorf,9
Raschau-Markersbach,16
"Schwarzenberg/Erzgeb., Stadt",48
"Oberwiesenthal, Kurort, Stadt",6
Neukirchen/Erzgeb.,20
"Thalheim/Erzgeb., Stadt",17
"Oelsnitz/Erzgeb., Stadt",31
"Olbernhau, Stadt",30
"Annaberg-Buchholz, Stadt",54
Tannenberg,3
"Marienberg, Stadt",46
"Aue-Bad Schlema, Stadt",55
Bärenstein,6
"Grünhain-Beierfeld, Stadt",15
"Zwönitz, Stadt",31
"Johanngeorgenstadt, Stadt",10
"Lauter-Bernsbach, Stadt",22
"Seiffen/Erzgeb., Kurort",5
"Thum, Stadt",11
Drebach,11
Grünhainichen,7
Börnichen/Erzgeb.,2
Crottendorf,8
Gelenau/Erzgeb.,8
"Schneeberg, Stadt",26
"Wolkenstein, Stadt",7
Sehmatal,11
Thermalbad Wiesenbad,4
Deutschneudorf,1
Breitenbrunn/Erzgeb.,5
Königswalde,2
Mildenau,3
"Geyer, Stadt",1
Trebendorf,11
Quitzdorf am See,11
Schleife,21
Königshain,10
Hähnichen,9
Rietschen,17
Weißkeißel,8
Boxberg/O.L.,24
Oybin,7
Hainewalde,7
Hohendubrau,8
Schöpstal,10
"Rothenburg/O.L., Stadt",18
Leutersdorf,14
Olbersdorf,18
"Zittau, Stadt",97
"Seifhennersdorf, Stadt",14
Oderwitz,19
"Niesky, Stadt",35
"Bad Muskau, Stadt",14
Kodersdorf,9
Horka,6
"Löbau, Stadt",51
Neißeaue,6
Lawalde,6
"Weißwasser/O.L., Stadt",51
Dürrhennersdorf,3
"Herrnhut, Stadt",18
Markersdorf,12
Kottmar,22
"Görlitz, Stadt",155
Groß Düben,3
Schönbach,3
Beiersdorf,3
Großschönau,13
Großschweidnitz,3
Kreba-Neudorf,2
"Ebersbach-Neugersdorf, Stadt",27
Oppach,5
Mücka,2
Krauschwitz i.d. O.L.,7
"Jonsdorf, Kurort",3
Mittelherwigsdorf,7
Bertsdorf-Hörnitz,4
"Reichenbach/O.L., Stadt",8
"Neusalza-Spremberg, Stadt",5
"Ostritz, Stadt",3
Rosenbach,2
Gablenz,2
"Bernstadt a. d. Eigen, Stadt",4
Waldhufen,2
Schönau-Berzdorf a. d. Eigen,1
Vierkirchen,1
Bennewitz,32
"Naunhof, Stadt",50
"Frohburg, Stadt",63
"Geithain, Stadt",34
"Pegau, Stadt",32
"Wurzen, Stadt",74
"Zwenkau, Stadt",41
Otterwisch,6
Lossatal,25
Großpösna,22
Thallwitz,14
"Grimma, Stadt",105
"Trebsen/Mulde, Stadt",14
"Böhlen, Stadt",24
Belgershain,12
Neukieritzsch,23
"Colditz, Stadt",28
"Rötha, Stadt",18
"Brandis, Stadt",28
"Regis-Breitingen, Stadt",11
"Markkleeberg, Stadt",68
"Bad Lausick, Stadt",22
"Markranstädt, Stadt",36
Machern,15
"Groitzsch, Stadt",16
"Borna, Stadt",40
Parthenstein,7
"Kitzscher, Stadt",10
Borsdorf,12
Elstertrebnitz,1
Niederau,33
Ebersbach (Landkreis Meißen),29
Verwaltungsgemeinschaft Nünchritz/Glaubitz,49
Verwaltungsgemeinschaft Schönfeld/Lampertswalde,28
Weinböhla,67
Stauchitz,20
"Nossen, Stadt",66
"Radeburg, Stadt",42
Klipphausen,58
Hirschstein,11
Käbschütztal,14
"Meißen, Stadt",141
Diera-Zehren,16
"Coswig, Stadt",101
"Lommatzsch, Stadt",22
Thiendorf,16
Zeithain,23
"Radebeul, Stadt",130
Moritzburg,30
"Riesa, Stadt",104
"Gröditz, Stadt",24
Verwaltungsgemeinschaft Röderaue/Wülknitz,13
"Großenhain, Stadt",51
"Strehla, Stadt",10
Priestewitz,6
Weißenborn/Erzgeb.,23
Mulda/Sa.,20
Rechenberg-Bienenmühle,14
Bobritzsch-Hilbersdorf,40
"Großschirma, Stadt",37
Mühlau,14
Königsfeld,9
"Geringswalde, Stadt",27
Ostrau,22
Leubsdorf,20
Zettlitz,4
