Gemeinde,Neuzugänge letzten 7 Tage
Göda,16
"Wilthen, Stadt",23
Rammenau,6
Nebelschütz,4
Hochkirch,7
Panschwitz-Kuckau,6
Steinigtwolmsdorf,8
Burkau,7
Demitz-Thumitz,7
Radibor,8
Doberschau-Gaußig,10
"Weißenberg, Stadt",7
Ottendorf-Okrilla,22
Großharthau,6
"Schirgiswalde-Kirschau, Stadt",13
Kubschütz,5
Crostwitz,2
Malschwitz,9
Sohland a. d. Spree,13
Großdubrau,8
Neukirch/Lausitz,9
Räckelwitz,2
Haselbachtal,7
"Bischofswerda, Stadt",19
Königswartha,6
Neschwitz,4
Arnsdorf,8
Spreetal,3
Großpostwitz/O.L.,4
Obergurig,3
"Pulsnitz, Stadt",10
Lichtenberg (Landkreis Bautzen),2
Lohsa,6
Cunewalde,5
Frankenthal,1
"Bautzen, Stadt",40
"Großröhrsdorf, Stadt",10
Schmölln-Putzkau,3
"Radeberg, Stadt",17
Elsterheide,3
"Hoyerswerda, Stadt",24
"Kamenz, Stadt",11
Steina,1
Wachau,2
"Wittichenau, Stadt",2
"Bernsdorf, Stadt (Landkreis Bautzen)",1
"Lauta, Stadt",1
"Elstra, Stadt",0
Großnaundorf,0
"Königsbrück, Stadt",0
Laußnitz,0
Neukirch,0
Ohorn,0
Oßling,0
Puschwitz,0
Ralbitz-Rosenthal,0
Schwepnitz,0
Deutschneudorf,13
Tannenberg,7
"Seiffen/Erzgeb., Kurort",13
"Thalheim/Erzgeb., Stadt",35
"Oberwiesenthal, Kurort, Stadt",12
Gornsdorf,11
Großolbersdorf,16
Gornau/Erzgeb.,21
"Grünhain-Beierfeld, Stadt",31
Heidersdorf,4
Schönheide,22
Auerbach (Erzgebirgskreis),12
"Thum, Stadt",25
"Scheibenberg, Stadt",10
Raschau-Markersbach,23
"Zwönitz, Stadt",53
Hohndorf,15
Niederwürschnitz,10
Breitenbrunn/Erzgeb.,20
"Lößnitz, Stadt",30
"Annaberg-Buchholz, Stadt",71
Burkhardtsdorf,22
Drebach,18
Sehmatal,22
"Pockau-Lengefeld, Stadt",26
"Jöhstadt, Stadt",9
"Schlettau, Stadt",8
"Wolkenstein, Stadt",13
Großrückerswalde,11
"Geyer, Stadt",11
"Ehrenfriedersdorf, Stadt",15
Königswalde,7
Niederdorf,4
"Oelsnitz/Erzgeb., Stadt",33
"Lugau/Erzgeb., Stadt",24
Amtsberg,11
Gelenau/Erzgeb.,12
"Schneeberg, Stadt",37
"Stollberg/Erzgeb., Stadt",30
"Schwarzenberg/Erzgeb., Stadt",41
"Marienberg, Stadt",40
Mildenau,8
Bockau,5
"Aue-Bad Schlema, Stadt",45
"Lauter-Bernsbach, Stadt",19
"Eibenstock, Stadt",15
Börnichen/Erzgeb.,2
Jahnsdorf/Erzgeb.,11
Zschorlau,10
Stützengrün,6
Neukirchen/Erzgeb.,13
Thermalbad Wiesenbad,6
Bärenstein,4
"Zschopau, Stadt",13
"Olbernhau, Stadt",14
Crottendorf,5
Grünhainichen,4
"Johanngeorgenstadt, Stadt",4
"Elterlein, Stadt",0
Dürrhennersdorf,7
"Neusalza-Spremberg, Stadt",20
Rietschen,14
Schönau-Berzdorf a. d. Eigen,8
Vierkirchen,9
Hähnichen,6
Schönbach,5
Rosenbach,7
"Bernstadt a. d. Eigen, Stadt",14
Schöpstal,10
Lawalde,7
"Herrnhut, Stadt",21
Mittelherwigsdorf,13
Horka,6
Beiersdorf,4
Hohendubrau,6
Waldhufen,7
"Niesky, Stadt",26
"Löbau, Stadt",36
"Seifhennersdorf, Stadt",9
Trebendorf,2
Markersdorf,9
Mücka,2
Oderwitz,9
"Ostritz, Stadt",4
Großschönau,9
Kottmar,12
Großschweidnitz,2
Oybin,2
"Görlitz, Stadt",81
Krauschwitz i.d. O.L.,5
Bertsdorf-Hörnitz,3
Leutersdorf,5
"Ebersbach-Neugersdorf, Stadt",17
Kodersdorf,3
Kreba-Neudorf,1
Boxberg/O.L.,5
"Zittau, Stadt",27
Groß Düben,1
Oppach,2
Königshain,1
Schleife,2
"Weißwasser/O.L., Stadt",13
"Reichenbach/O.L., Stadt",4
Weißkeißel,1
"Rothenburg/O.L., Stadt",3
Hainewalde,1
"Jonsdorf, Kurort",1
Olbersdorf,3
"Bad Muskau, Stadt",2
Gablenz,0
Neißeaue,0
Quitzdorf am See,0
Belgershain,14
"Frohburg, Stadt",40
Otterwisch,4
Bennewitz,13
"Borna, Stadt",45
"Zwenkau, Stadt",21
"Wurzen, Stadt",36
"Colditz, Stadt",18
Machern,14
"Regis-Breitingen, Stadt",8
Neukieritzsch,14
Borsdorf,16
"Geithain, Stadt",13
Lossatal,11
"Bad Lausick, Stadt",14
Großpösna,7
"Markkleeberg, Stadt",31
"Grimma, Stadt",34
"Kitzscher, Stadt",5
"Brandis, Stadt",9
"Groitzsch, Stadt",7
"Markranstädt, Stadt",14
"Pegau, Stadt",5
"Trebsen/Mulde, Stadt",3
Elstertrebnitz,1
Thallwitz,2
"Rötha, Stadt",3
"Böhlen, Stadt",3
"Naunhof, Stadt",2
Parthenstein,0
"Nossen, Stadt",58
Thiendorf,18
Ebersbach (Landkreis Meißen),19
Käbschütztal,9
Stauchitz,10
Klipphausen,29
Verwaltungsgemeinschaft Schönfeld/Lampertswalde,11
"Gröditz, Stadt",17
"Großenhain, Stadt",44
"Lommatzsch, Stadt",11
Priestewitz,7
"Radeburg, Stadt",15
"Coswig, Stadt",39
Verwaltungsgemeinschaft Röderaue/Wülknitz,6
"Radebeul, Stadt",44
"Riesa, Stadt",38
Diera-Zehren,4
"Strehla, Stadt",4
Niederau,4
Verwaltungsgemeinschaft Nünchritz/Glaubitz,7
"Meißen, Stadt",22
Zeithain,4
Weinböhla,7
Moritzburg,5
Hirschstein,1
Leubsdorf,28
"Oederan, Stadt",51
Mühlau,13
"Frauenstein, Stadt",17
"Großschirma, Stadt",31
Zschaitz-Ottewig,7
Weißenborn/Erzgeb.,13
Halsbrücke,24
Eppendorf,19
Striegistal,21
Reinsberg,11
"Hainichen, Stadt",33
Kriebstein,8
"Flöha, Stadt",40
Großhartmannsdorf,9
"Augustusburg, Stadt",16
"Burgstädt, Stadt",37
Großweitzschen,9
"Roßwein, Stadt",24
Oberschöna,10
"Frankenberg/Sa., Stadt",42
Taura,7
Niederwiesa,14
"Brand-Erbisdorf, Stadt",26
"Freiberg, Stadt, Universitätsstadt",106
Lichtenau,18
"Hartha, Stadt",16
Hartmannsdorf (Landkreis Mittelsachsen),10
"Mittweida, Stadt, Hochschulstadt",32
Bobritzsch-Hilbersdorf,12
Claußnitz,6
"Leisnig, Stadt",16
Neuhausen/Erzgeb.,5
"Rochlitz, Stadt",10
"Penig, Stadt",15
"Döbeln, Stadt",38
Lichtenberg/Erzgeb.,4
Zettlitz,1
Ostrau,5
Erlau,4
"Waldheim, Stadt",11
Königshain-Wiederau,3
"Sayda, Stadt",2
Wechselburg,2
"Lunzenau, Stadt",4
"Geringswalde, Stadt",4
Rossau,3
Dorfchemnitz,1
Seelitz,1
Rechenberg-Bienenmühle,1
Altmittweida,0
Königsfeld,0
Mulda/Sa.,0
Trossin,5
Naundorf,9
Jesewitz,10
Wermsdorf,16
Doberschütz,12
"Mügeln, Stadt",16
"Oschatz, Stadt",37
Zschepplin,7
"Dahlen, Stadt",8
"Belgern-Schildau, Stadt",14
Wiedemar,9
"Eilenburg, Stadt",25
Löbnitz,3
Dreiheide,3
Liebschützberg,4
Rackwitz,6
"Torgau, Stadt",23
"Schkeuditz, Stadt",20
Krostitz,4
"Delitzsch, Stadt",23
"Taucha, Stadt",13
Laußig,3
Mockrehna,4
Schönwölkau,2
"Bad Düben, Stadt",4
Beilrode,2
Cavertitz,1
"Dommitzsch, Stadt",1
Arzberg,0
Elsnig,0
Hermsdorf/Erzgeb.,8
Hartmannsdorf-Reichenau,6
Müglitztal,9
Dorfhain,5
Klingenberg,28
"Wilsdruff, Stadt",58
Kreischa,18
"Königstein/Sächs. Schw., Stadt",8
"Glashütte, Stadt",20
"Sebnitz, Stadt",26
"Stolpen, Stadt",15
"Neustadt in Sachsen, Stadt",31
"Hohnstein, Stadt",8
"Tharandt, Stadt",13
"Freital, Stadt",91
Reinhardtsdorf-Schöna,3
"Rabenau, Stadt",10
"Dippoldiswalde, Stadt",32
"Heidenau, Stadt",32
Rosenthal-Bielatal,3
"Bad Gottleuba-Berggießhübel, Stadt",10
"Bad Schandau, Stadt",6
Gohrisch,3
Bannewitz,18
"Dohna, Stadt",10
Struppen,4
"Liebstadt, Stadt",2
Lohmen,4
Rathmannsdorf,1
"Pirna, Stadt",38
Dürrröhrsdorf-Dittersbach,4
Bahretal,2
Dohma,1
"Altenberg, Stadt",4
"Rathen, Kurort",0
"Stadt Wehlen, Stadt",0
Heinsdorfergrund,14
Eichigt,6
Bösenbrunn,5
Neuensalz,7
Bad Brambach,5
"Pausa-Mühltroff, Stadt",13
"Schöneck/Vogtl., Stadt",8
Triebel/Vogtl.,3
Pöhl,6
Muldenhammer,7
Steinberg,6
Rosenbach/Vogtl.,9
Limbach,3
"Oelsnitz/Vogtl., Stadt",20
Theuma,2
Grünbach,3
"Elsterberg, Stadt",7
"Klingenthal, Stadt",14
"Falkenstein/Vogtl., Stadt",12
"Plauen, Stadt",97
"Adorf/Vogtl., Stadt",7
"Treuen, Stadt",11
"Rodewisch, Stadt",9
"Bad Elster, Stadt",5
Ellefeld,3
"Reichenbach im Vogtland, Stadt",24
Neustadt/Vogtl.,1
Weischlitz,5
"Lengenfeld, Stadt",6
Mühlental,1
Tirpersdorf,1
"Auerbach/Vogtl., Stadt",13
Neumark,2
"Markneukirchen, Stadt",5
"Netzschkau, Stadt",2
Bergen,0
Werda,0
"Oberlungwitz, Stadt",42
St. Egidien,17
"Wildenfels, Stadt",17
"Hohenstein-Ernstthal, Stadt",67
Remse,7
Hirschfeld,5
Oberwiera,4
"Limbach-Oberfrohna, Stadt",76
Bernsdorf (Landkreis Zwickau),7
Mülsen,34
Fraureuth,15
Crinitzberg,5
"Crimmitschau, Stadt",48
"Wilkau-Haßlau, Stadt",25
Reinsdorf,18
Langenweißbach,6
Gersdorf,9
"Glauchau, Stadt",50
Niederfrohna,5
Callenberg,11
Hartmannsdorf b. Kirchberg,3
"Zwickau, Stadt",178
Langenbernsdorf,7
"Meerane, Stadt",27
Lichtentanne,11
"Werdau, Stadt",32
Dennheritz,2
"Hartenstein, Stadt",7
"Kirchberg, Stadt",11
"Lichtenstein/Sa., Stadt",13
Neukirchen/Pleiße,4
"Waldenburg, Stadt",3
Schönberg,0
Dresden,541
Leipzig,496
Chemnitz,444
