Gemeinde,Neuzugänge letzten 7 Tage
Wachau,9
Lichtenberg (Landkreis Bautzen),3
Kubschütz,2
Steinigtwolmsdorf,2
Spreetal,1
"Lauta, Stadt",4
Neschwitz,1
Schwepnitz,1
Großharthau,1
Ottendorf-Okrilla,3
Elsterheide,1
"Pulsnitz, Stadt",2
Lohsa,1
"Radeberg, Stadt",3
"Hoyerswerda, Stadt",4
"Kamenz, Stadt",1
"Bautzen, Stadt",1
Arnsdorf,0
"Bernsdorf, Stadt (Landkreis Bautzen)",0
"Bischofswerda, Stadt",0
Burkau,0
Crostwitz,0
Cunewalde,0
Demitz-Thumitz,0
Doberschau-Gaußig,0
"Elstra, Stadt",0
Frankenthal,0
Göda,0
Großdubrau,0
Großnaundorf,0
Großpostwitz/O.L.,0
"Großröhrsdorf, Stadt",0
Haselbachtal,0
Hochkirch,0
"Königsbrück, Stadt",0
Königswartha,0
Laußnitz,0
Malschwitz,0
Nebelschütz,0
Neukirch,0
Neukirch/Lausitz,0
Obergurig,0
Ohorn,0
Oßling,0
Panschwitz-Kuckau,0
Puschwitz,0
Räckelwitz,0
Radibor,0
Ralbitz-Rosenthal,0
Rammenau,0
"Schirgiswalde-Kirschau, Stadt",0
Schmölln-Putzkau,0
Sohland a. d. Spree,0
Steina,0
"Weißenberg, Stadt",0
"Wilthen, Stadt",0
"Wittichenau, Stadt",0
"Olbernhau, Stadt",17
Großolbersdorf,4
Großrückerswalde,4
"Grünhain-Beierfeld, Stadt",6
Börnichen/Erzgeb.,1
"Marienberg, Stadt",15
Gelenau/Erzgeb.,3
"Pockau-Lengefeld, Stadt",5
Stützengrün,2
Hohndorf,2
"Thalheim/Erzgeb., Stadt",3
"Lößnitz, Stadt",4
Schönheide,2
Königswalde,1
Bockau,1
"Zschopau, Stadt",4
"Thum, Stadt",2
Drebach,2
Breitenbrunn/Erzgeb.,2
"Lugau/Erzgeb., Stadt",3
"Annaberg-Buchholz, Stadt",7
"Schwarzenberg/Erzgeb., Stadt",5
"Geyer, Stadt",1
"Eibenstock, Stadt",2
"Johanngeorgenstadt, Stadt",1
"Wolkenstein, Stadt",1
"Zwönitz, Stadt",3
"Lauter-Bernsbach, Stadt",2
"Ehrenfriedersdorf, Stadt",1
"Aue-Bad Schlema, Stadt",4
"Oelsnitz/Erzgeb., Stadt",2
"Schneeberg, Stadt",1
Amtsberg,0
Auerbach (Erzgebirgskreis),0
Bärenstein,0
Burkhardtsdorf,0
Crottendorf,0
Deutschneudorf,0
"Elterlein, Stadt",0
Gornau/Erzgeb.,0
Gornsdorf,0
Grünhainichen,0
Heidersdorf,0
Jahnsdorf/Erzgeb.,0
"Jöhstadt, Stadt",0
Mildenau,0
Neukirchen/Erzgeb.,0
Niederdorf,0
Niederwürschnitz,0
"Oberwiesenthal, Kurort, Stadt",0
Raschau-Markersbach,0
"Scheibenberg, Stadt",0
"Schlettau, Stadt",0
Sehmatal,0
"Seiffen/Erzgeb., Kurort",0
"Stollberg/Erzgeb., Stadt",0
Tannenberg,0
Thermalbad Wiesenbad,0
Zschorlau,0
Dürrhennersdorf,2
Rietschen,4
Schönau-Berzdorf a. d. Eigen,2
Beiersdorf,1
Kodersdorf,2
Oybin,1
Hainewalde,1
"Jonsdorf, Kurort",1
Mittelherwigsdorf,2
Markersdorf,2
Schöpstal,1
"Görlitz, Stadt",13
Boxberg/O.L.,1
"Rothenburg/O.L., Stadt",1
"Niesky, Stadt",2
"Reichenbach/O.L., Stadt",1
Oderwitz,1
Großschönau,1
"Ebersbach-Neugersdorf, Stadt",2
"Zittau, Stadt",3
"Löbau, Stadt",1
"Weißwasser/O.L., Stadt",1
"Bad Muskau, Stadt",0
"Bernstadt a. d. Eigen, Stadt",0
Bertsdorf-Hörnitz,0
Gablenz,0
Groß Düben,0
Großschweidnitz,0
Hähnichen,0
"Herrnhut, Stadt",0
Hohendubrau,0
Horka,0
Königshain,0
Kottmar,0
Krauschwitz i.d. O.L.,0
Kreba-Neudorf,0
Lawalde,0
Leutersdorf,0
Mücka,0
Neißeaue,0
"Neusalza-Spremberg, Stadt",0
Olbersdorf,0
Oppach,0
"Ostritz, Stadt",0
Quitzdorf am See,0
Rosenbach,0
Schleife,0
Schönbach,0
"Seifhennersdorf, Stadt",0
Trebendorf,0
Vierkirchen,0
Waldhufen,0
Weißkeißel,0
"Bad Lausick, Stadt",6
Borsdorf,5
"Zwenkau, Stadt",5
"Colditz, Stadt",4
"Borna, Stadt",8
Bennewitz,2
"Rötha, Stadt",2
"Markkleeberg, Stadt",8
Belgershain,1
"Grimma, Stadt",8
"Brandis, Stadt",2
"Wurzen, Stadt",3
"Böhlen, Stadt",1
"Geithain, Stadt",1
"Markranstädt, Stadt",2
"Frohburg, Stadt",1
Elstertrebnitz,0
"Groitzsch, Stadt",0
Großpösna,0
"Kitzscher, Stadt",0
Lossatal,0
Machern,0
"Naunhof, Stadt",0
Neukieritzsch,0
Otterwisch,0
Parthenstein,0
"Pegau, Stadt",0
"Regis-Breitingen, Stadt",0
Thallwitz,0
"Trebsen/Mulde, Stadt",0
Thiendorf,4
"Radebeul, Stadt",33
"Nossen, Stadt",4
Moritzburg,3
"Riesa, Stadt",8
"Strehla, Stadt",1
"Meißen, Stadt",7
"Coswig, Stadt",5
Verwaltungsgemeinschaft Schönfeld/Lampertswalde,1
"Lommatzsch, Stadt",1
Weinböhla,2
"Großenhain, Stadt",1
Diera-Zehren,0
Ebersbach (Landkreis Meißen),0
"Gröditz, Stadt",0
Hirschstein,0
Käbschütztal,0
Klipphausen,0
Niederau,0
Verwaltungsgemeinschaft Nünchritz/Glaubitz,0
Priestewitz,0
"Radeburg, Stadt",0
Verwaltungsgemeinschaft Röderaue/Wülknitz,0
Stauchitz,0
Zeithain,0
Ostrau,6
"Frauenstein, Stadt",3
Weißenborn/Erzgeb.,2
Großhartmannsdorf,2
"Freiberg, Stadt, Universitätsstadt",31
"Großschirma, Stadt",4
"Brand-Erbisdorf, Stadt",5
"Frankenberg/Sa., Stadt",7
"Leisnig, Stadt",4
Kriebstein,1
Striegistal,2
"Flöha, Stadt",4
Lichtenberg/Erzgeb.,1
Reinsberg,1
"Hartha, Stadt",2
"Lunzenau, Stadt",1
Hartmannsdorf (Landkreis Mittelsachsen),1
Niederwiesa,1
Halsbrücke,1
"Rochlitz, Stadt",1
Bobritzsch-Hilbersdorf,1
Lichtenau,1
"Oederan, Stadt",1
"Burgstädt, Stadt",1
"Döbeln, Stadt",1
Altmittweida,0
"Augustusburg, Stadt",0
Claußnitz,0
Dorfchemnitz,0
Eppendorf,0
Erlau,0
"Geringswalde, Stadt",0
Großweitzschen,0
"Hainichen, Stadt",0
Königsfeld,0
Königshain-Wiederau,0
Leubsdorf,0
"Mittweida, Stadt, Hochschulstadt",0
Mühlau,0
Mulda/Sa.,0
Neuhausen/Erzgeb.,0
Oberschöna,0
"Penig, Stadt",0
Rechenberg-Bienenmühle,0
Rossau,0
"Roßwein, Stadt",0
"Sayda, Stadt",0
Seelitz,0
Taura,0
"Waldheim, Stadt",0
Wechselburg,0
Zettlitz,0
Zschaitz-Ottewig,0
Laußig,4
"Bad Düben, Stadt",6
Löbnitz,1
Naundorf,1
"Delitzsch, Stadt",10
Jesewitz,1
Wiedemar,1
"Schkeuditz, Stadt",3
"Torgau, Stadt",3
"Oschatz, Stadt",1
"Taucha, Stadt",1
Arzberg,0
Beilrode,0
"Belgern-Schildau, Stadt",0
Cavertitz,0
"Dahlen, Stadt",0
Doberschütz,0
"Dommitzsch, Stadt",0
Dreiheide,0
"Eilenburg, Stadt",0
Elsnig,0
Krostitz,0
Liebschützberg,0
Mockrehna,0
"Mügeln, Stadt",0
Rackwitz,0
Schönwölkau,0
Trossin,0
Wermsdorf,0
Zschepplin,0
"Tharandt, Stadt",6
Klingenberg,7
"Dohna, Stadt",6
"Rabenau, Stadt",4
"Bad Gottleuba-Berggießhübel, Stadt",5
Kreischa,4
Dürrröhrsdorf-Dittersbach,3
"Stadt Wehlen, Stadt",1
Rosenthal-Bielatal,1
"Glashütte, Stadt",4
