Gemeinde,Neuzugänge letzten 7 Tage
Hermsdorf/Erzgeb.,1
Rosenthal-Bielatal,2
Pirna,47
Bannewitz,12
Glashütte,7
Heidenau,17
Lohmen,3
Bahretal,2
Bad Gottleuba-Berggießhübel,5
Klingenberg,6
Liebstadt,1
Tharandt,3
Müglitztal,1
Freital,20
Dippoldiswalde,7
Rabenau,2
Kreischa,1
Dorfhain,0
Rathen,0
Stolpen,0
Rodewisch,60
Elsterberg,31
Pöhl,19
Bergen,7
Heinsdorfergrund,14
Grünbach,11
Lengenfeld,44
Falkenstein/Vogtl.,49
Adorf/Vogtl.,29
Steinberg,16
Weischlitz,32
Mühlental,7
Auerbach/Vogtl.,99
Neumark,16
Muldenhammer,16
Neustadt/Vogtl.,5
Pausa-Mühltroff,25
Treuen,39
Theuma,5
Klingenthal,40
Reichenbach im Vogtland,100
Schöneck/Vogtl.,15
Werda,7
Tirpersdorf,6
Bad Brambach,8
Ellefeld,11
Oelsnitz/Vogtl.,42
Netzschkau,13
Plauen,205
Rosenbach/Vogtl.,13
Markneukirchen,21
Bösenbrunn,3
Triebel/Vogtl.,3
Neuensalz,5
Limbach,3
Eichigt,2
Bad Elster,3
Crinitzberg,19
Langenbernsdorf,26
Kirchberg,54
Oberwiera,5
Waldenburg,19
St. Egidien,15
Mülsen,46
Reinsdorf,27
Lichtentanne,23
Neukirchen/Pleiße,14
Bernsdorf,7
Niederfrohna,7
Glauchau,60
Callenberg,13
Gersdorf,9
Schönberg,2
Werdau,43
Hartenstein,9
Oberlungwitz,11
Hohenstein-Ernstthal,26
Zwickau,158
Limbach-Oberfrohna,39
Langenweißbach,4
Meerane,21
Crimmitschau,27
Hartmannsdorf b. Kirchberg,2
Wildenfels,5
Fraureuth,7
Wilkau-Haßlau,9
Hirschfeld,1
Lichtenstein/Sa.,6
Dennheritz,0
Remse,0
Nünchritz,11
Röderaue,4
Schönfeld,7
Dresden,516
Leipzig,443
Chemnitz,301
