Gemeinde,Neuzugänge letzten 7 Tage
Wachau,135.0
Hochkirch,63.0
Panschwitz-Kuckau,53.0
"Wittichenau, Stadt",126.0
Ottendorf-Okrilla,200.0
"Radeberg, Stadt",347.0
Arnsdorf,91.0
Oßling,37.0
"Bernsdorf, Stadt (Landkreis Bautzen)",103.0
"Königsbrück, Stadt",71.0
"Bischofswerda, Stadt",148.0
Rammenau,18.0
Obergurig,28.0
Großnaundorf,12.0
Puschwitz,10.0
Großpostwitz/O.L.,34.0
Lohsa,62.0
"Pulsnitz, Stadt",87.0
Nebelschütz,14.0
Burkau,30.0
"Großröhrsdorf, Stadt",110.0
"Hoyerswerda, Stadt",334.0
Neukirch,17.0
Sohland a. d. Spree,69.0
Neschwitz,24.0
"Kamenz, Stadt",165.0
"Lauta, Stadt",79.0
Elsterheide,33.0
Kubschütz,23.0
Doberschau-Gaußig,38.0
Königswartha,28.0
Großdubrau,34.0
Haselbachtal,32.0
Großharthau,23.0
Malschwitz,37.0
Räckelwitz,9.0
Radibor,25.0
Cunewalde,34.0
"Bautzen, Stadt",280.0
"Schirgiswalde-Kirschau, Stadt",45.0
"Weißenberg, Stadt",22.0
Spreetal,13.0
Göda,21.0
"Wilthen, Stadt",33.0
Crostwitz,7.0
Neukirch/Lausitz,32.0
Steina,11.0
Steinigtwolmsdorf,17.0
Lichtenberg (Landkreis Bautzen),10.0
"Elstra, Stadt",16.0
Ralbitz-Rosenthal,10.0
Ohorn,14.0
Frankenthal,5.0
Schmölln-Putzkau,16.0
Schwepnitz,12.0
Laußnitz,8.0
Demitz-Thumitz,10.0
Heidersdorf,15.0
Deutschneudorf,16.0
Grünhainichen,55.0
Bockau,32.0
Mildenau,49.0
Neukirchen/Erzgeb.,91.0
Königswalde,27.0
Drebach,59.0
"Lößnitz, Stadt",92.0
Amtsberg,42.0
Sehmatal,70.0
"Seiffen/Erzgeb., Kurort",23.0
"Grünhain-Beierfeld, Stadt",63.0
"Schneeberg, Stadt",150.0
Thermalbad Wiesenbad,34.0
Raschau-Markersbach,52.0
Jahnsdorf/Erzgeb.,55.0
Gornsdorf,19.0
"Schlettau, Stadt",21.0
Großrückerswalde,30.0
"Aue-Bad Schlema, Stadt",177.0
"Scheibenberg, Stadt",18.0
"Elterlein, Stadt",24.0
Gornau/Erzgeb.,32.0
Crottendorf,34.0
"Marienberg, Stadt",142.0
"Eibenstock, Stadt",61.0
"Olbernhau, Stadt",90.0
"Lugau/Erzgeb., Stadt",66.0
Burkhardtsdorf,51.0
Tannenberg,9.0
Gelenau/Erzgeb.,34.0
"Zschopau, Stadt",74.0
Börnichen/Erzgeb.,8.0
"Stollberg/Erzgeb., Stadt",91.0
Hohndorf,28.0
"Johanngeorgenstadt, Stadt",30.0
Niederdorf,10.0
"Lauter-Bernsbach, Stadt",62.0
Großolbersdorf,20.0
"Pockau-Lengefeld, Stadt",54.0
Zschorlau,37.0
"Zwönitz, Stadt",84.0
"Jöhstadt, Stadt",18.0
"Ehrenfriedersdorf, Stadt",32.0
"Oelsnitz/Erzgeb., Stadt",75.0
Stützengrün,21.0
"Thalheim/Erzgeb., Stadt",39.0
"Schwarzenberg/Erzgeb., Stadt",100.0
"Thum, Stadt",31.0
Bärenstein,14.0
"Geyer, Stadt",18.0
Schönheide,22.0
Breitenbrunn/Erzgeb.,26.0
Niederwürschnitz,13.0
"Annaberg-Buchholz, Stadt",93.0
"Wolkenstein, Stadt",16.0
Auerbach (Erzgebirgskreis),9.0
"Oberwiesenthal, Kurort, Stadt",7.0
"Bad Muskau, Stadt",96.0
Trebendorf,21.0
Gablenz,39.0
Kreba-Neudorf,20.0
Krauschwitz i.d. O.L.,73.0
Rietschen,49.0
Mücka,18.0
Boxberg/O.L.,81.0
Quitzdorf am See,23.0
Olbersdorf,80.0
Bertsdorf-Hörnitz,36.0
Hohendubrau,32.0
Groß Düben,18.0
"Ostritz, Stadt",37.0
Schönau-Berzdorf a. d. Eigen,23.0
Lawalde,28.0
"Weißwasser/O.L., Stadt",234.0
"Bernstadt a. d. Eigen, Stadt",47.0
"Herrnhut, Stadt",82.0
Markersdorf,55.0
Hainewalde,21.0
Waldhufen,33.0
"Jonsdorf, Kurort",20.0
Schleife,32.0
"Niesky, Stadt",118.0
Oybin,17.0
"Görlitz, Stadt",689.0
Kodersdorf,28.0
Schöpstal,28.0
"Löbau, Stadt",165.0
"Zittau, Stadt",277.0
Mittelherwigsdorf,40.0
"Reichenbach/O.L., Stadt",55.0
