Gemeinde,Neuzugänge letzten 7 Tage
Frankenthal,9
Hochkirch,12
Cunewalde,16
Großpostwitz/O.L.,9
Laußnitz,6
"Weißenberg, Stadt",10
Königswartha,11
Ottendorf-Okrilla,30
Elsterheide,9
Neukirch,4
Obergurig,5
"Pulsnitz, Stadt",18
Haselbachtal,9
Rammenau,3
"Königsbrück, Stadt",10
"Radeberg, Stadt",36
Burkau,5
Arnsdorf,9
Doberschau-Gaußig,7
Großdubrau,7
Schwepnitz,4
"Bautzen, Stadt",62
"Kamenz, Stadt",25
Steinigtwolmsdorf,4
Wachau,6
Sohland a. d. Spree,9
"Schirgiswalde-Kirschau, Stadt",8
Neschwitz,3
"Großröhrsdorf, Stadt",12
Steina,2
Ohorn,3
"Bischofswerda, Stadt",13
Kubschütz,3
Demitz-Thumitz,3
"Lauta, Stadt",9
Crostwitz,1
Lohsa,4
Großharthau,2
"Wittichenau, Stadt",4
Malschwitz,3
Radibor,2
Lichtenberg (Landkreis Bautzen),1
Ralbitz-Rosenthal,1
"Bernsdorf,  Stadt (Landkreis Bautzen)",3
"Hoyerswerda, Stadt",14
"Elstra, Stadt",1
Schmölln-Putzkau,1
Göda,1
Neukirch/Lausitz,1
"Wilthen, Stadt",1
Großnaundorf,0
Nebelschütz,0
Oßling,0
Panschwitz-Kuckau,0
Puschwitz,0
Räckelwitz,0
Spreetal,0
"Johanngeorgenstadt, Stadt",57
Heidersdorf,5
Stützengrün,18
"Marienberg, Stadt",96
Gelenau/Erzgeb.,22
Breitenbrunn/Erzgeb.,22
"Geyer, Stadt",14
"Thum, Stadt",21
"Ehrenfriedersdorf, Stadt",18
"Oelsnitz/Erzgeb., Stadt",41
"Olbernhau, Stadt",39
Gornau/Erzgeb.,13
"Jöhstadt, Stadt",9
"Schneeberg, Stadt",47
"Pockau-Lengefeld, Stadt",25
Zschorlau,17
"Eibenstock, Stadt",23
Bockau,7
Drebach,16
"Grünhain-Beierfeld, Stadt",18
"Schlettau, Stadt",7
"Seiffen/Erzgeb., Kurort",6
Auerbach (Erzgebirgskreis),7
"Elterlein, Stadt",8
"Schwarzenberg/Erzgeb., Stadt",46
Grünhainichen,9
Mildenau,9
Burkhardtsdorf,16
Crottendorf,10
"Scheibenberg, Stadt",5
"Zschopau, Stadt",22
Jahnsdorf/Erzgeb.,13
"Lößnitz, Stadt",19
Bärenstein,5
"Aue-Bad Schlema, Stadt",44
Großolbersdorf,6
Gornsdorf,4
Amtsberg,7
Tannenberg,2
Schönheide,7
Raschau-Markersbach,8
"Zwönitz, Stadt",18
"Lauter-Bernsbach, Stadt",13
"Lugau/Erzgeb., Stadt",12
Neukirchen/Erzgeb.,10
"Oberwiesenthal, Kurort, Stadt",3
Hohndorf,5
"Annaberg-Buchholz, Stadt",28
Königswalde,3
"Wolkenstein, Stadt",5
Thermalbad Wiesenbad,4
"Thalheim/Erzgeb., Stadt",6
Großrückerswalde,3
Niederdorf,1
Niederwürschnitz,2
"Stollberg/Erzgeb., Stadt",7
Sehmatal,2
Börnichen/Erzgeb.,0
Deutschneudorf,0
Kodersdorf,15
Markersdorf,23
"Neusalza-Spremberg, Stadt",19
"Seifhennersdorf, Stadt",18
Oybin,6
Vierkirchen,7
Leutersdorf,14
"Jonsdorf, Kurort",6
Neißeaue,6
Königshain,4
"Löbau, Stadt",49
Großschweidnitz,4
"Bad Muskau, Stadt",10
"Ostritz, Stadt",6
Olbersdorf,12
Waldhufen,6
"Bernstadt a. d. Eigen, Stadt",8
"Ebersbach-Neugersdorf, Stadt",28
Trebendorf,2
Kreba-Neudorf,2
"Rothenburg/O.L., Stadt",10
Kottmar,16
"Weißwasser/O.L., Stadt",35
Schönau-Berzdorf a. d. Eigen,3
"Reichenbach/O.L., Stadt",10
Krauschwitz i.d. O.L.,7
"Niesky, Stadt",18
Großschönau,10
Horka,3
Oppach,4
Schöpstal,4
Mittelherwigsdorf,6
"Görlitz, Stadt",90
