Gemeinde,Neuzugänge letzten 7 Tage
Frankenthal,7
Großnaundorf,7
"Pulsnitz, Stadt",54
Burkau,19
"Elstra, Stadt",18
Schwepnitz,16
Malschwitz,30
Schmölln-Putzkau,19
Großpostwitz/O.L.,17
Ralbitz-Rosenthal,10
Neukirch,9
Haselbachtal,22
Elsterheide,19
Neukirch/Lausitz,26
Radibor,17
Wachau,23
Göda,16
Oßling,12
"Bernsdorf, Stadt (Landkreis Bautzen)",33
Kubschütz,12
Neschwitz,11
Ohorn,11
Arnsdorf,22
Rammenau,6
Königswartha,15
Räckelwitz,5
"Schirgiswalde-Kirschau, Stadt",27
"Großröhrsdorf, Stadt",42
Laußnitz,8
"Bischofswerda, Stadt",46
"Weißenberg, Stadt",13
"Wilthen, Stadt",20
Lichtenberg (Landkreis Bautzen),7
Ottendorf-Okrilla,41
"Hoyerswerda, Stadt",128
"Königsbrück, Stadt",18
"Radeberg, Stadt",71
Hochkirch,8
"Bautzen, Stadt",133
Großharthau,10
Lohsa,18
"Kamenz, Stadt",58
Doberschau-Gaußig,14
"Lauta, Stadt",24
Panschwitz-Kuckau,6
Großdubrau,12
Cunewalde,13
Spreetal,5
"Wittichenau, Stadt",15
Puschwitz,2
Sohland a. d. Spree,16
Obergurig,5
Crostwitz,2
Demitz-Thumitz,5
Steinigtwolmsdorf,5
Nebelschütz,2
Steina,0
Niederdorf,11
"Lugau/Erzgeb., Stadt",64
Heidersdorf,6
Amtsberg,26
Gornau/Erzgeb.,24
"Thum, Stadt",32
Schönheide,27
Jahnsdorf/Erzgeb.,34
Auerbach (Erzgebirgskreis),14
"Zschopau, Stadt",51
"Eibenstock, Stadt",40
"Scheibenberg, Stadt",11
"Ehrenfriedersdorf, Stadt",24
"Lößnitz, Stadt",42
"Pockau-Lengefeld, Stadt",39
"Stollberg/Erzgeb., Stadt",58
"Elterlein, Stadt",14
Burkhardtsdorf,30
Hohndorf,17
"Schwarzenberg/Erzgeb., Stadt",78
"Seiffen/Erzgeb., Kurort",10
"Oelsnitz/Erzgeb., Stadt",52
"Jöhstadt, Stadt",12
Mildenau,16
"Marienberg, Stadt",74
Gelenau/Erzgeb.,18
Bockau,9
"Schneeberg, Stadt",55
"Zwönitz, Stadt",47
Niederwürschnitz,10
"Aue-Bad Schlema, Stadt",75
Zschorlau,19
"Wolkenstein, Stadt",14
Grünhainichen,12
"Grünhain-Beierfeld, Stadt",20
Thermalbad Wiesenbad,11
"Johanngeorgenstadt, Stadt",13
Drebach,17
Großrückerswalde,11
Raschau-Markersbach,16
Neukirchen/Erzgeb.,22
Börnichen/Erzgeb.,3
"Lauter-Bernsbach, Stadt",26
Sehmatal,19
