Gemeinde,Neuzugänge letzten 7 Tage
"Wilthen, Stadt",8
Spreetal,2
Hochkirch,2
Räckelwitz,1
Neschwitz,2
Steina,1
"Kamenz, Stadt",9
Obergurig,1
Sohland a. d. Spree,3
Neukirch/Lausitz,2
Kubschütz,1
Steinigtwolmsdorf,1
"Schirgiswalde-Kirschau, Stadt",2
Königswartha,1
"Bischofswerda, Stadt",3
Haselbachtal,1
Cunewalde,1
Malschwitz,1
"Wittichenau, Stadt",1
"Radeberg, Stadt",3
"Bernsdorf, Stadt (Landkreis Bautzen)",1
"Pulsnitz, Stadt",1
"Lauta, Stadt",1
"Bautzen, Stadt",4
"Hoyerswerda, Stadt",3
Arnsdorf,0
Burkau,0
Crostwitz,0
Demitz-Thumitz,0
Doberschau-Gaußig,0
Elsterheide,0
"Elstra, Stadt",0
Frankenthal,0
Göda,0
Großdubrau,0
Großharthau,0
Großnaundorf,0
Großpostwitz/O.L.,0
"Großröhrsdorf, Stadt",0
"Königsbrück, Stadt",0
Laußnitz,0
Lichtenberg (Landkreis Bautzen),0
Lohsa,0
Nebelschütz,0
Neukirch,0
Ohorn,0
Oßling,0
Ottendorf-Okrilla,0
Panschwitz-Kuckau,0
Puschwitz,0
Radibor,0
Ralbitz-Rosenthal,0
Rammenau,0
Schmölln-Putzkau,0
Schwepnitz,0
Wachau,0
"Weißenberg, Stadt",0
"Grünhain-Beierfeld, Stadt",12
Niederwürschnitz,5
Hohndorf,6
Sehmatal,9
Königswalde,3
"Pockau-Lengefeld, Stadt",9
"Jöhstadt, Stadt",3
Thermalbad Wiesenbad,3
"Ehrenfriedersdorf, Stadt",4
Drebach,4
Gelenau/Erzgeb.,3
"Elterlein, Stadt",2
"Lauter-Bernsbach, Stadt",5
"Oelsnitz/Erzgeb., Stadt",6
Gornau/Erzgeb.,2
"Wolkenstein, Stadt",2
"Zwönitz, Stadt",6
"Lugau/Erzgeb., Stadt",4
Burkhardtsdorf,3
"Schwarzenberg/Erzgeb., Stadt",8
"Scheibenberg, Stadt",1
Bockau,1
"Schlettau, Stadt",1
"Eibenstock, Stadt",3
"Annaberg-Buchholz, Stadt",8
Raschau-Markersbach,2
"Lößnitz, Stadt",3
"Thalheim/Erzgeb., Stadt",2
Großrückerswalde,1
Mildenau,1
"Johanngeorgenstadt, Stadt",1
Crottendorf,1
"Marienberg, Stadt",4
Zschorlau,1
Jahnsdorf/Erzgeb.,1
"Stollberg/Erzgeb., Stadt",2
"Zschopau, Stadt",1
"Aue-Bad Schlema, Stadt",2
"Olbernhau, Stadt",1
"Schneeberg, Stadt",1
Amtsberg,0
Auerbach (Erzgebirgskreis),0
Bärenstein,0
Börnichen/Erzgeb.,0
Breitenbrunn/Erzgeb.,0
Deutschneudorf,0
"Geyer, Stadt",0
Gornsdorf,0
Großolbersdorf,0
Grünhainichen,0
Heidersdorf,0
Neukirchen/Erzgeb.,0
Niederdorf,0
"Oberwiesenthal, Kurort, Stadt",0
Schönheide,0
"Seiffen/Erzgeb., Kurort",0
Stützengrün,0
Tannenberg,0
"Thum, Stadt",0
Groß Düben,2
Beiersdorf,1
Oppach,2
Waldhufen,2
"Reichenbach/O.L., Stadt",4
Gablenz,1
Horka,1
Kodersdorf,1
Krauschwitz i.d. O.L.,1
Mittelherwigsdorf,1
Boxberg/O.L.,1
"Ebersbach-Neugersdorf, Stadt",2
"Weißwasser/O.L., Stadt",2
"Görlitz, Stadt",4
"Löbau, Stadt",1
"Zittau, Stadt",1
"Bad Muskau, Stadt",0
"Bernstadt a. d. Eigen, Stadt",0
Bertsdorf-Hörnitz,0
Dürrhennersdorf,0
Großschönau,0
Großschweidnitz,0
Hähnichen,0
Hainewalde,0
"Herrnhut, Stadt",0
Hohendubrau,0
"Jonsdorf, Kurort",0
Königshain,0
Kottmar,0
Kreba-Neudorf,0
Lawalde,0
Leutersdorf,0
Markersdorf,0
Mücka,0
Neißeaue,0
"Neusalza-Spremberg, Stadt",0
"Niesky, Stadt",0
Oderwitz,0
Olbersdorf,0
"Ostritz, Stadt",0
Oybin,0
Quitzdorf am See,0
Rietschen,0
Rosenbach,0
"Rothenburg/O.L., Stadt",0
Schleife,0
Schönau-Berzdorf a. d. Eigen,0
Schönbach,0
Schöpstal,0
"Seifhennersdorf, Stadt",0
Trebendorf,0
Vierkirchen,0
Weißkeißel,0
"Markranstädt, Stadt",12
"Kitzscher, Stadt",3
Thallwitz,1
"Trebsen/Mulde, Stadt",1
"Regis-Breitingen, Stadt",1
"Bad Lausick, Stadt",2
Lossatal,1
"Frohburg, Stadt",2
"Böhlen, Stadt",1
"Wurzen, Stadt",2
"Naunhof, Stadt",1
"Grimma, Stadt",1
Belgershain,0
Bennewitz,0
"Borna, Stadt",0
Borsdorf,0
"Brandis, Stadt",0
"Colditz, Stadt",0
Elstertrebnitz,0
"Geithain, Stadt",0
"Groitzsch, Stadt",0
Großpösna,0
Machern,0
"Markkleeberg, Stadt",0
Neukieritzsch,0
Otterwisch,0
Parthenstein,0
"Pegau, Stadt",0
"Rötha, Stadt",0
"Zwenkau, Stadt",0
"Gröditz, Stadt",4
"Strehla, Stadt",2
Thiendorf,2
Verwaltungsgemeinschaft Röderaue/Wülknitz,2
"Radeburg, Stadt",3
Verwaltungsgemeinschaft Nünchritz/Glaubitz,3
Käbschütztal,1
Stauchitz,1
Priestewitz,1
Diera-Zehren,1
"Meißen, Stadt",7
Ebersbach (Landkreis Meißen),1
Weinböhla,2
"Nossen, Stadt",2
Zeithain,1
"Radebeul, Stadt",5
"Coswig, Stadt",3
"Riesa, Stadt",4
Klipphausen,1
"Großenhain, Stadt",0
Hirschstein,0
"Lommatzsch, Stadt",0
Moritzburg,0
Niederau,0
Verwaltungsgemeinschaft Schönfeld/Lampertswalde,0
Zschaitz-Ottewig,4
Bobritzsch-Hilbersdorf,11
Weißenborn/Erzgeb.,3
Rossau,3
Großweitzschen,2
Lichtenau,5
Reinsberg,2
"Döbeln, Stadt",16
"Oederan, Stadt",5
Oberschöna,2
"Leisnig, Stadt",5
"Sayda, Stadt",1
Ostrau,2
"Freiberg, Stadt, Universitätsstadt",22
"Brand-Erbisdorf, Stadt",5
"Geringswalde, Stadt",2
"Augustusburg, Stadt",2
Niederwiesa,2
Großhartmannsdorf,1
Neuhausen/Erzgeb.,1
"Frauenstein, Stadt",1
Erlau,1
Eppendorf,1
"Hainichen, Stadt",2
Striegistal,1
Halsbrücke,1
"Flöha, Stadt",2
"Großschirma, Stadt",1
"Hartha, Stadt",1
"Mittweida, Stadt, Hochschulstadt",2
"Roßwein, Stadt",1
"Waldheim, Stadt",1
Altmittweida,0
"Burgstädt, Stadt",0
Claußnitz,0
Dorfchemnitz,0
"Frankenberg/Sa., Stadt",0
Hartmannsdorf (Landkreis Mittelsachsen),0
Königsfeld,0
Königshain-Wiederau,0
Kriebstein,0
Leubsdorf,0
Lichtenberg/Erzgeb.,0
"Lunzenau, Stadt",0
Mühlau,0
Mulda/Sa.,0
"Penig, Stadt",0
Rechenberg-Bienenmühle,0
"Rochlitz, Stadt",0
Seelitz,0
Taura,0
Wechselburg,0
Zettlitz,0
Cavertitz,7
"Dahlen, Stadt",3
Krostitz,2
Beilrode,2
Löbnitz,1
Dreiheide,1
Jesewitz,1
"Oschatz, Stadt",4
"Delitzsch, Stadt",5
Wiedemar,1
"Eilenburg, Stadt",2
"Taucha, Stadt",1
Arzberg,0
"Bad Düben, Stadt",0
"Belgern-Schildau, Stadt",0
Doberschütz,0
"Dommitzsch, Stadt",0
Elsnig,0
Laußig,0
Liebschützberg,0
Mockrehna,0
"Mügeln, Stadt",0
Naundorf,0
Rackwitz,0
"Schkeuditz, Stadt",0
Schönwölkau,0
