Gemeinde,Neuzugänge letzten 7 Tage
Arnsdorf,50
Spreetal,14
"Großröhrsdorf, Stadt",64
Burkau,15
Laußnitz,10
Haselbachtal,21
"Weißenberg, Stadt",16
Elsterheide,18
Nebelschütz,6
Schwepnitz,12
Lichtenberg (Landkreis Bautzen),8
Lohsa,24
Wachau,19
Ohorn,9
Steina,6
"Hoyerswerda, Stadt",112
"Lauta, Stadt",29
"Pulsnitz, Stadt",26
"Wittichenau, Stadt",20
"Radeberg, Stadt",60
Radibor,10
"Bischofswerda, Stadt",33
Großdubrau,12
Ottendorf-Okrilla,28
Göda,8
Hochkirch,6
Puschwitz,2
Neukirch,4
Großharthau,7
"Königsbrück, Stadt",11
Doberschau-Gaußig,10
Malschwitz,11
Schmölln-Putzkau,7
Rammenau,3
Oßling,5
"Elstra, Stadt",6
Königswartha,7
Kubschütz,5
"Bautzen, Stadt",75
Obergurig,4
"Wilthen, Stadt",9
Steinigtwolmsdorf,5
"Bernsdorf, Stadt (Landkreis Bautzen)",11
Cunewalde,7
Demitz-Thumitz,4
"Schirgiswalde-Kirschau, Stadt",9
Großpostwitz/O.L.,4
"Kamenz, Stadt",23
Frankenthal,1
Panschwitz-Kuckau,2
Räckelwitz,1
Neukirch/Lausitz,4
Sohland a. d. Spree,5
Neschwitz,1
Crostwitz,0
Großnaundorf,0
Ralbitz-Rosenthal,0
Heidersdorf,4
"Jöhstadt, Stadt",11
Gornau/Erzgeb.,14
Bockau,8
Mildenau,12
"Lugau/Erzgeb., Stadt",27
"Seiffen/Erzgeb., Kurort",7
"Eibenstock, Stadt",24
Großrückerswalde,11
"Elterlein, Stadt",9
Gornsdorf,6
Deutschneudorf,3
"Ehrenfriedersdorf, Stadt",14
"Schneeberg, Stadt",39
Burkhardtsdorf,14
"Pockau-Lengefeld, Stadt",17
"Thalheim/Erzgeb., Stadt",13
"Oelsnitz/Erzgeb., Stadt",23
Auerbach (Erzgebirgskreis),5
"Wolkenstein, Stadt",8
Börnichen/Erzgeb.,2
Niederwürschnitz,5
Stützengrün,6
Königswalde,4
Bärenstein,4
"Lößnitz, Stadt",14
Hohndorf,6
"Zwönitz, Stadt",19
Neukirchen/Erzgeb.,11
"Olbernhau, Stadt",16
Niederdorf,2
"Aue-Bad Schlema, Stadt",29
"Marienberg, Stadt",24
Raschau-Markersbach,7
Schönheide,6
Drebach,7
