Gemeinde,Neuzugänge letzten 7 Tage
Lichtenberg (Landkreis Bautzen),13
Ohorn,8
Haselbachtal,12
Elsterheide,10
Cunewalde,10
"Pulsnitz, Stadt",16
Großnaundorf,2
Neukirch,3
"Radeberg, Stadt",34
Hochkirch,4
Nebelschütz,2
Wachau,7
"Lauta, Stadt",12
Neukirch/Lausitz,7
Doberschau-Gaußig,6
"Wilthen, Stadt",6
Frankenthal,1
"Königsbrück, Stadt",5
Laußnitz,2
Großharthau,3
Göda,3
"Schirgiswalde-Kirschau, Stadt",6
Radibor,3
Oßling,2
Malschwitz,4
"Bautzen, Stadt",32
Neschwitz,2
Schwepnitz,2
Burkau,2
Sohland a. d. Spree,5
Rammenau,1
"Elstra, Stadt",2
Großdubrau,3
Schmölln-Putzkau,2
Arnsdorf,3
Steina,1
Ottendorf-Okrilla,6
Ralbitz-Rosenthal,1
Panschwitz-Kuckau,1
"Hoyerswerda, Stadt",14
Kubschütz,1
"Bischofswerda, Stadt",4
Großpostwitz/O.L.,1
"Weißenberg, Stadt",1
"Großröhrsdorf, Stadt",2
"Kamenz, Stadt",3
"Wittichenau, Stadt",1
"Bernsdorf, Stadt (Landkreis Bautzen)",1
Crostwitz,0
Demitz-Thumitz,0
Königswartha,0
Lohsa,0
Obergurig,0
Puschwitz,0
Räckelwitz,0
Spreetal,0
Steinigtwolmsdorf,0
Thermalbad Wiesenbad,11
Sehmatal,21
"Seiffen/Erzgeb., Kurort",6
Königswalde,6
Zschorlau,14
Raschau-Markersbach,13
"Aue-Bad Schlema, Stadt",49
Gornau/Erzgeb.,9
Niederdorf,3
Bärenstein,5
"Schwarzenberg/Erzgeb., Stadt",35
"Annaberg-Buchholz, Stadt",39
"Lößnitz, Stadt",16
"Jöhstadt, Stadt",5
Breitenbrunn/Erzgeb.,10
"Oberwiesenthal, Kurort, Stadt",4
"Stollberg/Erzgeb., Stadt",21
"Wolkenstein, Stadt",7
Hohndorf,6
Drebach,8
Niederwürschnitz,4
"Zwönitz, Stadt",18
Jahnsdorf/Erzgeb.,8
Gelenau/Erzgeb.,6
Großolbersdorf,4
"Oelsnitz/Erzgeb., Stadt",15
"Thalheim/Erzgeb., Stadt",8
"Schneeberg, Stadt",18
Heidersdorf,1
"Marienberg, Stadt",21
"Eibenstock, Stadt",9
"Zschopau, Stadt",11
"Ehrenfriedersdorf, Stadt",5
"Lugau/Erzgeb., Stadt",8
"Thum, Stadt",5
"Olbernhau, Stadt",10
Tannenberg,1
"Lauter-Bernsbach, Stadt",6
"Grünhain-Beierfeld, Stadt",4
Burkhardtsdorf,4
Großrückerswalde,2
Gornsdorf,1
"Johanngeorgenstadt, Stadt",2
Crottendorf,2
"Scheibenberg, Stadt",1
Bockau,1
"Schlettau, Stadt",1
"Pockau-Lengefeld, Stadt",3
"Elterlein, Stadt",1
Grünhainichen,1
"Geyer, Stadt",1
Mildenau,1
Neukirchen/Erzgeb.,2
Amtsberg,1
Auerbach (Erzgebirgskreis),0
Börnichen/Erzgeb.,0
Deutschneudorf,0
Schönheide,0
Stützengrün,0
Oppach,20
Neißeaue,14
Schönbach,6
"Neusalza-Spremberg, Stadt",17
Lawalde,8
Großschweidnitz,5
"Seifhennersdorf, Stadt",13
Beiersdorf,4
Leutersdorf,11
Trebendorf,2
Kottmar,16
Dürrhennersdorf,2
Bertsdorf-Hörnitz,4
Rosenbach,3
Oderwitz,9
Vierkirchen,3
