Gemeinde,Neuzugänge letzten 7 Tage
Neschwitz,11
Ohorn,7
Puschwitz,2
Steina,3
Ralbitz-Rosenthal,3
Lohsa,8
"Radeberg, Stadt",25
Cunewalde,6
Burkau,3
Demitz-Thumitz,3
"Königsbrück, Stadt",5
Großpostwitz/O.L.,3
Spreetal,2
Frankenthal,1
Großnaundorf,1
"Bischofswerda, Stadt",11
Haselbachtal,4
Großdubrau,4
"Kamenz, Stadt",15
Räckelwitz,1
Arnsdorf,4
Nebelschütz,1
Schwepnitz,2
"Pulsnitz, Stadt",6
Ottendorf-Okrilla,8
Wachau,3
Göda,2
Neukirch,1
Königswartha,2
Elsterheide,2
"Hoyerswerda, Stadt",17
"Wittichenau, Stadt",3
Obergurig,1
"Bernsdorf,  Stadt (Landkreis Bautzen)",3
"Großröhrsdorf, Stadt",3
Doberschau-Gaußig,1
"Lauta, Stadt",2
"Bautzen, Stadt",9
Neukirch/Lausitz,1
"Wilthen, Stadt",1
"Schirgiswalde-Kirschau, Stadt",1
Sohland a. d. Spree,1
Crostwitz,0
"Elstra, Stadt",0
Großharthau,0
Hochkirch,0
Kubschütz,0
Laußnitz,0
Lichtenberg (Landkreis Bautzen),0
Malschwitz,0
Oßling,0
Panschwitz-Kuckau,0
Radibor,0
Rammenau,0
Schmölln-Putzkau,0
Steinigtwolmsdorf,0
"Weißenberg, Stadt",0
Bärenstein,9
Stützengrün,8
"Scheibenberg, Stadt",5
Jahnsdorf/Erzgeb.,13
"Annaberg-Buchholz, Stadt",40
Deutschneudorf,2
"Seiffen/Erzgeb., Kurort",4
Thermalbad Wiesenbad,6
Drebach,9
"Elterlein, Stadt",5
"Ehrenfriedersdorf, Stadt",8
"Schlettau, Stadt",4
Breitenbrunn/Erzgeb.,8
Crottendorf,6
"Thum, Stadt",7
Heidersdorf,1
"Stollberg/Erzgeb., Stadt",14
Raschau-Markersbach,6
Mildenau,4
Neukirchen/Erzgeb.,8
"Pockau-Lengefeld, Stadt",8
"Lauter-Bernsbach, Stadt",9
"Aue-Bad Schlema, Stadt",21
"Olbernhau, Stadt",11
Tannenberg,1
Grünhainichen,3
"Grünhain-Beierfeld, Stadt",5
Niederwürschnitz,2
"Johanngeorgenstadt, Stadt",3
"Oelsnitz/Erzgeb., Stadt",8
Gelenau/Erzgeb.,3
Schönheide,3
"Thalheim/Erzgeb., Stadt",4
Burkhardtsdorf,4
Großrückerswalde,2
"Eibenstock, Stadt",4
"Schwarzenberg/Erzgeb., Stadt",9
Gornau/Erzgeb.,2
"Oberwiesenthal, Kurort, Stadt",1
Königswalde,1
"Zschopau, Stadt",4
"Jöhstadt, Stadt",1
Amtsberg,1
"Wolkenstein, Stadt",1
"Lößnitz, Stadt",2
"Schneeberg, Stadt",3
Zschorlau,1
"Zwönitz, Stadt",1
"Marienberg, Stadt",1
Auerbach (Erzgebirgskreis),0
Bockau,0
Börnichen/Erzgeb.,0
"Geyer, Stadt",0
Gornsdorf,0
Großolbersdorf,0
Hohndorf,0
"Lugau/Erzgeb., Stadt",0
Niederdorf,0
Sehmatal,0
Weißkeißel,6
"Neusalza-Spremberg, Stadt",8
Bertsdorf-Hörnitz,5
Großschweidnitz,3
Trebendorf,2
Schöpstal,5
Schleife,5
Großschönau,11
Dürrhennersdorf,2
"Jonsdorf, Kurort",3
Rosenbach,3
"Ebersbach-Neugersdorf, Stadt",22
Waldhufen,4
Oderwitz,6
Leutersdorf,4
Kottmar,7
Groß Düben,1
Schönbach,1
Kodersdorf,2
Mittelherwigsdorf,3
Hähnichen,1
"Niesky, Stadt",7
Oybin,1
Boxberg/O.L.,3
Hainewalde,1
Gablenz,1
Neißeaue,1
Hohendubrau,1
"Zittau, Stadt",13
"Görlitz, Stadt",28
"Ostritz, Stadt",1
Oppach,1
Olbersdorf,2
"Löbau, Stadt",6
Rietschen,1
"Weißwasser/O.L., Stadt",5
Krauschwitz i.d. O.L.,1
"Seifhennersdorf, Stadt",1
"Bad Muskau, Stadt",1
"Rothenburg/O.L., Stadt",1
"Herrnhut, Stadt",1
Beiersdorf,0
"Bernstadt a. d. Eigen, Stadt",0
Horka,0
Königshain,0
Kreba-Neudorf,0
Lawalde,0
Markersdorf,0
Mücka,0
Quitzdorf am See,0
"Reichenbach/O.L., Stadt",0
Schönau-Berzdorf a. d. Eigen,0
Vierkirchen,0
Bennewitz,16
"Markranstädt, Stadt",37
Elstertrebnitz,3
"Regis-Breitingen, Stadt",9
Thallwitz,7
"Groitzsch, Stadt",14
Lossatal,11
Neukieritzsch,10
"Bad Lausick, Stadt",11
"Rötha, Stadt",8
"Pegau, Stadt",8
"Wurzen, Stadt",19
"Brandis, Stadt",11
"Grimma, Stadt",32
"Colditz, Stadt",9
"Markkleeberg, Stadt",20
Machern,4
"Geithain, Stadt",4
Großpösna,3
"Zwenkau, Stadt",5
"Trebsen/Mulde, Stadt",2
Borsdorf,4
"Frohburg, Stadt",6
"Böhlen, Stadt",3
"Borna, Stadt",8
Belgershain,1
"Kitzscher, Stadt",1
"Naunhof, Stadt",0
Otterwisch,0
Parthenstein,0
Hirschstein,4
"Strehla, Stadt",5
Stauchitz,4
"Radebeul, Stadt",39
"Radeburg, Stadt",8
Verwaltungsgemeinschaft Nünchritz/Glaubitz,8
"Coswig, Stadt",21
Niederau,4
"Meißen, Stadt",26
Moritzburg,7
Verwaltungsgemeinschaft Schönfeld/Lampertswalde,3
Weinböhla,7
Klipphausen,7
Priestewitz,2
"Lommatzsch, Stadt",3
"Großenhain, Stadt",11
"Riesa, Stadt",17
Thiendorf,2
"Gröditz, Stadt",3
"Nossen, Stadt",4
Diera-Zehren,1
Verwaltungsgemeinschaft Röderaue/Wülknitz,1
Ebersbach (Landkreis Meißen),0
Käbschütztal,0
Zeithain,0
Bobritzsch-Hilbersdorf,18
Neuhausen/Erzgeb.,8
Großhartmannsdorf,5
"Roßwein, Stadt",12
Zschaitz-Ottewig,2
"Waldheim, Stadt",12
"Sayda, Stadt",2
"Flöha, Stadt",12
Großweitzschen,3
Rechenberg-Bienenmühle,2
"Rochlitz, Stadt",6
Erlau,3
Halsbrücke,4
Königshain-Wiederau,2
Lichtenberg/Erzgeb.,2
Königsfeld,1
"Geringswalde, Stadt",3
"Freiberg, Stadt, Universitätsstadt",28
Striegistal,3
Dorfchemnitz,1
"Döbeln, Stadt",15
Oberschöna,2
"Leisnig, Stadt",5
"Frankenberg/Sa., Stadt",8
"Penig, Stadt",5
Ostrau,2
Kriebstein,1
Mühlau,1
"Hainichen, Stadt",4
Hartmannsdorf (Landkreis Mittelsachsen),2
"Augustusburg, Stadt",2
"Brand-Erbisdorf, Stadt",4
"Mittweida, Stadt, Hochschulstadt",6
"Burgstädt, Stadt",4
"Großschirma, Stadt",2
Leubsdorf,1
Rossau,1
"Oederan, Stadt",2
Eppendorf,1
Niederwiesa,1
Altmittweida,0
Claußnitz,0
"Frauenstein, Stadt",0
"Hartha, Stadt",0
Lichtenau,0
"Lunzenau, Stadt",0
Mulda/Sa.,0
Reinsberg,0
Seelitz,0
Taura,0
Wechselburg,0
Weißenborn/Erzgeb.,0
Zettlitz,0
Arzberg,21
Doberschütz,20
Laußig,17
Beilrode,16
Zschepplin,9
Mockrehna,13
"Dommitzsch, Stadt",6
"Bad Düben, Stadt",19
"Eilenburg, Stadt",34
"Schkeuditz, Stadt",40
Rackwitz,11
Liebschützberg,6
Trossin,2
"Belgern-Schildau, Stadt",12
Wiedemar,8
Elsnig,2
Wermsdorf,7
Jesewitz,4
Schönwölkau,3
"Taucha, Stadt",18
"Torgau, Stadt",19
Dreiheide,2
"Dahlen, Stadt",4
Naundorf,2
"Delitzsch, Stadt",21
"Mügeln, Stadt",3
"Oschatz, Stadt",3
Cavertitz,0
Krostitz,0
Löbnitz,0
Dorfhain,4
Lohmen,7
Reinhardtsdorf-Schöna,3
Rathmannsdorf,2
Rosenthal-Bielatal,3
"Rabenau, Stadt",8
"Glashütte, Stadt",12
Gohrisch,3
Bannewitz,18
"Sebnitz, Stadt",14
"Heidenau, Stadt",24
Dürrröhrsdorf-Dittersbach,6
"Neustadt in Sachsen, Stadt",17
"Wilsdruff, Stadt",19
Hermsdorf/Erzgeb.,1
"Bad Gottleuba-Berggießhübel, Stadt",7
"Hohnstein, Stadt",4
"Altenberg, Stadt",8
"Pirna, Stadt",37
"Königstein/Sächs. Schw., Stadt",2
"Dohna, Stadt",5
"Tharandt, Stadt",4
"Freital, Stadt",28
Kreischa,3
"Stadt Wehlen, Stadt",1
"Bad Schandau, Stadt",2
"Stolpen, Stadt",3
Dohma,1
"Dippoldiswalde, Stadt",7
Struppen,1
Klingenberg,2
Bahretal,0
Hartmannsdorf-Reichenau,0
"Liebstadt, Stadt",0
Müglitztal,0
"Rathen, Kurort",0
"Treuen, Stadt",71
"Elsterberg, Stadt",25
Neustadt/Vogtl.,6
Steinberg,17
"Lengenfeld, Stadt",44
Tirpersdorf,8
Theuma,6
Bad Brambach,9
"Rodewisch, Stadt",28
"Bad Elster, Stadt",16
Mühlental,5
Neuensalz,8
Ellefeld,9
"Adorf/Vogtl., Stadt",17
"Schöneck/Vogtl., Stadt",11
Werda,5
"Netzschkau, Stadt",12
"Auerbach/Vogtl., Stadt",50
"Falkenstein/Vogtl., Stadt",21
Eichigt,3
"Oelsnitz/Vogtl., Stadt",24
