Gemeinde,Neuzugänge letzten 7 Tage
Schmölln-Putzkau,55
"Elstra, Stadt",46
Laußnitz,27
Großdubrau,60
Neukirch/Lausitz,67
Radibor,44
Obergurig,29
"Wittichenau, Stadt",77
Neschwitz,32
Räckelwitz,15
Frankenthal,12
Malschwitz,61
"Bautzen, Stadt",473
Ralbitz-Rosenthal,21
Arnsdorf,60
Ottendorf-Okrilla,120
Nebelschütz,14
"Hoyerswerda, Stadt",367
Burkau,30
Lohsa,59
Puschwitz,9
Doberschau-Gaußig,47
Wachau,48
Steinigtwolmsdorf,31
Ohorn,27
"Königsbrück, Stadt",50
"Radeberg, Stadt",203
Elsterheide,37
"Bischofswerda, Stadt",115
Großnaundorf,10
"Großröhrsdorf, Stadt",102
Göda,31
Großharthau,29
Großpostwitz/O.L.,26
Oßling,21
Hochkirch,21
Panschwitz-Kuckau,19
"Pulsnitz, Stadt",68
Kubschütz,23
"Bernsdorf, Stadt (Landkreis Bautzen)",56
"Schirgiswalde-Kirschau, Stadt",52
"Lauta, Stadt",68
Königswartha,28
Rammenau,11
"Kamenz, Stadt",138
Cunewalde,37
Demitz-Thumitz,21
Crostwitz,8
Schwepnitz,19
Spreetal,14
Lichtenberg (Landkreis Bautzen),12
"Weißenberg, Stadt",21
Neukirch,11
"Wilthen, Stadt",31
Sohland a. d. Spree,41
Haselbachtal,22
Steina,9
Bockau,61
Börnichen/Erzgeb.,23
"Pockau-Lengefeld, Stadt",175
Drebach,107
Großrückerswalde,71
Sehmatal,130
"Eibenstock, Stadt",147
Grünhainichen,68
Mildenau,68
"Scheibenberg, Stadt",40
"Seiffen/Erzgeb., Kurort",40
Thermalbad Wiesenbad,61
Schönheide,79
Crottendorf,72
Deutschneudorf,17
Bärenstein,40
Tannenberg,19
Burkhardtsdorf,105
Niederdorf,23
Zschorlau,89
"Zwönitz, Stadt",200
Jahnsdorf/Erzgeb.,88
Gornsdorf,30
"Schlettau, Stadt",37
"Marienberg, Stadt",261
Auerbach (Erzgebirgskreis),37
Königswalde,34
Breitenbrunn/Erzgeb.,79
"Stollberg/Erzgeb., Stadt",171
"Schwarzenberg/Erzgeb., Stadt",243
"Olbernhau, Stadt",160
Raschau-Markersbach,74
"Lauter-Bernsbach, Stadt",127
"Oelsnitz/Erzgeb., Stadt",162
"Aue-Bad Schlema, Stadt",292
Neukirchen/Erzgeb.,101
Hohndorf,49
"Jöhstadt, Stadt",36
Amtsberg,50
Stützengrün,42
"Schneeberg, Stadt",185
"Lugau/Erzgeb., Stadt",106
Großolbersdorf,37
Heidersdorf,10
"Annaberg-Buchholz, Stadt",247
"Elterlein, Stadt",35
"Thum, Stadt",57
Gornau/Erzgeb.,42
"Lößnitz, Stadt",90
Gelenau/Erzgeb.,46
"Geyer, Stadt",37
"Wolkenstein, Stadt",42
"Zschopau, Stadt",93
"Ehrenfriedersdorf, Stadt",47
Niederwürschnitz,25
"Grünhain-Beierfeld, Stadt",49
"Thalheim/Erzgeb., Stadt",37
"Johanngeorgenstadt, Stadt",19
"Oberwiesenthal, Kurort, Stadt",10
Bertsdorf-Hörnitz,46
Königshain,26
Neißeaue,31
Trebendorf,14
Markersdorf,62
Dürrhennersdorf,15
Schönbach,17
Oybin,21
