Gemeinde,Neuzugänge letzten 7 Tage
Königswartha,3
Großdubrau,1
Sohland a. d. Spree,1
"Pulsnitz, Stadt",1
"Kamenz, Stadt",1
"Radeberg, Stadt",1
Arnsdorf,0
"Bautzen, Stadt",0
"Bernsdorf, Stadt (Landkreis Bautzen)",0
"Bischofswerda, Stadt",0
Burkau,0
Crostwitz,0
Cunewalde,0
Demitz-Thumitz,0
Doberschau-Gaußig,0
Elsterheide,0
"Elstra, Stadt",0
Frankenthal,0
Göda,0
Großharthau,0
Großnaundorf,0
Großpostwitz/O.L.,0
"Großröhrsdorf, Stadt",0
Haselbachtal,0
Hochkirch,0
"Hoyerswerda, Stadt",0
"Königsbrück, Stadt",0
Kubschütz,0
Laußnitz,0
"Lauta, Stadt",0
Lichtenberg (Landkreis Bautzen),0
Lohsa,0
Malschwitz,0
Nebelschütz,0
Neschwitz,0
Neukirch,0
Neukirch/Lausitz,0
Obergurig,0
Ohorn,0
Oßling,0
Ottendorf-Okrilla,0
Panschwitz-Kuckau,0
Puschwitz,0
Räckelwitz,0
Radibor,0
Ralbitz-Rosenthal,0
Rammenau,0
"Schirgiswalde-Kirschau, Stadt",0
Schmölln-Putzkau,0
Schwepnitz,0
Spreetal,0
Steina,0
Steinigtwolmsdorf,0
Wachau,0
"Weißenberg, Stadt",0
"Wilthen, Stadt",0
"Wittichenau, Stadt",0
Amtsberg,1
Burkhardtsdorf,1
Sehmatal,1
"Annaberg-Buchholz, Stadt",0
"Aue-Bad Schlema, Stadt",0
Auerbach (Erzgebirgskreis),0
Bärenstein,0
Bockau,0
Börnichen/Erzgeb.,0
Breitenbrunn/Erzgeb.,0
Crottendorf,0
Deutschneudorf,0
Drebach,0
"Ehrenfriedersdorf, Stadt",0
"Eibenstock, Stadt",0
"Elterlein, Stadt",0
Gelenau/Erzgeb.,0
"Geyer, Stadt",0
Gornau/Erzgeb.,0
Gornsdorf,0
Großolbersdorf,0
Großrückerswalde,0
"Grünhain-Beierfeld, Stadt",0
Grünhainichen,0
Heidersdorf,0
Hohndorf,0
Jahnsdorf/Erzgeb.,0
"Johanngeorgenstadt, Stadt",0
"Jöhstadt, Stadt",0
Königswalde,0
"Lauter-Bernsbach, Stadt",0
"Lößnitz, Stadt",0
"Lugau/Erzgeb., Stadt",0
"Marienberg, Stadt",0
Mildenau,0
Neukirchen/Erzgeb.,0
Niederdorf,0
Niederwürschnitz,0
"Oberwiesenthal, Kurort, Stadt",0
"Oelsnitz/Erzgeb., Stadt",0
"Olbernhau, Stadt",0
"Pockau-Lengefeld, Stadt",0
Raschau-Markersbach,0
"Scheibenberg, Stadt",0
"Schlettau, Stadt",0
"Schneeberg, Stadt",0
Schönheide,0
"Schwarzenberg/Erzgeb., Stadt",0
"Seiffen/Erzgeb., Kurort",0
"Stollberg/Erzgeb., Stadt",0
Stützengrün,0
Tannenberg,0
"Thalheim/Erzgeb., Stadt",0
Thermalbad Wiesenbad,0
"Thum, Stadt",0
"Wolkenstein, Stadt",0
"Zschopau, Stadt",0
Zschorlau,0
"Zwönitz, Stadt",0
Hohendubrau,1
"Weißwasser/O.L., Stadt",1
