Gemeinde,Neuzugänge letzten 7 Tage
Rammenau,12
Demitz-Thumitz,15
Neukirch,9
Burkau,14
Radibor,13
Hochkirch,9
"Königsbrück, Stadt",18
Malschwitz,17
Schmölln-Putzkau,11
Göda,11
Cunewalde,15
"Weißenberg, Stadt",10
Doberschau-Gaußig,13
Großnaundorf,3
Crostwitz,3
Panschwitz-Kuckau,6
Laußnitz,5
Oßling,6
Großharthau,7
Steinigtwolmsdorf,7
Lichtenberg (Landkreis Bautzen),4
"Schirgiswalde-Kirschau, Stadt",15
"Pulsnitz, Stadt",18
Sohland a. d. Spree,15
"Elstra, Stadt",6
"Bischofswerda, Stadt",24
Großpostwitz/O.L.,6
Frankenthal,2
"Radeberg, Stadt",40
"Bautzen, Stadt",82
Neukirch/Lausitz,10
"Wilthen, Stadt",10
Ottendorf-Okrilla,20
Wachau,8
Arnsdorf,9
Haselbachtal,7
Großdubrau,7
Nebelschütz,2
Kubschütz,4
"Kamenz, Stadt",25
Obergurig,3
"Bernsdorf, Stadt (Landkreis Bautzen)",9
"Hoyerswerda, Stadt",41
Neschwitz,3
"Großröhrsdorf, Stadt",12
Steina,2
Ohorn,3
Puschwitz,1
Ralbitz-Rosenthal,2
Spreetal,2
"Wittichenau, Stadt",6
"Lauta, Stadt",8
Lohsa,5
Königswartha,3
Elsterheide,2
Räckelwitz,0
Schwepnitz,0
Burkhardtsdorf,50
Heidersdorf,6
Tannenberg,8
Börnichen/Erzgeb.,7
Bockau,14
"Thalheim/Erzgeb., Stadt",35
Gelenau/Erzgeb.,24
Gornsdorf,11
Stützengrün,18
Raschau-Markersbach,28
"Scheibenberg, Stadt",11
"Thum, Stadt",26
Breitenbrunn/Erzgeb.,26
Sehmatal,31
Großrückerswalde,16
Drebach,24
"Lauter-Bernsbach, Stadt",40
Großolbersdorf,12
"Schlettau, Stadt",10
Schönheide,18
"Schneeberg, Stadt",55
"Zwönitz, Stadt",47
Niederdorf,5
"Wolkenstein, Stadt",15
Zschorlau,20
"Schwarzenberg/Erzgeb., Stadt",61
Auerbach (Erzgebirgskreis),9
"Marienberg, Stadt",61
Niederwürschnitz,9
"Aue-Bad Schlema, Stadt",70
Mildenau,11
Gornau/Erzgeb.,12
Hohndorf,11
"Johanngeorgenstadt, Stadt",12
"Grünhain-Beierfeld, Stadt",18
Bärenstein,7
"Zschopau, Stadt",28
"Lößnitz, Stadt",25
"Stollberg/Erzgeb., Stadt",34
Jahnsdorf/Erzgeb.,16
"Oberwiesenthal, Kurort, Stadt",6
"Lugau/Erzgeb., Stadt",23
"Elterlein, Stadt",8
Neukirchen/Erzgeb.,19
"Eibenstock, Stadt",19
Amtsberg,9
Grünhainichen,8
"Annaberg-Buchholz, Stadt",45
"Pockau-Lengefeld, Stadt",17
Königswalde,5
Crottendorf,9
"Olbernhau, Stadt",24
"Oelsnitz/Erzgeb., Stadt",24
"Seiffen/Erzgeb., Kurort",4
"Ehrenfriedersdorf, Stadt",8
Thermalbad Wiesenbad,5
"Jöhstadt, Stadt",4
"Geyer, Stadt",4
Deutschneudorf,1
Lawalde,21
Schönbach,12
Schönau-Berzdorf a. d. Eigen,12
Rosenbach,10
Weißkeißel,6
Beiersdorf,5
Waldhufen,10
Schöpstal,10
Kottmar,29
Hainewalde,6
"Niesky, Stadt",36
