Gemeinde,Neuzugänge letzten 7 Tage
Hochkirch,15
Frankenthal,5
Schwepnitz,13
"Weißenberg, Stadt",16
Großpostwitz/O.L.,13
Ottendorf-Okrilla,35
Laußnitz,6
Cunewalde,14
"Pulsnitz, Stadt",19
Obergurig,5
"Radeberg, Stadt",43
Göda,7
Arnsdorf,11
Rammenau,3
Doberschau-Gaußig,9
"Schirgiswalde-Kirschau, Stadt",12
Großdubrau,8
"Bautzen, Stadt",72
Lichtenberg (Landkreis Bautzen),3
"Wilthen, Stadt",9
Königswartha,6
Wachau,7
Radibor,5
"Königsbrück, Stadt",7
"Bischofswerda, Stadt",16
Elsterheide,5
"Kamenz, Stadt",21
Steina,2
Ohorn,3
Puschwitz,1
Burkau,3
"Bernsdorf,  Stadt (Landkreis Bautzen)",7
Malschwitz,5
Großnaundorf,1
"Großröhrsdorf, Stadt",10
Crostwitz,1
"Lauta, Stadt",8
Kubschütz,2
Großharthau,2
"Wittichenau, Stadt",4
Neukirch,1
Sohland a. d. Spree,4
"Hoyerswerda, Stadt",18
Oßling,1
Neschwitz,1
Lohsa,2
Demitz-Thumitz,1
"Elstra, Stadt",1
Steinigtwolmsdorf,1
Schmölln-Putzkau,1
Haselbachtal,1
Nebelschütz,0
Neukirch/Lausitz,0
Panschwitz-Kuckau,0
Räckelwitz,0
Ralbitz-Rosenthal,0
Spreetal,0
"Johanngeorgenstadt, Stadt",36
Heidersdorf,4
"Marienberg, Stadt",86
Drebach,24
"Oelsnitz/Erzgeb., Stadt",50
Stützengrün,13
Jahnsdorf/Erzgeb.,22
"Thum, Stadt",20
Gelenau/Erzgeb.,15
Bockau,8
"Geyer, Stadt",12
"Jöhstadt, Stadt",9
"Ehrenfriedersdorf, Stadt",16
"Eibenstock, Stadt",24
"Schwarzenberg/Erzgeb., Stadt",54
Gornau/Erzgeb.,12
"Elterlein, Stadt",9
Burkhardtsdorf,18
"Schneeberg, Stadt",40
"Scheibenberg, Stadt",6
Auerbach (Erzgebirgskreis),7
Grünhainichen,9
Zschorlau,14
Bärenstein,6
Gornsdorf,5
"Olbernhau, Stadt",28
"Lauter-Bernsbach, Stadt",22
"Schlettau, Stadt",6
"Zschopau, Stadt",23
Crottendorf,10
Mildenau,8
Breitenbrunn/Erzgeb.,12
"Grünhain-Beierfeld, Stadt",13
"Aue-Bad Schlema, Stadt",44
"Pockau-Lengefeld, Stadt",16
"Lößnitz, Stadt",17
Schönheide,9
"Seiffen/Erzgeb., Kurort",4
Thermalbad Wiesenbad,6
"Annaberg-Buchholz, Stadt",34
Hohndorf,6
"Thalheim/Erzgeb., Stadt",10
"Zwönitz, Stadt",20
Amtsberg,6
Niederwürschnitz,4
"Stollberg/Erzgeb., Stadt",16
Raschau-Markersbach,7
Königswalde,3
"Wolkenstein, Stadt",5
Neukirchen/Erzgeb.,7
"Lugau/Erzgeb., Stadt",8
"Oberwiesenthal, Kurort, Stadt",2
Tannenberg,1
Großolbersdorf,2
Großrückerswalde,2
Sehmatal,3
Börnichen/Erzgeb.,0
Deutschneudorf,0
Niederdorf,0
Leutersdorf,20
"Seifhennersdorf, Stadt",20
Waldhufen,11
Rosenbach,7
Gablenz,7
"Löbau, Stadt",58
"Neusalza-Spremberg, Stadt",13
"Rothenburg/O.L., Stadt",17
Kodersdorf,9
"Bernstadt a. d. Eigen, Stadt",12
"Ebersbach-Neugersdorf, Stadt",39
Markersdorf,12
Oybin,4
Bertsdorf-Hörnitz,6
Hainewalde,4
Großschweidnitz,3
Horka,4
"Niesky, Stadt",22
Kottmar,17
Neißeaue,4
Großschönau,12
Lawalde,4
"Bad Muskau, Stadt",8
Olbersdorf,10
Schöpstal,5
Mücka,2
"Weißwasser/O.L., Stadt",32
Rietschen,5
Schönbach,2
"Reichenbach/O.L., Stadt",9
Boxberg/O.L.,8
Vierkirchen,3
Beiersdorf,2
"Görlitz, Stadt",95
Hohendubrau,3
"Jonsdorf, Kurort",2
Oppach,3
Kreba-Neudorf,1
"Herrnhut, Stadt",6
Groß Düben,1
"Zittau, Stadt",23
"Ostritz, Stadt",2
Krauschwitz i.d. O.L.,3
Schleife,2
Schönau-Berzdorf a. d. Eigen,1
Oderwitz,3
Mittelherwigsdorf,1
Dürrhennersdorf,0
Hähnichen,0
Königshain,0
Quitzdorf am See,0
Trebendorf,0
Weißkeißel,0
Machern,32
"Geithain, Stadt",22
"Pegau, Stadt",17
"Böhlen, Stadt",17
Thallwitz,9
"Groitzsch, Stadt",19
"Borna, Stadt",45
Elstertrebnitz,3
"Rötha, Stadt",14
"Regis-Breitingen, Stadt",8
Borsdorf,16
"Zwenkau, Stadt",17
Neukieritzsch,12
"Markkleeberg, Stadt",38
"Markranstädt, Stadt",24
Parthenstein,5
Bennewitz,7
Lossatal,8
"Wurzen, Stadt",21
"Kitzscher, Stadt",6
"Bad Lausick, Stadt",9
Großpösna,6
"Frohburg, Stadt",13
"Grimma, Stadt",27
Belgershain,3
Otterwisch,1
"Brandis, Stadt",6
"Colditz, Stadt",3
"Naunhof, Stadt",2
"Trebsen/Mulde, Stadt",0
"Nossen, Stadt",43
"Radeburg, Stadt",23
Thiendorf,11
Priestewitz,8
Verwaltungsgemeinschaft Schönfeld/Lampertswalde,11
"Meißen, Stadt",66
"Großenhain, Stadt",35
Weinböhla,19
Käbschütztal,5
Ebersbach (Landkreis Meißen),8
Zeithain,10
Niederau,7
Verwaltungsgemeinschaft Röderaue/Wülknitz,7
"Strehla, Stadt",6
Klipphausen,16
"Coswig, Stadt",30
"Lommatzsch, Stadt",7
Stauchitz,4
"Gröditz, Stadt",9
Hirschstein,2
"Radebeul, Stadt",34
"Riesa, Stadt",23
Verwaltungsgemeinschaft Nünchritz/Glaubitz,5
Diera-Zehren,2
Moritzburg,4
Striegistal,34
Niederwiesa,34
Claußnitz,19
"Roßwein, Stadt",33
Zettlitz,3
Ostrau,15
"Hartha, Stadt",29
"Oederan, Stadt",33
"Brand-Erbisdorf, Stadt",38
Mühlau,8
Eppendorf,14
"Sayda, Stadt",6
"Augustusburg, Stadt",15
Großhartmannsdorf,8
Seelitz,5
Halsbrücke,15
"Penig, Stadt",25
Leubsdorf,9
Altmittweida,5
Erlau,8
"Burgstädt, Stadt",26
Zschaitz-Ottewig,3
"Frankenberg/Sa., Stadt",32
"Döbeln, Stadt",54
Lichtenberg/Erzgeb.,6
Hartmannsdorf (Landkreis Mittelsachsen),10
"Freiberg, Stadt, Universitätsstadt",89
Rechenberg-Bienenmühle,4
"Waldheim, Stadt",19
"Mittweida, Stadt, Hochschulstadt",28
"Rochlitz, Stadt",11
Kriebstein,4
Lichtenau,13
Großweitzschen,5
"Großschirma, Stadt",10
Bobritzsch-Hilbersdorf,10
Mulda/Sa.,4
"Flöha, Stadt",17
Neuhausen/Erzgeb.,4
Reinsberg,4
Dorfchemnitz,2
"Hainichen, Stadt",11
Weißenborn/Erzgeb.,3
Wechselburg,2
"Frauenstein, Stadt",3
"Lunzenau, Stadt",4
Taura,2
Königshain-Wiederau,2
"Leisnig, Stadt",6
Königsfeld,1
Oberschöna,2
Rossau,1
"Geringswalde, Stadt",1
Löbnitz,30
Jesewitz,32
Zschepplin,23
Doberschütz,20
Arzberg,8
Laußig,15
Krostitz,13
"Schkeuditz, Stadt",56
"Bad Düben, Stadt",18
"Oschatz, Stadt",32
Cavertitz,5
"Eilenburg, Stadt",31
Schönwölkau,5
Wiedemar,10
"Taucha, Stadt",29
Beilrode,7
"Belgern-Schildau, Stadt",13
"Delitzsch, Stadt",41
Rackwitz,8
Wermsdorf,8
Liebschützberg,4
"Torgau, Stadt",24
"Mügeln, Stadt",6
"Dommitzsch, Stadt",2
Trossin,1
Elsnig,1
Mockrehna,3
"Dahlen, Stadt",2
Naundorf,1
Dreiheide,0
"Sebnitz, Stadt",48
"Hohnstein, Stadt",15
"Neustadt in Sachsen, Stadt",49
Dürrröhrsdorf-Dittersbach,17
"Königstein/Sächs. Schw., Stadt",7
"Bad Schandau, Stadt",11
"Stadt Wehlen, Stadt",4
Rosenthal-Bielatal,4
Rathmannsdorf,2
Struppen,5
Hartmannsdorf-Reichenau,2
Klingenberg,13
"Tharandt, Stadt",10
"Liebstadt, Stadt",2
Lohmen,4
Bannewitz,14
"Bad Gottleuba-Berggießhübel, Stadt",7
"Wilsdruff, Stadt",16
"Heidenau, Stadt",18
"Stolpen, Stadt",6
Dohma,2
"Altenberg, Stadt",8
"Pirna, Stadt",38
"Freital, Stadt",38
Bahretal,2
"Rabenau, Stadt",4
"Glashütte, Stadt",5
"Dohna, Stadt",4
Gohrisch,1
Müglitztal,1
Kreischa,2
"Dippoldiswalde, Stadt",6
Dorfhain,0
Hermsdorf/Erzgeb.,0
"Rathen, Kurort",0
Reinhardtsdorf-Schöna,0
Steinberg,30
Weischlitz,56
Neustadt/Vogtl.,9
"Pausa-Mühltroff, Stadt",44
Theuma,9
Heinsdorfergrund,15
Bösenbrunn,8
Werda,10
"Treuen, Stadt",49
"Rodewisch, Stadt",39
Mühlental,7
"Elsterberg, Stadt",21
Neuensalz,11
"Lengenfeld, Stadt",35
"Schöneck/Vogtl., Stadt",15
"Auerbach/Vogtl., Stadt",81
Pöhl,11
"Reichenbach im Vogtland, Stadt",89
Muldenhammer,13
"Oelsnitz/Vogtl., Stadt",43
"Markneukirchen, Stadt",31
"Adorf/Vogtl., Stadt",19
"Plauen, Stadt",251
Bad Brambach,7
Tirpersdorf,5
Grünbach,6
"Netzschkau, Stadt",14
"Klingenthal, Stadt",29
Ellefeld,9
"Falkenstein/Vogtl., Stadt",28
Eichigt,4
Rosenbach/Vogtl.,12
Neumark,7
"Bad Elster, Stadt",8
Limbach,3
Bergen,2
Triebel/Vogtl.,2
Langenbernsdorf,43
Crinitzberg,21
Hartmannsdorf b. Kirchberg,11
Niederfrohna,15
Schönberg,4
Bernsdorf (Landkreis Zwickau),9
"Hohenstein-Ernstthal, Stadt",53
Langenweißbach,9
Neukirchen/Pleiße,14
"Kirchberg, Stadt",29
"Limbach-Oberfrohna, Stadt",77
Mülsen,34
"Hartenstein, Stadt",13
St. Egidien,9
"Werdau, Stadt",56
"Wilkau-Haßlau, Stadt",26
Callenberg,13
"Crimmitschau, Stadt",47
Fraureuth,13
"Glauchau, Stadt",56
"Zwickau, Stadt",220
Dennheritz,3
"Wildenfels, Stadt",8
Lichtentanne,13
"Oberlungwitz, Stadt",12
Gersdorf,8
Oberwiera,2
Reinsdorf,14
Remse,3
"Lichtenstein/Sa., Stadt",20
"Meerane, Stadt",25
"Waldenburg, Stadt",7
Hirschfeld,0
Dresden,643
Leipzig,614
Chemnitz,742
