Gemeinde,Neuzugänge letzten 7 Tage
Hochkirch,69.0
Panschwitz-Kuckau,52.0
Wachau,105.0
"Wittichenau, Stadt",122.0
"Radeberg, Stadt",332.0
Oßling,37.0
Arnsdorf,78.0
"Königsbrück, Stadt",70.0
Ottendorf-Okrilla,137.0
Rammenau,18.0
"Weißenberg, Stadt",40.0
Obergurig,26.0
Lohsa,62.0
Nebelschütz,14.0
Großnaundorf,11.0
"Bischofswerda, Stadt",124.0
"Großröhrsdorf, Stadt",109.0
Burkau,29.0
"Bernsdorf, Stadt (Landkreis Bautzen)",70.0
Großpostwitz/O.L.,30.0
Neukirch,17.0
Neschwitz,23.0
"Pulsnitz, Stadt",70.0
"Kamenz, Stadt",161.0
Spreetal,17.0
"Hoyerswerda, Stadt",289.0
Doberschau-Gaußig,38.0
Sohland a. d. Spree,59.0
Puschwitz,7.0
Elsterheide,30.0
Malschwitz,39.0
Cunewalde,38.0
Großharthau,23.0
Radibor,25.0
Königswartha,25.0
Schwepnitz,18.0
Großdubrau,30.0
Göda,21.0
"Schirgiswalde-Kirschau, Stadt",43.0
Ralbitz-Rosenthal,12.0
"Wilthen, Stadt",33.0
Neukirch/Lausitz,33.0
Crostwitz,7.0
Steina,11.0
Frankenthal,6.0
Laußnitz,12.0
"Bautzen, Stadt",246.0
"Lauta, Stadt",49.0
Kubschütz,15.0
"Elstra, Stadt",16.0
Steinigtwolmsdorf,16.0
Ohorn,14.0
Schmölln-Putzkau,16.0
Räckelwitz,6.0
Lichtenberg (Landkreis Bautzen),8.0
Haselbachtal,18.0
Demitz-Thumitz,10.0
Grünhainichen,50.0
Mildenau,50.0
Deutschneudorf,14.0
Königswalde,31.0
Bockau,30.0
"Scheibenberg, Stadt",25.0
Neukirchen/Erzgeb.,81.0
"Lößnitz, Stadt",85.0
Gornsdorf,20.0
Drebach,53.0
Jahnsdorf/Erzgeb.,55.0
"Schneeberg, Stadt",136.0
"Seiffen/Erzgeb., Kurort",20.0
"Schlettau, Stadt",22.0
Gornau/Erzgeb.,35.0
"Grünhain-Beierfeld, Stadt",53.0
Tannenberg,10.0
"Eibenstock, Stadt",65.0
"Johanngeorgenstadt, Stadt",35.0
Sehmatal,57.0
Heidersdorf,7.0
Raschau-Markersbach,44.0
Amtsberg,32.0
Burkhardtsdorf,52.0
"Lugau/Erzgeb., Stadt",67.0
"Zschopau, Stadt",76.0
Thermalbad Wiesenbad,27.0
Stützengrün,26.0
"Aue-Bad Schlema, Stadt",166.0
Großrückerswalde,26.0
Niederdorf,10.0
"Marienberg, Stadt",123.0
"Olbernhau, Stadt",78.0
"Stollberg/Erzgeb., Stadt",81.0
"Oelsnitz/Erzgeb., Stadt",78.0
"Jöhstadt, Stadt",18.0
Gelenau/Erzgeb.,29.0
Hohndorf,24.0
Crottendorf,26.0
Großolbersdorf,18.0
"Elterlein, Stadt",18.0
Zschorlau,32.0
"Zwönitz, Stadt",72.0
"Lauter-Bernsbach, Stadt",51.0
"Ehrenfriedersdorf, Stadt",25.0
"Thalheim/Erzgeb., Stadt",32.0
"Pockau-Lengefeld, Stadt",40.0
"Thum, Stadt",26.0
Börnichen/Erzgeb.,5.0
Schönheide,21.0
Bärenstein,11.0
"Schwarzenberg/Erzgeb., Stadt",78.0
Niederwürschnitz,12.0
"Wolkenstein, Stadt",18.0
Breitenbrunn/Erzgeb.,23.0
"Geyer, Stadt",15.0
"Annaberg-Buchholz, Stadt",80.0
Auerbach (Erzgebirgskreis),8.0
"Oberwiesenthal, Kurort, Stadt",6.0
Trebendorf,19.0
Kreba-Neudorf,18.0
"Bad Muskau, Stadt",76.0
Groß Düben,21.0
Quitzdorf am See,23.0
Gablenz,29.0
Olbersdorf,78.0
Rietschen,43.0
Krauschwitz i.d. O.L.,55.0
Bertsdorf-Hörnitz,32.0
Hohendubrau,29.0
Lawalde,27.0
Markersdorf,58.0
"Weißwasser/O.L., Stadt",220.0
"Bernstadt a. d. Eigen, Stadt",45.0
Mücka,13.0
"Herrnhut, Stadt",78.0
Großschweidnitz,17.0
Hainewalde,20.0
Neißeaue,22.0
Schleife,31.0
"Görlitz, Stadt",691.0
"Ostritz, Stadt",27.0
Boxberg/O.L.,52.0
"Jonsdorf, Kurort",18.0
Schönau-Berzdorf a. d. Eigen,17.0
"Löbau, Stadt",163.0
Waldhufen,27.0
"Niesky, Stadt",93.0
Kodersdorf,24.0
"Ebersbach-Neugersdorf, Stadt",115.0
Oderwitz,48.0
Vierkirchen,16.0
Großschönau,51.0
Oybin,13.0
"Zittau, Stadt",236.0
Mittelherwigsdorf,33.0
Schöpstal,22.0
"Reichenbach/O.L., Stadt",45.0
Horka,15.0
Dürrhennersdorf,8.0
Schönbach,9.0
Kottmar,57.0
Rosenbach,11.0
Leutersdorf,24.0
"Neusalza-Spremberg, Stadt",22.0
"Rothenburg/O.L., Stadt",29.0
Hähnichen,8.0
Oppach,15.0
Beiersdorf,7.0
Königshain,7.0
"Seifhennersdorf, Stadt",20.0
Weißkeißel,0.0
Otterwisch,44.0
Thallwitz,79.0
"Frohburg, Stadt",268.0
"Groitzsch, Stadt",164.0
Machern,132.0
"Wurzen, Stadt",293.0
"Geithain, Stadt",122.0
"Bad Lausick, Stadt",141.0
Lossatal,100.0
"Regis-Breitingen, Stadt",59.0
Borsdorf,124.0
Bennewitz,73.0
"Pegau, Stadt",94.0
"Borna, Stadt",266.0
"Markranstädt, Stadt",221.0
"Markkleeberg, Stadt",342.0
Neukieritzsch,95.0
Elstertrebnitz,18.0
"Brandis, Stadt",129.0
"Grimma, Stadt",371.0
"Zwenkau, Stadt",111.0
"Kitzscher, Stadt",57.0
"Trebsen/Mulde, Stadt",41.0
"Böhlen, Stadt",71.0
"Colditz, Stadt",75.0
Belgershain,28.0
"Naunhof, Stadt",54.0
Parthenstein,21.0
"Rötha, Stadt",35.0
Großpösna,28.0
Niederau,81.0
"Großenhain, Stadt",329.0
"Radebeul, Stadt",580.0
"Strehla, Stadt",62.0
Thiendorf,62.0
"Radeburg, Stadt",108.0
"Meißen, Stadt",410.0
Weinböhla,145.0
"Coswig, Stadt",272.0
Ebersbach (Landkreis Meißen),57.0
Verwaltungsgemeinschaft Nünchritz/Glaubitz,94.0
Hirschstein,24.0
Priestewitz,36.0
Klipphausen,110.0
Stauchitz,33.0
"Lommatzsch, Stadt",51.0
Käbschütztal,29.0
Moritzburg,88.0
"Nossen, Stadt",110.0
Verwaltungsgemeinschaft Schönfeld/Lampertswalde,43.0
"Riesa, Stadt",279.0
Diera-Zehren,30.0
Zeithain,50.0
"Gröditz, Stadt",61.0
Verwaltungsgemeinschaft Röderaue/Wülknitz,36.0
Zschaitz-Ottewig,25.0
Dorfchemnitz,29.0
Erlau,60.0
Königsfeld,25.0
"Augustusburg, Stadt",75.0
Leubsdorf,46.0
Seelitz,23.0
Großhartmannsdorf,33.0
Altmittweida,25.0
"Rochlitz, Stadt",73.0
"Oederan, Stadt",99.0
Wechselburg,22.0
Bobritzsch-Hilbersdorf,70.0
"Sayda, Stadt",21.0
Großweitzschen,33.0
Zettlitz,8.0
"Lunzenau, Stadt",49.0
"Leisnig, Stadt",97.0
Mühlau,25.0
Striegistal,53.0
"Frankenberg/Sa., Stadt",159.0
Königshain-Wiederau,28.0
"Flöha, Stadt",112.0
"Großschirma, Stadt",58.0
"Mittweida, Stadt, Hochschulstadt",147.0
Weißenborn/Erzgeb.,25.0
Rechenberg-Bienenmühle,18.0
Lichtenau,70.0
"Döbeln, Stadt",216.0
"Waldheim, Stadt",82.0
Hartmannsdorf (Landkreis Mittelsachsen),40.0
Neuhausen/Erzgeb.,23.0
"Hainichen, Stadt",73.0
Niederwiesa,41.0
Eppendorf,31.0
Rossau,26.0
"Freiberg, Stadt, Universitätsstadt",296.0
