Gemeinde,Neuzugänge letzten 7 Tage
Ohorn,3
Großnaundorf,1
"Schirgiswalde-Kirschau, Stadt",3
"Bernsdorf, Stadt (Landkreis Bautzen)",3
Neschwitz,1
Schwepnitz,1
Königswartha,1
"Pulsnitz, Stadt",2
Wachau,1
"Radeberg, Stadt",4
"Wilthen, Stadt",1
"Bischofswerda, Stadt",2
"Kamenz, Stadt",3
"Wittichenau, Stadt",1
Sohland a. d. Spree,1
"Großröhrsdorf, Stadt",1
"Hoyerswerda, Stadt",3
"Bautzen, Stadt",2
Arnsdorf,0
Burkau,0
Crostwitz,0
Cunewalde,0
Demitz-Thumitz,0
Doberschau-Gaußig,0
Elsterheide,0
"Elstra, Stadt",0
Frankenthal,0
Göda,0
Großdubrau,0
Großharthau,0
Großpostwitz/O.L.,0
Haselbachtal,0
Hochkirch,0
"Königsbrück, Stadt",0
Kubschütz,0
Laußnitz,0
"Lauta, Stadt",0
Lichtenberg (Landkreis Bautzen),0
Lohsa,0
Malschwitz,0
Nebelschütz,0
Neukirch,0
Neukirch/Lausitz,0
Obergurig,0
Oßling,0
Ottendorf-Okrilla,0
Panschwitz-Kuckau,0
Puschwitz,0
Räckelwitz,0
Radibor,0
Ralbitz-Rosenthal,0
Rammenau,0
Schmölln-Putzkau,0
Spreetal,0
Steina,0
Steinigtwolmsdorf,0
"Weißenberg, Stadt",0
Niederdorf,2
Gornau/Erzgeb.,3
"Jöhstadt, Stadt",2
"Geyer, Stadt",2
Drebach,3
"Lauter-Bernsbach, Stadt",5
Hohndorf,2
Crottendorf,2
"Lößnitz, Stadt",4
"Seiffen/Erzgeb., Kurort",1
Bärenstein,1
"Thum, Stadt",2
"Zschopau, Stadt",3
Sehmatal,2
"Schwarzenberg/Erzgeb., Stadt",5
Grünhainichen,1
Großrückerswalde,1
"Marienberg, Stadt",5
Mildenau,1
"Schneeberg, Stadt",4
"Olbernhau, Stadt",3
Amtsberg,1
"Lugau/Erzgeb., Stadt",2
"Annaberg-Buchholz, Stadt",4
"Oelsnitz/Erzgeb., Stadt",2
"Grünhain-Beierfeld, Stadt",1
"Zwönitz, Stadt",2
Burkhardtsdorf,1
"Aue-Bad Schlema, Stadt",0
Auerbach (Erzgebirgskreis),0
Bockau,0
Börnichen/Erzgeb.,0
Breitenbrunn/Erzgeb.,0
Deutschneudorf,0
"Ehrenfriedersdorf, Stadt",0
"Eibenstock, Stadt",0
"Elterlein, Stadt",0
Gelenau/Erzgeb.,0
Gornsdorf,0
Großolbersdorf,0
Heidersdorf,0
Jahnsdorf/Erzgeb.,0
"Johanngeorgenstadt, Stadt",0
Königswalde,0
Neukirchen/Erzgeb.,0
Niederwürschnitz,0
"Oberwiesenthal, Kurort, Stadt",0
"Pockau-Lengefeld, Stadt",0
Raschau-Markersbach,0
"Scheibenberg, Stadt",0
"Schlettau, Stadt",0
Schönheide,0
"Stollberg/Erzgeb., Stadt",0
Stützengrün,0
Tannenberg,0
"Thalheim/Erzgeb., Stadt",0
Thermalbad Wiesenbad,0
"Wolkenstein, Stadt",0
Zschorlau,0
Markersdorf,7
Schönbach,1
Weißkeißel,1
"Jonsdorf, Kurort",1
Bertsdorf-Hörnitz,1
"Herrnhut, Stadt",2
"Neusalza-Spremberg, Stadt",1
Leutersdorf,1
Mittelherwigsdorf,1
"Rothenburg/O.L., Stadt",1
"Zittau, Stadt",5
Kottmar,1
"Löbau, Stadt",1
"Görlitz, Stadt",2
"Bad Muskau, Stadt",0
Beiersdorf,0
"Bernstadt a. d. Eigen, Stadt",0
Boxberg/O.L.,0
Dürrhennersdorf,0
"Ebersbach-Neugersdorf, Stadt",0
Gablenz,0
Groß Düben,0
Großschönau,0
Großschweidnitz,0
Hähnichen,0
Hainewalde,0
Hohendubrau,0
Horka,0
Kodersdorf,0
Königshain,0
Krauschwitz i.d. O.L.,0
Kreba-Neudorf,0
Lawalde,0
Mücka,0
Neißeaue,0
"Niesky, Stadt",0
Oderwitz,0
Olbersdorf,0
Oppach,0
"Ostritz, Stadt",0
Oybin,0
Quitzdorf am See,0
"Reichenbach/O.L., Stadt",0
Rietschen,0
Rosenbach,0
Schleife,0
Schönau-Berzdorf a. d. Eigen,0
Schöpstal,0
"Seifhennersdorf, Stadt",0
Trebendorf,0
Vierkirchen,0
Waldhufen,0
"Weißwasser/O.L., Stadt",0
Großpösna,3
"Rötha, Stadt",3
"Frohburg, Stadt",6
"Zwenkau, Stadt",4
"Borna, Stadt",8
"Markranstädt, Stadt",5
"Brandis, Stadt",3
"Bad Lausick, Stadt",2
"Markkleeberg, Stadt",6
"Wurzen, Stadt",3
"Pegau, Stadt",1
Machern,1
Neukieritzsch,1
Borsdorf,1
"Colditz, Stadt",1
"Grimma, Stadt",3
Belgershain,0
Bennewitz,0
"Böhlen, Stadt",0
Elstertrebnitz,0
"Geithain, Stadt",0
"Groitzsch, Stadt",0
"Kitzscher, Stadt",0
Lossatal,0
"Naunhof, Stadt",0
Otterwisch,0
Parthenstein,0
"Regis-Breitingen, Stadt",0
Thallwitz,0
"Trebsen/Mulde, Stadt",0
Thiendorf,2
Hirschstein,1
"Radebeul, Stadt",14
Käbschütztal,1
"Meißen, Stadt",10
Priestewitz,1
Weinböhla,3
Moritzburg,2
"Lommatzsch, Stadt",1
"Gröditz, Stadt",1
Klipphausen,1
"Riesa, Stadt",2
"Coswig, Stadt",1
Diera-Zehren,0
Ebersbach (Landkreis Meißen),0
"Großenhain, Stadt",0
Niederau,0
"Nossen, Stadt",0
Verwaltungsgemeinschaft Nünchritz/Glaubitz,0
"Radeburg, Stadt",0
Verwaltungsgemeinschaft Röderaue/Wülknitz,0
Verwaltungsgemeinschaft Schönfeld/Lampertswalde,0
Stauchitz,0
"Strehla, Stadt",0
Zeithain,0
Weißenborn/Erzgeb.,3
Reinsberg,2
Wechselburg,1
"Brand-Erbisdorf, Stadt",5
"Roßwein, Stadt",3
"Burgstädt, Stadt",4
"Großschirma, Stadt",2
"Lunzenau, Stadt",1
"Penig, Stadt",2
Hartmannsdorf (Landkreis Mittelsachsen),1
"Augustusburg, Stadt",1
"Freiberg, Stadt, Universitätsstadt",9
Bobritzsch-Hilbersdorf,1
"Frankenberg/Sa., Stadt",2
"Leisnig, Stadt",1
"Flöha, Stadt",1
"Mittweida, Stadt, Hochschulstadt",1
Altmittweida,0
Claußnitz,0
"Döbeln, Stadt",0
Dorfchemnitz,0
Eppendorf,0
Erlau,0
"Frauenstein, Stadt",0
"Geringswalde, Stadt",0
Großhartmannsdorf,0
Großweitzschen,0
"Hainichen, Stadt",0
Halsbrücke,0
"Hartha, Stadt",0
Königsfeld,0
Königshain-Wiederau,0
Kriebstein,0
Leubsdorf,0
Lichtenau,0
Lichtenberg/Erzgeb.,0
Mühlau,0
Mulda/Sa.,0
Neuhausen/Erzgeb.,0
Niederwiesa,0
Oberschöna,0
"Oederan, Stadt",0
Ostrau,0
Rechenberg-Bienenmühle,0
"Rochlitz, Stadt",0
Rossau,0
"Sayda, Stadt",0
Seelitz,0
Striegistal,0
Taura,0
"Waldheim, Stadt",0
Zettlitz,0
Zschaitz-Ottewig,0
Wiedemar,4
"Bad Düben, Stadt",4
Krostitz,2
Zschepplin,1
"Delitzsch, Stadt",7
"Schkeuditz, Stadt",5
"Belgern-Schildau, Stadt",2
Wermsdorf,1
"Oschatz, Stadt",2
"Torgau, Stadt",2
"Eilenburg, Stadt",1
"Taucha, Stadt",1
Arzberg,0
Beilrode,0
Cavertitz,0
"Dahlen, Stadt",0
Doberschütz,0
"Dommitzsch, Stadt",0
Dreiheide,0
Elsnig,0
Jesewitz,0
Laußig,0
Liebschützberg,0
Löbnitz,0
Mockrehna,0
"Mügeln, Stadt",0
Naundorf,0
Rackwitz,0
Schönwölkau,0
Trossin,0
"Rabenau, Stadt",6
Gohrisch,2
"Glashütte, Stadt",5
"Bad Gottleuba-Berggießhübel, Stadt",4
"Tharandt, Stadt",3
Dohma,1
Dürrröhrsdorf-Dittersbach,2
Bahretal,1
"Dippoldiswalde, Stadt",5
Lohmen,1
"Dohna, Stadt",2
Bannewitz,3
"Heidenau, Stadt",4
"Freital, Stadt",9
"Pirna, Stadt",5
"Altenberg, Stadt",1
"Wilsdruff, Stadt",1
"Bad Schandau, Stadt",0
Dorfhain,0
Hartmannsdorf-Reichenau,0
Hermsdorf/Erzgeb.,0
"Hohnstein, Stadt",0
Klingenberg,0
"Königstein/Sächs. Schw., Stadt",0
Kreischa,0
"Liebstadt, Stadt",0
Müglitztal,0
"Neustadt in Sachsen, Stadt",0
"Rathen, Kurort",0
Rathmannsdorf,0
Reinhardtsdorf-Schöna,0
Rosenthal-Bielatal,0
"Sebnitz, Stadt",0
"Stadt Wehlen, Stadt",0
"Stolpen, Stadt",0
Struppen,0
Pöhl,2
Rosenbach/Vogtl.,3
"Treuen, Stadt",5
"Bad Elster, Stadt",2
Heinsdorfergrund,1
"Auerbach/Vogtl., Stadt",7
Neumark,1
"Schöneck/Vogtl., Stadt",1
"Plauen, Stadt",14
"Oelsnitz/Vogtl., Stadt",2
"Markneukirchen, Stadt",1
"Falkenstein/Vogtl., Stadt",1
"Adorf/Vogtl., Stadt",0
Bad Brambach,0
Bergen,0
Bösenbrunn,0
Eichigt,0
Ellefeld,0
"Elsterberg, Stadt",0
Grünbach,0
"Klingenthal, Stadt",0
"Lengenfeld, Stadt",0
Limbach,0
Mühlental,0
Muldenhammer,0
"Netzschkau, Stadt",0
Neuensalz,0
Neustadt/Vogtl.,0
"Pausa-Mühltroff, Stadt",0
"Reichenbach im Vogtland, Stadt",0
"Rodewisch, Stadt",0
Steinberg,0
Theuma,0
Tirpersdorf,0
Triebel/Vogtl.,0
Weischlitz,0
Werda,0
Remse,2
"Lichtenstein/Sa., Stadt",8
"Werdau, Stadt",12
"Waldenburg, Stadt",2
"Kirchberg, Stadt",3
Lichtentanne,2
St. Egidien,1
"Zwickau, Stadt",27
Mülsen,3
Gersdorf,1
"Hartenstein, Stadt",1
"Hohenstein-Ernstthal, Stadt",3
"Oberlungwitz, Stadt",1
"Meerane, Stadt",2
Reinsdorf,1
"Wilkau-Haßlau, Stadt",1
"Glauchau, Stadt",2
"Limbach-Oberfrohna, Stadt",2
Bernsdorf (Landkreis Zwickau),0
Callenberg,0
"Crimmitschau, Stadt",0
Crinitzberg,0
Dennheritz,0
Fraureuth,0
Hartmannsdorf b. Kirchberg,0
Hirschfeld,0
Langenbernsdorf,0
Langenweißbach,0
Neukirchen/Pleiße,0
Niederfrohna,0
Oberwiera,0
Schönberg,0
"Wildenfels, Stadt",0
Dresden,242
Leipzig,217
Chemnitz,45
