Gemeinde,Neuzugänge letzten 7 Tage
Wachau,138.0
Hochkirch,70.0
Panschwitz-Kuckau,53.0
"Wittichenau, Stadt",133.0
Ottendorf-Okrilla,231.0
"Radeberg, Stadt",360.0
Arnsdorf,94.0
Laußnitz,32.0
"Königsbrück, Stadt",72.0
"Bischofswerda, Stadt",163.0
Nebelschütz,18.0
"Bernsdorf, Stadt (Landkreis Bautzen)",94.0
Großpostwitz/O.L.,39.0
Königswartha,48.0
Schwepnitz,33.0
Obergurig,28.0
"Pulsnitz, Stadt",94.0
Puschwitz,10.0
Rammenau,17.0
Lohsa,63.0
"Großröhrsdorf, Stadt",114.0
Großnaundorf,11.0
Großharthau,32.0
Oßling,25.0
"Hoyerswerda, Stadt",348.0
"Weißenberg, Stadt",33.0
Burkau,28.0
"Kamenz, Stadt",178.0
Sohland a. d. Spree,68.0
"Lauta, Stadt",84.0
Großdubrau,43.0
Elsterheide,35.0
Neschwitz,24.0
Kubschütz,25.0
Doberschau-Gaußig,39.0
Neukirch,15.0
Haselbachtal,36.0
Malschwitz,42.0
"Wilthen, Stadt",40.0
"Bautzen, Stadt",316.0
"Elstra, Stadt",22.0
Räckelwitz,9.0
Crostwitz,8.0
Cunewalde,34.0
Steina,12.0
"Schirgiswalde-Kirschau, Stadt",44.0
Ralbitz-Rosenthal,12.0
Göda,20.0
Lichtenberg (Landkreis Bautzen),11.0
Frankenthal,6.0
Steinigtwolmsdorf,17.0
Spreetal,11.0
Schmölln-Putzkau,17.0
Neukirch/Lausitz,26.0
Radibor,15.0
Ohorn,10.0
Demitz-Thumitz,10.0
Deutschneudorf,21.0
Heidersdorf,17.0
Bockau,43.0
Grünhainichen,57.0
Mildenau,50.0
"Seiffen/Erzgeb., Kurort",28.0
Börnichen/Erzgeb.,13.0
Amtsberg,47.0
"Lößnitz, Stadt",101.0
Neukirchen/Erzgeb.,88.0
Raschau-Markersbach,61.0
Königswalde,27.0
Tannenberg,13.0
"Schneeberg, Stadt",162.0
Sehmatal,72.0
Drebach,58.0
"Scheibenberg, Stadt",23.0
Gornsdorf,20.0
Jahnsdorf/Erzgeb.,56.0
"Marienberg, Stadt",167.0
Thermalbad Wiesenbad,32.0
"Grünhain-Beierfeld, Stadt",57.0
"Olbernhau, Stadt",105.0
Großrückerswalde,33.0
Hohndorf,34.0
"Aue-Bad Schlema, Stadt",190.0
"Stollberg/Erzgeb., Stadt",104.0
"Schlettau, Stadt",21.0
"Eibenstock, Stadt",64.0
Burkhardtsdorf,54.0
Gornau/Erzgeb.,33.0
"Johanngeorgenstadt, Stadt",34.0
Gelenau/Erzgeb.,36.0
Zschorlau,45.0
Crottendorf,34.0
"Lugau/Erzgeb., Stadt",66.0
"Thalheim/Erzgeb., Stadt",49.0
