Gemeinde,Neuzugänge letzten 7 Tage
Steina,3
Göda,5
"Bischofswerda, Stadt",17
Rammenau,2
Großdubrau,6
Puschwitz,1
Spreetal,2
Crostwitz,1
Radibor,3
Wachau,4
Räckelwitz,1
"Bautzen, Stadt",32
Neukirch/Lausitz,4
"Wilthen, Stadt",4
Nebelschütz,1
Schwepnitz,2
Burkau,2
Demitz-Thumitz,2
Sohland a. d. Spree,5
"Lauta, Stadt",6
Großharthau,2
Steinigtwolmsdorf,2
Malschwitz,3
"Weißenberg, Stadt",2
Neukirch,1
Königswartha,2
Elsterheide,2
Laußnitz,1
Haselbachtal,2
"Schirgiswalde-Kirschau, Stadt",3
Doberschau-Gaußig,2
Hochkirch,1
Neschwitz,1
Kubschütz,1
"Radeberg, Stadt",6
"Königsbrück, Stadt",1
Cunewalde,1
"Großröhrsdorf, Stadt",2
"Wittichenau, Stadt",1
"Bernsdorf, Stadt (Landkreis Bautzen)",1
"Pulsnitz, Stadt",1
"Hoyerswerda, Stadt",4
"Kamenz, Stadt",2
Arnsdorf,0
"Elstra, Stadt",0
Frankenthal,0
Großnaundorf,0
Großpostwitz/O.L.,0
Lichtenberg (Landkreis Bautzen),0
Lohsa,0
Obergurig,0
Ohorn,0
Oßling,0
Ottendorf-Okrilla,0
Panschwitz-Kuckau,0
Ralbitz-Rosenthal,0
Schmölln-Putzkau,0
Niederdorf,5
"Oberwiesenthal, Kurort, Stadt",8
"Jöhstadt, Stadt",10
Tannenberg,4
Mildenau,12
"Seiffen/Erzgeb., Kurort",7
"Lößnitz, Stadt",24
Sehmatal,18
Raschau-Markersbach,13
"Schlettau, Stadt",6
Auerbach (Erzgebirgskreis),6
"Marienberg, Stadt",41
"Zschopau, Stadt",21
"Pockau-Lengefeld, Stadt",17
"Grünhain-Beierfeld, Stadt",13
"Lauter-Bernsbach, Stadt",19
Börnichen/Erzgeb.,2
"Thalheim/Erzgeb., Stadt",11
Königswalde,4
"Wolkenstein, Stadt",7
Großrückerswalde,6
"Geyer, Stadt",6
Drebach,9
"Lugau/Erzgeb., Stadt",14
Zschorlau,9
"Annaberg-Buchholz, Stadt",33
"Zwönitz, Stadt",19
Neukirchen/Erzgeb.,11
Stützengrün,5
Gornsdorf,3
"Oelsnitz/Erzgeb., Stadt",17
Niederwürschnitz,4
Jahnsdorf/Erzgeb.,8
"Schneeberg, Stadt",19
Amtsberg,5
Bockau,3
Gornau/Erzgeb.,5
"Olbernhau, Stadt",14
"Eibenstock, Stadt",9
Grünhainichen,4
Burkhardtsdorf,7
"Stollberg/Erzgeb., Stadt",11
"Scheibenberg, Stadt",2
Thermalbad Wiesenbad,3
Schönheide,4
Hohndorf,3
"Ehrenfriedersdorf, Stadt",4
"Aue-Bad Schlema, Stadt",17
"Schwarzenberg/Erzgeb., Stadt",13
"Elterlein, Stadt",2
"Johanngeorgenstadt, Stadt",2
Crottendorf,2
Bärenstein,1
"Thum, Stadt",2
Breitenbrunn/Erzgeb.,0
Deutschneudorf,0
Gelenau/Erzgeb.,0
Großolbersdorf,0
Heidersdorf,0
Groß Düben,6
"Rothenburg/O.L., Stadt",19
Schönau-Berzdorf a. d. Eigen,6
Hohendubrau,6
Mücka,3
Vierkirchen,5
Königshain,3
Horka,4
Rosenbach,3
Markersdorf,7
Lawalde,3
Rietschen,4
Oybin,2
"Reichenbach/O.L., Stadt",7
"Niesky, Stadt",13
"Seifhennersdorf, Stadt",5
Oppach,3
Waldhufen,3
Schleife,3
"Herrnhut, Stadt",7
"Bernstadt a. d. Eigen, Stadt",4
Kreba-Neudorf,1
Mittelherwigsdorf,4
Olbersdorf,5
Dürrhennersdorf,1
Großschönau,5
Schönbach,1
Boxberg/O.L.,4
"Löbau, Stadt",13
"Ostritz, Stadt",2
Beiersdorf,1
"Ebersbach-Neugersdorf, Stadt",10
Schöpstal,2
Kodersdorf,2
Quitzdorf am See,1
Hähnichen,1
Gablenz,1
Oderwitz,3
Krauschwitz i.d. O.L.,2
Kottmar,4
"Görlitz, Stadt",30
"Zittau, Stadt",9
"Weißwasser/O.L., Stadt",5
Leutersdorf,1
"Bad Muskau, Stadt",0
Bertsdorf-Hörnitz,0
Großschweidnitz,0
Hainewalde,0
"Jonsdorf, Kurort",0
Neißeaue,0
"Neusalza-Spremberg, Stadt",0
Trebendorf,0
Weißkeißel,0
"Regis-Breitingen, Stadt",8
Borsdorf,16
"Frohburg, Stadt",18
"Bad Lausick, Stadt",11
"Naunhof, Stadt",11
"Trebsen/Mulde, Stadt",4
"Colditz, Stadt",8
"Böhlen, Stadt",6
Machern,6
Elstertrebnitz,1
"Geithain, Stadt",5
Otterwisch,1
"Borna, Stadt",11
"Markkleeberg, Stadt",14
Thallwitz,2
"Grimma, Stadt",15
"Brandis, Stadt",5
Lossatal,3
"Wurzen, Stadt",8
"Groitzsch, Stadt",3
Großpösna,2
"Zwenkau, Stadt",3
"Markranstädt, Stadt",5
Belgershain,1
Neukieritzsch,2
Bennewitz,1
"Kitzscher, Stadt",1
"Rötha, Stadt",1
Parthenstein,0
"Pegau, Stadt",0
"Strehla, Stadt",8
Thiendorf,7
Ebersbach (Landkreis Meißen),8
"Nossen, Stadt",19
Niederau,6
Klipphausen,13
"Coswig, Stadt",25
"Radebeul, Stadt",36
Priestewitz,3
Moritzburg,7
"Lommatzsch, Stadt",4
"Meißen, Stadt",22
Käbschütztal,2
Verwaltungsgemeinschaft Röderaue/Wülknitz,3
Verwaltungsgemeinschaft Schönfeld/Lampertswalde,3
Verwaltungsgemeinschaft Nünchritz/Glaubitz,5
Diera-Zehren,2
"Gröditz, Stadt",4
"Riesa, Stadt",17
Hirschstein,1
"Großenhain, Stadt",7
Zeithain,2
Stauchitz,1
"Radeburg, Stadt",2
Weinböhla,1
Bobritzsch-Hilbersdorf,26
Weißenborn/Erzgeb.,11
Reinsberg,10
"Frauenstein, Stadt",9
Oberschöna,10
"Sayda, Stadt",5
"Oederan, Stadt",19
"Großschirma, Stadt",13
Halsbrücke,11
Königsfeld,3
Claußnitz,6
Königshain-Wiederau,5
Lichtenberg/Erzgeb.,5
Leubsdorf,6
"Flöha, Stadt",17
Zschaitz-Ottewig,2
Eppendorf,6
"Leisnig, Stadt",11
"Hainichen, Stadt",11
Taura,3
"Waldheim, Stadt",11
"Freiberg, Stadt, Universitätsstadt",47
Rechenberg-Bienenmühle,2
"Hartha, Stadt",7
Lichtenau,7
"Roßwein, Stadt",7
"Döbeln, Stadt",22
"Frankenberg/Sa., Stadt",13
"Rochlitz, Stadt",5
"Brand-Erbisdorf, Stadt",8
Rossau,3
"Mittweida, Stadt, Hochschulstadt",12
Niederwiesa,4
Großweitzschen,2
Hartmannsdorf (Landkreis Mittelsachsen),3
Striegistal,3
Erlau,2
"Penig, Stadt",5
Ostrau,2
Wechselburg,1
Kriebstein,1
Mühlau,1
"Burgstädt, Stadt",5
Großhartmannsdorf,1
Neuhausen/Erzgeb.,1
"Lunzenau, Stadt",1
"Geringswalde, Stadt",1
"Augustusburg, Stadt",1
Altmittweida,0
Dorfchemnitz,0
Mulda/Sa.,0
Seelitz,0
Zettlitz,0
"Belgern-Schildau, Stadt",27
"Mügeln, Stadt",18
Jesewitz,7
Mockrehna,8
Wiedemar,8
"Oschatz, Stadt",21
Cavertitz,3
Liebschützberg,4
Rackwitz,5
Beilrode,4
"Delitzsch, Stadt",23
"Eilenburg, Stadt",14
Laußig,3
Trossin,1
Schönwölkau,2
"Torgau, Stadt",14
"Taucha, Stadt",11
Arzberg,1
Dreiheide,1
Naundorf,1
Wermsdorf,2
"Schkeuditz, Stadt",7
"Bad Düben, Stadt",2
Krostitz,1
Doberschütz,1
"Dahlen, Stadt",1
"Dommitzsch, Stadt",0
Elsnig,0
Löbnitz,0
Zschepplin,0
Hartmannsdorf-Reichenau,4
"Glashütte, Stadt",23
Bahretal,6
Müglitztal,5
"Stadt Wehlen, Stadt",4
Klingenberg,15
"Dippoldiswalde, Stadt",27
"Stolpen, Stadt",9
Struppen,4
Dohma,3
"Neustadt in Sachsen, Stadt",16
Lohmen,4
Bannewitz,14
"Altenberg, Stadt",10
Dürrröhrsdorf-Dittersbach,5
"Wilsdruff, Stadt",16
"Pirna, Stadt",37
"Tharandt, Stadt",5
"Heidenau, Stadt",15
"Rabenau, Stadt",4
"Sebnitz, Stadt",8
"Freital, Stadt",26
Rosenthal-Bielatal,1
"Hohnstein, Stadt",2
Gohrisch,1
Kreischa,2
"Dohna, Stadt",2
"Bad Schandau, Stadt",1
"Bad Gottleuba-Berggießhübel, Stadt",1
Dorfhain,0
Hermsdorf/Erzgeb.,0
"Königstein/Sächs. Schw., Stadt",0
"Liebstadt, Stadt",0
"Rathen, Kurort",0
Rathmannsdorf,0
Reinhardtsdorf-Schöna,0
"Pausa-Mühltroff, Stadt",11
Neustadt/Vogtl.,1
"Falkenstein/Vogtl., Stadt",7
Triebel/Vogtl.,1
Ellefeld,2
Mühlental,1
"Reichenbach im Vogtland, Stadt",16
"Markneukirchen, Stadt",5
"Adorf/Vogtl., Stadt",3
Bad Brambach,1
"Netzschkau, Stadt",2
"Elsterberg, Stadt",2
Heinsdorfergrund,1
Rosenbach/Vogtl.,2
Neuensalz,1
"Lengenfeld, Stadt",3
Weischlitz,2
Neumark,1
"Plauen, Stadt",21
"Schöneck/Vogtl., Stadt",1
"Auerbach/Vogtl., Stadt",5
"Oelsnitz/Vogtl., Stadt",2
"Treuen, Stadt",1
"Bad Elster, Stadt",0
Bergen,0
Bösenbrunn,0
Eichigt,0
Grünbach,0
"Klingenthal, Stadt",0
Limbach,0
Muldenhammer,0
Pöhl,0
"Rodewisch, Stadt",0
Steinberg,0
Theuma,0
Tirpersdorf,0
Werda,0
Dennheritz,4
"Wildenfels, Stadt",8
Gersdorf,7
Hartmannsdorf b. Kirchberg,2
"Oberlungwitz, Stadt",8
"Meerane, Stadt",18
"Lichtenstein/Sa., Stadt",14
"Limbach-Oberfrohna, Stadt",27
Callenberg,5
Fraureuth,5
Niederfrohna,2
"Crimmitschau, Stadt",16
"Kirchberg, Stadt",7
"Wilkau-Haßlau, Stadt",7
"Zwickau, Stadt",62
Mülsen,7
"Hohenstein-Ernstthal, Stadt",9
Remse,1
Reinsdorf,4
Crinitzberg,1
"Glauchau, Stadt",11
"Waldenburg, Stadt",2
"Werdau, Stadt",10
Bernsdorf (Landkreis Zwickau),1
"Hartenstein, Stadt",2
Langenweißbach,1
St. Egidien,1
Langenbernsdorf,1
Neukirchen/Pleiße,1
Hirschfeld,0
Lichtentanne,0
Oberwiera,0
Schönberg,0
Dresden,309
Leipzig,253
Chemnitz,141
