Gemeinde,Neuzugänge letzten 7 Tage
Nebelschütz,12
Arnsdorf,41
Frankenthal,7
Laußnitz,14
Elsterheide,25
"Großröhrsdorf, Stadt",62
Spreetal,11
Ohorn,14
Haselbachtal,22
Lohsa,28
Schwepnitz,12
"Wittichenau, Stadt",27
Wachau,19
"Lauta, Stadt",35
"Hoyerswerda, Stadt",133
Burkau,11
"Pulsnitz, Stadt",31
Ottendorf-Okrilla,40
"Radeberg, Stadt",73
"Königsbrück, Stadt",17
Kubschütz,8
Neukirch,5
"Schirgiswalde-Kirschau, Stadt",19
Steina,5
Königswartha,10
Radibor,9
Oßling,6
Hochkirch,6
"Weißenberg, Stadt",8
Cunewalde,12
"Elstra, Stadt",7
Großpostwitz/O.L.,7
"Bischofswerda, Stadt",27
Großharthau,7
Lichtenberg (Landkreis Bautzen),4
"Bautzen, Stadt",78
Sohland a. d. Spree,13
Doberschau-Gaußig,8
"Wilthen, Stadt",9
Großdubrau,8
Neukirch/Lausitz,9
"Kamenz, Stadt",32
Malschwitz,8
Neschwitz,4
"Bernsdorf, Stadt (Landkreis Bautzen)",10
Puschwitz,1
Großnaundorf,1
Schmölln-Putzkau,3
Göda,3
Obergurig,2
Räckelwitz,1
Demitz-Thumitz,2
Steinigtwolmsdorf,2
Crostwitz,0
Panschwitz-Kuckau,0
Ralbitz-Rosenthal,0
Rammenau,0
Heidersdorf,7
"Seiffen/Erzgeb., Kurort",18
Bockau,13
Deutschneudorf,5
"Lugau/Erzgeb., Stadt",40
Gornau/Erzgeb.,18
"Eibenstock, Stadt",29
Gornsdorf,7
"Marienberg, Stadt",56
"Ehrenfriedersdorf, Stadt",14
Mildenau,10
"Wolkenstein, Stadt",11
Stützengrün,8
"Oelsnitz/Erzgeb., Stadt",27
Amtsberg,9
"Schneeberg, Stadt",33
"Jöhstadt, Stadt",6
"Thalheim/Erzgeb., Stadt",14
Hohndorf,8
"Olbernhau, Stadt",23
Neukirchen/Erzgeb.,15
Großrückerswalde,7
Börnichen/Erzgeb.,2
Burkhardtsdorf,12
Gelenau/Erzgeb.,8
"Pockau-Lengefeld, Stadt",14
"Johanngeorgenstadt, Stadt",7
Königswalde,4
Drebach,9
Bärenstein,4
Jahnsdorf/Erzgeb.,9
Schönheide,7
"Zwönitz, Stadt",19
Zschorlau,8
"Schwarzenberg/Erzgeb., Stadt",25
Crottendorf,6
"Annaberg-Buchholz, Stadt",29
"Lößnitz, Stadt",12
"Oberwiesenthal, Kurort, Stadt",3
"Elterlein, Stadt",4
"Stollberg/Erzgeb., Stadt",16
Raschau-Markersbach,7
"Schlettau, Stadt",3
Auerbach (Erzgebirgskreis),3
"Grünhain-Beierfeld, Stadt",7
Grünhainichen,4
"Aue-Bad Schlema, Stadt",24
Breitenbrunn/Erzgeb.,6
Niederwürschnitz,3
"Zschopau, Stadt",10
"Thum, Stadt",5
Thermalbad Wiesenbad,3
Tannenberg,1
"Lauter-Bernsbach, Stadt",7
Niederdorf,1
Sehmatal,4
"Scheibenberg, Stadt",1
Großolbersdorf,1
"Geyer, Stadt",1
"Seifhennersdorf, Stadt",48
Mücka,10
"Niesky, Stadt",76
Gablenz,12
Schönau-Berzdorf a. d. Eigen,11
Kottmar,52
Kreba-Neudorf,6
"Rothenburg/O.L., Stadt",28
Dürrhennersdorf,6
Großschweidnitz,8
Waldhufen,14
Hainewalde,8
Kodersdorf,12
"Görlitz, Stadt",271
Horka,8
"Bernstadt a. d. Eigen, Stadt",15
"Herrnhut, Stadt",25
"Weißwasser/O.L., Stadt",67
Krauschwitz i.d. O.L.,14
Markersdorf,16
"Bad Muskau, Stadt",15
Hähnichen,5
"Ostritz, Stadt",9
Leutersdorf,14
Weißkeißel,5
Oderwitz,17
Quitzdorf am See,4
Hohendubrau,6
"Ebersbach-Neugersdorf, Stadt",37
"Löbau, Stadt",45
Schöpstal,7
Großschönau,15
Olbersdorf,12
Bertsdorf-Hörnitz,5
Vierkirchen,4
Neißeaue,4
Lawalde,4
"Neusalza-Spremberg, Stadt",6
Oppach,4
"Zittau, Stadt",41
Schleife,4
Boxberg/O.L.,7
Oybin,2
"Reichenbach/O.L., Stadt",7
"Jonsdorf, Kurort",2
Rosenbach,2
Trebendorf,1
Rietschen,3
Groß Düben,1
Schönbach,1
Beiersdorf,1
Mittelherwigsdorf,3
Königshain,0
"Borna, Stadt",215
Bennewitz,54
Borsdorf,87
"Markranstädt, Stadt",163
"Rötha, Stadt",58
"Frohburg, Stadt",100
"Zwenkau, Stadt",60
Thallwitz,23
Belgershain,20
"Markkleeberg, Stadt",145
Neukieritzsch,40
"Wurzen, Stadt",92
Elstertrebnitz,7
"Brandis, Stadt",51
"Naunhof, Stadt",46
Machern,33
Großpösna,26
"Regis-Breitingen, Stadt",18
"Böhlen, Stadt",31
Lossatal,26
"Bad Lausick, Stadt",35
"Groitzsch, Stadt",30
"Pegau, Stadt",25
Parthenstein,12
Otterwisch,4
"Kitzscher, Stadt",13
"Geithain, Stadt",14
"Grimma, Stadt",55
"Trebsen/Mulde, Stadt",5
"Colditz, Stadt",11
Klipphausen,64
"Meißen, Stadt",172
"Radeburg, Stadt",42
"Riesa, Stadt",144
"Radebeul, Stadt",168
Priestewitz,15
Hirschstein,9
Ebersbach (Landkreis Meißen),18
Thiendorf,15
"Coswig, Stadt",79
Verwaltungsgemeinschaft Schönfeld/Lampertswalde,15
"Nossen, Stadt",33
Zeithain,17
Weinböhla,32
Moritzburg,25
Niederau,12
"Großenhain, Stadt",46
Verwaltungsgemeinschaft Nünchritz/Glaubitz,19
"Lommatzsch, Stadt",12
Diera-Zehren,8
Käbschütztal,6
"Strehla, Stadt",8
Verwaltungsgemeinschaft Röderaue/Wülknitz,8
Stauchitz,4
"Gröditz, Stadt",7
Bobritzsch-Hilbersdorf,55
Dorfchemnitz,12
Altmittweida,12
Mühlau,12
Zschaitz-Ottewig,7
"Großschirma, Stadt",28
Königsfeld,6
Großhartmannsdorf,10
"Frankenberg/Sa., Stadt",56
Großweitzschen,11
"Waldheim, Stadt",36
Oberschöna,13
Rechenberg-Bienenmühle,7
Claußnitz,11
"Flöha, Stadt",36
Lichtenau,24
"Frauenstein, Stadt",9
"Freiberg, Stadt, Universitätsstadt",131
"Burgstädt, Stadt",34
Neuhausen/Erzgeb.,8
"Döbeln, Stadt",73
Striegistal,14
Taura,7
"Lunzenau, Stadt",12
"Hartha, Stadt",19
"Penig, Stadt",23
"Augustusburg, Stadt",12
Niederwiesa,12
Leubsdorf,8
"Hainichen, Stadt",20
Erlau,7
Reinsberg,6
Ostrau,7
"Mittweida, Stadt, Hochschulstadt",27
"Leisnig, Stadt",15
"Oederan, Stadt",14
"Rochlitz, Stadt",10
"Brand-Erbisdorf, Stadt",16
Zettlitz,1
"Roßwein, Stadt",11
Lichtenberg/Erzgeb.,4
Mulda/Sa.,3
Weißenborn/Erzgeb.,3
Seelitz,2
Halsbrücke,6
"Sayda, Stadt",2
Königshain-Wiederau,3
Hartmannsdorf (Landkreis Mittelsachsen),5
"Geringswalde, Stadt",3
Rossau,2
Eppendorf,2
Kriebstein,1
Wechselburg,0
"Schkeuditz, Stadt",267
"Dahlen, Stadt",37
"Taucha, Stadt",127
Zschepplin,20
Laußig,23
"Mügeln, Stadt",32
Wiedemar,28
Rackwitz,27
"Eilenburg, Stadt",77
Jesewitz,15
Trossin,6
"Torgau, Stadt",85
Naundorf,8
Cavertitz,8
"Oschatz, Stadt",46
"Belgern-Schildau, Stadt",22
Dreiheide,6
Liebschützberg,8
"Delitzsch, Stadt",66
Mockrehna,13
"Bad Düben, Stadt",19
Doberschütz,9
Krostitz,9
Wermsdorf,11
"Dommitzsch, Stadt",5
Löbnitz,4
Beilrode,7
Arzberg,3
Elsnig,2
Schönwölkau,2
Dürrröhrsdorf-Dittersbach,43
"Bad Schandau, Stadt",25
"Stadt Wehlen, Stadt",10
Rathmannsdorf,5
"Wilsdruff, Stadt",80
Kreischa,25
"Freital, Stadt",208
Hartmannsdorf-Reichenau,5
Bannewitz,54
"Rabenau, Stadt",19
"Tharandt, Stadt",23
"Dohna, Stadt",25
"Liebstadt, Stadt",5
Reinhardtsdorf-Schöna,5
"Stolpen, Stadt",20
"Neustadt in Sachsen, Stadt",43
"Königstein/Sächs. Schw., Stadt",7
Gohrisch,6
"Altenberg, Stadt",25
"Heidenau, Stadt",48
Struppen,7
"Pirna, Stadt",107
"Dippoldiswalde, Stadt",39
Rosenthal-Bielatal,4
"Hohnstein, Stadt",8
"Bad Gottleuba-Berggießhübel, Stadt",12
Dohma,4
"Sebnitz, Stadt",18
Dorfhain,2
Bahretal,4
Klingenberg,12
Müglitztal,3
"Glashütte, Stadt",10
Hermsdorf/Erzgeb.,1
Lohmen,2
"Rathen, Kurort",0
Neumark,17
Theuma,5
"Oelsnitz/Vogtl., Stadt",47
"Bad Elster, Stadt",16
Tirpersdorf,5
"Plauen, Stadt",229
"Markneukirchen, Stadt",26
Steinberg,9
Weischlitz,16
"Adorf/Vogtl., Stadt",13
"Lengenfeld, Stadt",18
Heinsdorfergrund,5
Neuensalz,5
"Falkenstein/Vogtl., Stadt",18
"Pausa-Mühltroff, Stadt",11
"Auerbach/Vogtl., Stadt",40
"Rodewisch, Stadt",14
Limbach,3
Muldenhammer,6
Rosenbach/Vogtl.,8
"Reichenbach im Vogtland, Stadt",39
"Treuen, Stadt",15
Grünbach,3
Triebel/Vogtl.,2
"Klingenthal, Stadt",13
"Schöneck/Vogtl., Stadt",5
"Elsterberg, Stadt",6
Werda,2
Pöhl,3
Ellefeld,3
Bergen,1
Neustadt/Vogtl.,1
Eichigt,1
"Netzschkau, Stadt",3
Mühlental,1
Bad Brambach,1
Bösenbrunn,0
"Waldenburg, Stadt",78
"Hartenstein, Stadt",35
Schönberg,5
Lichtentanne,31
"Kirchberg, Stadt",38
"Meerane, Stadt",62
"Wilkau-Haßlau, Stadt",42
Callenberg,21
Niederfrohna,9
St. Egidien,13
Oberwiera,4
"Zwickau, Stadt",340
Dennheritz,5
Crinitzberg,7
Remse,6
"Oberlungwitz, Stadt",21
Bernsdorf (Landkreis Zwickau),7
"Limbach-Oberfrohna, Stadt",60
"Crimmitschau, Stadt",45
Reinsdorf,18
"Hohenstein-Ernstthal, Stadt",34
Neukirchen/Pleiße,9
Mülsen,25
Hartmannsdorf b. Kirchberg,3
Langenweißbach,5
Fraureuth,10
"Werdau, Stadt",39
"Glauchau, Stadt",40
Hirschfeld,2
