Gemeinde,Neuzugänge letzten 7 Tage
Steina,3
Göda,5
Rammenau,2
"Bischofswerda, Stadt",15
"Wilthen, Stadt",6
Puschwitz,1
Demitz-Thumitz,3
Spreetal,2
Crostwitz,1
Radibor,3
"Lauta, Stadt",7
Nebelschütz,1
Schwepnitz,2
"Bautzen, Stadt",30
Burkau,2
Doberschau-Gaußig,3
Großharthau,2
Steinigtwolmsdorf,2
Großdubrau,3
Wachau,3
Malschwitz,3
"Weißenberg, Stadt",2
Neukirch/Lausitz,3
Sohland a. d. Spree,4
Königswartha,2
Elsterheide,2
Laußnitz,1
Haselbachtal,2
"Schirgiswalde-Kirschau, Stadt",3
Hochkirch,1
Neschwitz,1
Kubschütz,1
"Radeberg, Stadt",6
"Königsbrück, Stadt",1
Cunewalde,1
"Großröhrsdorf, Stadt",2
Arnsdorf,1
Lohsa,1
"Wittichenau, Stadt",1
"Bernsdorf, Stadt (Landkreis Bautzen)",1
"Hoyerswerda, Stadt",4
"Kamenz, Stadt",2
"Elstra, Stadt",0
Frankenthal,0
Großnaundorf,0
Großpostwitz/O.L.,0
Lichtenberg (Landkreis Bautzen),0
Neukirch,0
Obergurig,0
Ohorn,0
Oßling,0
Ottendorf-Okrilla,0
Panschwitz-Kuckau,0
"Pulsnitz, Stadt",0
Räckelwitz,0
Ralbitz-Rosenthal,0
Schmölln-Putzkau,0
Tannenberg,6
"Oberwiesenthal, Kurort, Stadt",11
"Jöhstadt, Stadt",12
Königswalde,10
Niederdorf,5
"Marienberg, Stadt",58
Auerbach (Erzgebirgskreis),8
Raschau-Markersbach,16
"Lauter-Bernsbach, Stadt",26
Mildenau,10
"Zschopau, Stadt",26
Sehmatal,17
Stützengrün,8
"Pockau-Lengefeld, Stadt",18
"Thalheim/Erzgeb., Stadt",14
"Lößnitz, Stadt",19
Neukirchen/Erzgeb.,16
"Annaberg-Buchholz, Stadt",45
"Oelsnitz/Erzgeb., Stadt",25
"Zwönitz, Stadt",27
"Schlettau, Stadt",5
Börnichen/Erzgeb.,2
"Olbernhau, Stadt",22
Bärenstein,4
Hohndorf,6
"Eibenstock, Stadt",12
Gornsdorf,3
Drebach,8
"Wolkenstein, Stadt",6
"Grünhain-Beierfeld, Stadt",9
Zschorlau,8
"Ehrenfriedersdorf, Stadt",7
Grünhainichen,5
Großrückerswalde,5
Crottendorf,6
"Schneeberg, Stadt",20
"Scheibenberg, Stadt",3
"Seiffen/Erzgeb., Kurort",3
"Elterlein, Stadt",4
Amtsberg,5
Gornau/Erzgeb.,5
Jahnsdorf/Erzgeb.,7
Thermalbad Wiesenbad,4
Niederwürschnitz,3
"Schwarzenberg/Erzgeb., Stadt",19
"Stollberg/Erzgeb., Stadt",13
Schönheide,5
"Lugau/Erzgeb., Stadt",9
"Aue-Bad Schlema, Stadt",20
Bockau,2
"Thum, Stadt",4
Großolbersdorf,2
Burkhardtsdorf,4
"Geyer, Stadt",2
Gelenau/Erzgeb.,2
Breitenbrunn/Erzgeb.,0
Deutschneudorf,0
Heidersdorf,0
"Johanngeorgenstadt, Stadt",0
Schönau-Berzdorf a. d. Eigen,7
Groß Düben,5
"Rothenburg/O.L., Stadt",20
Hohendubrau,7
Mücka,3
Vierkirchen,5
Königshain,3
Horka,4
Markersdorf,8
"Seifhennersdorf, Stadt",7
Rosenbach,3
Schönbach,2
"Bernstadt a. d. Eigen, Stadt",6
Beiersdorf,2
Lawalde,3
"Reichenbach/O.L., Stadt",8
Oybin,2
"Niesky, Stadt",13
"Ostritz, Stadt",3
Waldhufen,3
Schleife,3
Kodersdorf,3
"Herrnhut, Stadt",7
Rietschen,3
Kreba-Neudorf,1
Mittelherwigsdorf,4
Olbersdorf,5
Dürrhennersdorf,1
Großschönau,5
Boxberg/O.L.,4
"Löbau, Stadt",13
Oppach,2
Schöpstal,2
Quitzdorf am See,1
Hähnichen,1
"Ebersbach-Neugersdorf, Stadt",9
Gablenz,1
"Neusalza-Spremberg, Stadt",2
Oderwitz,3
"Görlitz, Stadt",33
Krauschwitz i.d. O.L.,2
Kottmar,4
"Zittau, Stadt",8
Leutersdorf,1
"Bad Muskau, Stadt",1
"Weißwasser/O.L., Stadt",3
Bertsdorf-Hörnitz,0
Großschweidnitz,0
Hainewalde,0
"Jonsdorf, Kurort",0
Neißeaue,0
Trebendorf,0
Weißkeißel,0
"Regis-Breitingen, Stadt",10
"Frohburg, Stadt",26
"Bad Lausick, Stadt",14
Borsdorf,13
"Naunhof, Stadt",11
"Colditz, Stadt",10
"Trebsen/Mulde, Stadt",4
Machern,7
"Rötha, Stadt",6
"Brandis, Stadt",9
"Böhlen, Stadt",6
"Geithain, Stadt",6
"Grimma, Stadt",24
Elstertrebnitz,1
Otterwisch,1
"Borna, Stadt",13
"Markranstädt, Stadt",10
"Markkleeberg, Stadt",15
Bennewitz,3
Belgershain,2
Neukieritzsch,4
"Wurzen, Stadt",9
"Groitzsch, Stadt",4
Großpösna,2
Lossatal,2
"Zwenkau, Stadt",3
Thallwitz,1
"Kitzscher, Stadt",1
Parthenstein,0
"Pegau, Stadt",0
"Nossen, Stadt",25
"Strehla, Stadt",8
Priestewitz,6
Thiendorf,7
Ebersbach (Landkreis Meißen),8
Klipphausen,17
"Coswig, Stadt",27
"Lommatzsch, Stadt",6
Niederau,5
Hirschstein,2
"Radebeul, Stadt",34
Verwaltungsgemeinschaft Schönfeld/Lampertswalde,4
Käbschütztal,2
Moritzburg,6
"Gröditz, Stadt",5
"Meißen, Stadt",20
Verwaltungsgemeinschaft Röderaue/Wülknitz,3
"Riesa, Stadt",20
Verwaltungsgemeinschaft Nünchritz/Glaubitz,5
Diera-Zehren,2
"Großenhain, Stadt",11
Zeithain,3
"Radeburg, Stadt",3
Stauchitz,1
Weinböhla,0
Reinsberg,14
Bobritzsch-Hilbersdorf,26
"Frauenstein, Stadt",11
Königsfeld,5
Oberschöna,10
"Oederan, Stadt",21
"Großschirma, Stadt",14
Eppendorf,8
Königshain-Wiederau,5
Mühlau,4
"Flöha, Stadt",20
"Sayda, Stadt",3
"Leisnig, Stadt",14
"Freiberg, Stadt, Universitätsstadt",67
Weißenborn/Erzgeb.,4
Zschaitz-Ottewig,2
Lichtenberg/Erzgeb.,4
Niederwiesa,7
"Hainichen, Stadt",12
Claußnitz,4
Leubsdorf,4
"Roßwein, Stadt",9
Halsbrücke,6
Lichtenau,8
"Waldheim, Stadt",10
Großweitzschen,3
Rechenberg-Bienenmühle,2
"Döbeln, Stadt",25
"Rochlitz, Stadt",6
"Penig, Stadt",8
Hartmannsdorf (Landkreis Mittelsachsen),4
"Hartha, Stadt",6
"Frankenberg/Sa., Stadt",12
"Brand-Erbisdorf, Stadt",8
Ostrau,3
Taura,2
"Mittweida, Stadt, Hochschulstadt",10
"Augustusburg, Stadt",3
"Burgstädt, Stadt",7
Striegistal,3
Erlau,2
Rossau,2
Wechselburg,1
"Lunzenau, Stadt",2
Kriebstein,1
Großhartmannsdorf,1
Neuhausen/Erzgeb.,1
Altmittweida,0
Dorfchemnitz,0
"Geringswalde, Stadt",0
Mulda/Sa.,0
Seelitz,0
Zettlitz,0
"Belgern-Schildau, Stadt",27
"Mügeln, Stadt",18
Jesewitz,7
Liebschützberg,5
Mockrehna,8
Wiedemar,8
"Oschatz, Stadt",21
Cavertitz,3
Rackwitz,5
"Delitzsch, Stadt",24
"Eilenburg, Stadt",15
Beilrode,4
Laußig,3
Trossin,1
Schönwölkau,2
"Taucha, Stadt",12
"Torgau, Stadt",14
Arzberg,1
"Schkeuditz, Stadt",9
Dreiheide,1
Naundorf,1
Wermsdorf,2
"Bad Düben, Stadt",3
Krostitz,1
Doberschütz,1
"Dahlen, Stadt",1
"Dommitzsch, Stadt",0
Elsnig,0
Löbnitz,0
Zschepplin,0
"Glashütte, Stadt",22
Dohma,6
Hartmannsdorf-Reichenau,3
Müglitztal,5
"Stadt Wehlen, Stadt",4
Klingenberg,14
Dürrröhrsdorf-Dittersbach,8
"Dippoldiswalde, Stadt",27
Bannewitz,18
Struppen,4
"Neustadt in Sachsen, Stadt",18
Bahretal,3
Lohmen,4
"Altenberg, Stadt",10
"Stolpen, Stadt",7
"Wilsdruff, Stadt",17
"Pirna, Stadt",40
"Sebnitz, Stadt",9
"Rabenau, Stadt",4
Kreischa,4
"Freital, Stadt",35
"Tharandt, Stadt",4
"Heidenau, Stadt",12
"Bad Schandau, Stadt",2
Gohrisch,1
"Dohna, Stadt",2
"Hohnstein, Stadt",1
"Bad Gottleuba-Berggießhübel, Stadt",1
Dorfhain,0
Hermsdorf/Erzgeb.,0
"Königstein/Sächs. Schw., Stadt",0
"Liebstadt, Stadt",0
"Rathen, Kurort",0
Rathmannsdorf,0
Reinhardtsdorf-Schöna,0
Rosenthal-Bielatal,0
"Pausa-Mühltroff, Stadt",14
Heinsdorfergrund,2
"Falkenstein/Vogtl., Stadt",8
Neuensalz,2
"Reichenbach im Vogtland, Stadt",17
Pöhl,2
"Markneukirchen, Stadt",6
Ellefeld,2
Mühlental,1
Rosenbach/Vogtl.,3
"Adorf/Vogtl., Stadt",3
Bad Brambach,1
Weischlitz,3
"Plauen, Stadt",30
Neumark,1
"Schöneck/Vogtl., Stadt",1
"Oelsnitz/Vogtl., Stadt",3
"Lengenfeld, Stadt",2
"Bad Elster, Stadt",1
"Netzschkau, Stadt",1
"Elsterberg, Stadt",1
"Auerbach/Vogtl., Stadt",4
"Treuen, Stadt",1
"Klingenthal, Stadt",1
Bergen,0
Bösenbrunn,0
Eichigt,0
Grünbach,0
Limbach,0
Muldenhammer,0
Neustadt/Vogtl.,0
"Rodewisch, Stadt",0
Steinberg,0
Theuma,0
Tirpersdorf,0
Triebel/Vogtl.,0
Werda,0
"Wildenfels, Stadt",12
Dennheritz,4
Gersdorf,7
"Oberlungwitz, Stadt",10
"Lichtenstein/Sa., Stadt",18
"Limbach-Oberfrohna, Stadt",37
Hartmannsdorf b. Kirchberg,2
"Meerane, Stadt",19
Niederfrohna,3
"Wilkau-Haßlau, Stadt",10
Callenberg,5
"Kirchberg, Stadt",8
St. Egidien,3
"Hohenstein-Ernstthal, Stadt",13
"Crimmitschau, Stadt",16
"Zwickau, Stadt",75
Langenbernsdorf,3
Langenweißbach,2
Fraureuth,4
Mülsen,8
"Glauchau, Stadt",14
Remse,1
Reinsdorf,4
Crinitzberg,1
"Werdau, Stadt",11
"Waldenburg, Stadt",2
"Hartenstein, Stadt",2
Neukirchen/Pleiße,1
Lichtentanne,1
Bernsdorf (Landkreis Zwickau),0
Hirschfeld,0
Oberwiera,0
Schönberg,0
Dresden,409
Leipzig,312
Chemnitz,179
