Gemeinde,Neuzugänge letzten 7 Tage
Steina,7
Göda,5
Steinigtwolmsdorf,4
Radibor,4
Neukirch/Lausitz,6
Puschwitz,1
Demitz-Thumitz,3
Spreetal,2
Malschwitz,5
"Bischofswerda, Stadt",11
Räckelwitz,1
"Wilthen, Stadt",4
Schwepnitz,2
Rammenau,1
Doberschau-Gaußig,3
"Lauta, Stadt",6
Wachau,3
"Bautzen, Stadt",26
Schmölln-Putzkau,2
Cunewalde,3
"Weißenberg, Stadt",2
Sohland a. d. Spree,4
Königswartha,2
Elsterheide,2
Laußnitz,1
"Schirgiswalde-Kirschau, Stadt",3
Oßling,1
"Radeberg, Stadt",8
Arnsdorf,2
Kubschütz,1
Burkau,1
Lohsa,2
Großpostwitz/O.L.,1
"Wittichenau, Stadt",2
"Bernsdorf, Stadt (Landkreis Bautzen)",2
Ottendorf-Okrilla,3
Haselbachtal,1
Großdubrau,1
"Kamenz, Stadt",3
"Pulsnitz, Stadt",1
"Hoyerswerda, Stadt",4
"Großröhrsdorf, Stadt",1
Crostwitz,0
"Elstra, Stadt",0
Frankenthal,0
Großharthau,0
Großnaundorf,0
Hochkirch,0
"Königsbrück, Stadt",0
Lichtenberg (Landkreis Bautzen),0
Nebelschütz,0
Neschwitz,0
Neukirch,0
Obergurig,0
Ohorn,0
Panschwitz-Kuckau,0
Ralbitz-Rosenthal,0
"Oberwiesenthal, Kurort, Stadt",15
Deutschneudorf,7
"Jöhstadt, Stadt",16
Königswalde,13
Gornsdorf,10
Sehmatal,31
Gornau/Erzgeb.,18
"Ehrenfriedersdorf, Stadt",22
Niederdorf,6
"Annaberg-Buchholz, Stadt",85
"Marienberg, Stadt",65
"Scheibenberg, Stadt",8
"Lauter-Bernsbach, Stadt",33
Tannenberg,4
"Seiffen/Erzgeb., Kurort",7
"Pockau-Lengefeld, Stadt",24
"Lößnitz, Stadt",26
Thermalbad Wiesenbad,10
Bärenstein,7
Mildenau,10
Gelenau/Erzgeb.,12
Burkhardtsdorf,17
"Eibenstock, Stadt",20
Hohndorf,9
Crottendorf,10
Auerbach (Erzgebirgskreis),6
Raschau-Markersbach,12
"Grünhain-Beierfeld, Stadt",14
"Lugau/Erzgeb., Stadt",18
Bockau,5
"Thalheim/Erzgeb., Stadt",13
Neukirchen/Erzgeb.,15
Großolbersdorf,6
"Oelsnitz/Erzgeb., Stadt",23
"Zschopau, Stadt",19
"Schwarzenberg/Erzgeb., Stadt",33
Drebach,10
Stützengrün,6
Amtsberg,7
Schönheide,8
"Thum, Stadt",9
"Olbernhau, Stadt",19
Großrückerswalde,5
"Stollberg/Erzgeb., Stadt",16
"Elterlein, Stadt",4
"Aue-Bad Schlema, Stadt",28
Breitenbrunn/Erzgeb.,7
"Wolkenstein, Stadt",5
"Zwönitz, Stadt",14
Börnichen/Erzgeb.,1
Zschorlau,5
Jahnsdorf/Erzgeb.,5
Grünhainichen,3
"Schneeberg, Stadt",12
Niederwürschnitz,1
"Johanngeorgenstadt, Stadt",1
"Geyer, Stadt",0
Heidersdorf,0
"Schlettau, Stadt",0
Königshain,6
Schönbach,5
Schönau-Berzdorf a. d. Eigen,6
"Rothenburg/O.L., Stadt",18
Hohendubrau,7
Kreba-Neudorf,3
Hähnichen,4
Mücka,3
Oppach,7
Schleife,7
Groß Düben,3
"Reichenbach/O.L., Stadt",12
Vierkirchen,4
Horka,4
Markersdorf,9
Oybin,3
"Seifhennersdorf, Stadt",8
Waldhufen,5
"Bernstadt a. d. Eigen, Stadt",7
Rosenbach,3
"Herrnhut, Stadt",11
"Niesky, Stadt",17
"Ostritz, Stadt",4
Beiersdorf,2
Kodersdorf,4
Lawalde,3
"Neusalza-Spremberg, Stadt",5
Olbersdorf,7
Mittelherwigsdorf,5
Großschönau,7
Schöpstal,3
Krauschwitz i.d. O.L.,4
Dürrhennersdorf,1
Kottmar,7
"Görlitz, Stadt",48
"Ebersbach-Neugersdorf, Stadt",10
Quitzdorf am See,1
Oderwitz,4
"Zittau, Stadt",20
Großschweidnitz,1
Rietschen,2
"Löbau, Stadt",10
Boxberg/O.L.,3
Gablenz,1
Neißeaue,1
Leutersdorf,2
Bertsdorf-Hörnitz,1
"Bad Muskau, Stadt",1
"Weißwasser/O.L., Stadt",4
Hainewalde,0
"Jonsdorf, Kurort",0
Trebendorf,0
Weißkeißel,0
"Regis-Breitingen, Stadt",9
"Frohburg, Stadt",24
"Bad Lausick, Stadt",11
"Colditz, Stadt",10
Neukieritzsch,8
"Grimma, Stadt",31
Bennewitz,5
"Borna, Stadt",19
"Rötha, Stadt",6
Borsdorf,8
Belgershain,3
Machern,6
"Geithain, Stadt",6
Elstertrebnitz,1
"Markranstädt, Stadt",12
"Zwenkau, Stadt",7
"Böhlen, Stadt",5
"Brandis, Stadt",7
Lossatal,4
"Groitzsch, Stadt",5
"Naunhof, Stadt",5
Thallwitz,2
"Trebsen/Mulde, Stadt",2
"Markkleeberg, Stadt",12
Großpösna,2
"Wurzen, Stadt",5
"Kitzscher, Stadt",1
Otterwisch,0
Parthenstein,0
"Pegau, Stadt",0
Ebersbach (Landkreis Meißen),11
"Nossen, Stadt",23
Thiendorf,8
Priestewitz,6
"Lommatzsch, Stadt",8
Klipphausen,17
Verwaltungsgemeinschaft Schönfeld/Lampertswalde,7
"Gröditz, Stadt",9
Verwaltungsgemeinschaft Röderaue/Wülknitz,5
"Strehla, Stadt",4
"Radebeul, Stadt",36
"Coswig, Stadt",22
Verwaltungsgemeinschaft Nünchritz/Glaubitz,8
Hirschstein,2
Niederau,4
"Großenhain, Stadt",18
Zeithain,5
Käbschütztal,2
"Riesa, Stadt",20
Diera-Zehren,2
Moritzburg,5
"Meißen, Stadt",16
"Radeburg, Stadt",4
Stauchitz,1
Weinböhla,2
Reinsberg,14
Oberschöna,16
Mühlau,10
"Großschirma, Stadt",23
"Frauenstein, Stadt",9
Eppendorf,13
Claußnitz,9
Kriebstein,6
Leubsdorf,9
Halsbrücke,13
"Oederan, Stadt",19
"Sayda, Stadt",4
Bobritzsch-Hilbersdorf,13
Lichtenberg/Erzgeb.,6
"Frankenberg/Sa., Stadt",30
"Flöha, Stadt",23
"Hainichen, Stadt",18
"Freiberg, Stadt, Universitätsstadt",81
"Hartha, Stadt",12
Taura,4
Niederwiesa,8
Weißenborn/Erzgeb.,4
"Brand-Erbisdorf, Stadt",15
"Leisnig, Stadt",13
"Waldheim, Stadt",14
Königshain-Wiederau,4
Großweitzschen,4
Königsfeld,2
"Roßwein, Stadt",9
Ostrau,4
Wechselburg,2
"Döbeln, Stadt",26
Striegistal,5
"Mittweida, Stadt, Hochschulstadt",15
Lichtenau,7
Hartmannsdorf (Landkreis Mittelsachsen),4
"Rochlitz, Stadt",5
"Burgstädt, Stadt",9
Mulda/Sa.,2
Zschaitz-Ottewig,1
"Geringswalde, Stadt",3
"Penig, Stadt",6
"Augustusburg, Stadt",3
Dorfchemnitz,1
Erlau,2
Rossau,2
Rechenberg-Bienenmühle,1
Altmittweida,1
"Lunzenau, Stadt",2
Neuhausen/Erzgeb.,1
Großhartmannsdorf,0
Seelitz,0
Zettlitz,0
"Belgern-Schildau, Stadt",23
"Mügeln, Stadt",11
Mockrehna,7
Liebschützberg,4
Jesewitz,4
Schönwölkau,3
Wiedemar,6
Laußig,4
"Taucha, Stadt",16
"Oschatz, Stadt",14
"Eilenburg, Stadt",15
Dreiheide,2
"Delitzsch, Stadt",22
Trossin,1
Krostitz,3
"Bad Düben, Stadt",5
Rackwitz,3
Arzberg,1
"Torgau, Stadt",10
Beilrode,2
Löbnitz,1
Cavertitz,1
Naundorf,1
Wermsdorf,2
Zschepplin,1
"Schkeuditz, Stadt",6
Doberschütz,1
"Dahlen, Stadt",1
"Dommitzsch, Stadt",0
Elsnig,0
Dohma,6
"Neustadt in Sachsen, Stadt",25
Lohmen,6
Dürrröhrsdorf-Dittersbach,8
Bannewitz,19
"Stolpen, Stadt",9
Müglitztal,3
Hermsdorf/Erzgeb.,1
Rosenthal-Bielatal,2
"Dippoldiswalde, Stadt",18
Klingenberg,8
"Freital, Stadt",46
Gohrisch,2
Hartmannsdorf-Reichenau,1
Bahretal,2
"Wilsdruff, Stadt",13
"Rabenau, Stadt",4
"Glashütte, Stadt",6
"Bad Gottleuba-Berggießhübel, Stadt",5
"Liebstadt, Stadt",1
"Heidenau, Stadt",13
"Pirna, Stadt",29
"Sebnitz, Stadt",7
Kreischa,3
"Stadt Wehlen, Stadt",1
"Hohnstein, Stadt",2
"Altenberg, Stadt",4
Struppen,1
"Tharandt, Stadt",2
"Bad Schandau, Stadt",1
"Dohna, Stadt",1
Dorfhain,0
"Königstein/Sächs. Schw., Stadt",0
"Rathen, Kurort",0
Rathmannsdorf,0
Reinhardtsdorf-Schöna,0
Theuma,2
"Pausa-Mühltroff, Stadt",9
"Falkenstein/Vogtl., Stadt",12
Neuensalz,3
Bad Brambach,2
"Markneukirchen, Stadt",8
"Reichenbach im Vogtland, Stadt",21
Heinsdorfergrund,2
Neumark,3
Bösenbrunn,1
"Lengenfeld, Stadt",6
Pöhl,2
Ellefeld,2
Mühlental,1
"Elsterberg, Stadt",3
Weischlitz,4
Werda,1
"Adorf/Vogtl., Stadt",3
"Oelsnitz/Vogtl., Stadt",6
"Auerbach/Vogtl., Stadt",10
"Plauen, Stadt",35
"Netzschkau, Stadt",2
"Klingenthal, Stadt",3
"Schöneck/Vogtl., Stadt",1
"Bad Elster, Stadt",1
"Treuen, Stadt",2
Rosenbach/Vogtl.,1
"Rodewisch, Stadt",1
Bergen,0
Eichigt,0
Grünbach,0
Limbach,0
Muldenhammer,0
Neustadt/Vogtl.,0
Steinberg,0
Tirpersdorf,0
Triebel/Vogtl.,0
Dennheritz,4
Gersdorf,9
"Wildenfels, Stadt",8
"Oberlungwitz, Stadt",13
"Limbach-Oberfrohna, Stadt",50
Langenweißbach,5
St. Egidien,5
Hartmannsdorf b. Kirchberg,2
"Hohenstein-Ernstthal, Stadt",21
Callenberg,7
Fraureuth,7
"Wilkau-Haßlau, Stadt",13
"Kirchberg, Stadt",10
"Lichtenstein/Sa., Stadt",13
Langenbernsdorf,4
Neukirchen/Pleiße,4
"Zwickau, Stadt",88
"Glauchau, Stadt",22
Mülsen,10
Niederfrohna,2
"Crimmitschau, Stadt",16
"Werdau, Stadt",14
Lichtentanne,4
Remse,1
"Meerane, Stadt",8
"Hartenstein, Stadt",2
Reinsdorf,3
Bernsdorf (Landkreis Zwickau),0
Crinitzberg,0
Hirschfeld,0
Oberwiera,0
Schönberg,0
"Waldenburg, Stadt",0
Dresden,422
Leipzig,283
Chemnitz,189
