Gemeinde,Neuzugänge letzten 7 Tage
Demitz-Thumitz,32
Frankenthal,8
Neukirch,11
Hochkirch,14
Großdubrau,25
Malschwitz,23
Arnsdorf,23
Ottendorf-Okrilla,43
"Schirgiswalde-Kirschau, Stadt",25
"Weißenberg, Stadt",12
Großpostwitz/O.L.,10
Steinigtwolmsdorf,10
"Bautzen, Stadt",121
Oßling,7
"Königsbrück, Stadt",14
Steina,5
Schmölln-Putzkau,9
Rammenau,4
Obergurig,6
Radibor,9
Kubschütz,7
Laußnitz,5
Doberschau-Gaußig,11
Räckelwitz,3
Göda,8
Nebelschütz,3
Sohland a. d. Spree,16
"Wilthen, Stadt",11
"Radeberg, Stadt",40
Großnaundorf,2
"Großröhrsdorf, Stadt",20
Ohorn,5
"Bischofswerda, Stadt",22
Panschwitz-Kuckau,4
"Kamenz, Stadt",32
Lichtenberg (Landkreis Bautzen),3
"Elstra, Stadt",5
Neschwitz,4
"Bernsdorf,  Stadt (Landkreis Bautzen)",10
Burkau,4
Cunewalde,7
Haselbachtal,6
Elsterheide,5
Puschwitz,1
Schwepnitz,3
Ralbitz-Rosenthal,2
Königswartha,4
Lohsa,6
Spreetal,2
"Hoyerswerda, Stadt",35
Großharthau,3
"Wittichenau, Stadt",6
Neukirch/Lausitz,5
"Pulsnitz, Stadt",6
Wachau,3
"Lauta, Stadt",4
Crostwitz,0
Bockau,16
Großolbersdorf,19
Gornau/Erzgeb.,20
"Johanngeorgenstadt, Stadt",20
Auerbach (Erzgebirgskreis),11
Großrückerswalde,15
"Oberwiesenthal, Kurort, Stadt",9
Stützengrün,13
Burkhardtsdorf,25
Börnichen/Erzgeb.,4
Schönheide,17
"Schwarzenberg/Erzgeb., Stadt",64
"Wolkenstein, Stadt",15
"Scheibenberg, Stadt",8
Jahnsdorf/Erzgeb.,21
"Zschopau, Stadt",35
Drebach,19
Zschorlau,19
"Lauter-Bernsbach, Stadt",31
"Thalheim/Erzgeb., Stadt",21
Raschau-Markersbach,17
"Lugau/Erzgeb., Stadt",27
Mildenau,11
Hohndorf,11
Gornsdorf,6
"Grünhain-Beierfeld, Stadt",18
"Olbernhau, Stadt",33
Neukirchen/Erzgeb.,21
Grünhainichen,10
Gelenau/Erzgeb.,12
"Marienberg, Stadt",49
"Oelsnitz/Erzgeb., Stadt",30
"Schneeberg, Stadt",37
"Ehrenfriedersdorf, Stadt",12
"Schlettau, Stadt",6
"Aue-Bad Schlema, Stadt",51
Crottendorf,10
Amtsberg,9
"Zwönitz, Stadt",29
"Annaberg-Buchholz, Stadt",47
Sehmatal,15
"Geyer, Stadt",8
"Thum, Stadt",12
Niederdorf,3
Niederwürschnitz,6
"Lößnitz, Stadt",17
