Gemeinde,Neuzugänge letzten 7 Tage
Steinigtwolmsdorf,4
Neschwitz,3
"Wilthen, Stadt",6
Spreetal,2
Panschwitz-Kuckau,2
Räckelwitz,1
Rammenau,1
Schmölln-Putzkau,2
Steina,1
"Bischofswerda, Stadt",6
Kubschütz,1
Burkau,1
"Lauta, Stadt",3
"Schirgiswalde-Kirschau, Stadt",2
"Radeberg, Stadt",6
"Weißenberg, Stadt",1
"Großröhrsdorf, Stadt",3
Sohland a. d. Spree,2
Königswartha,1
Haselbachtal,1
Doberschau-Gaußig,1
Neukirch/Lausitz,1
Ottendorf-Okrilla,2
"Kamenz, Stadt",3
"Bernsdorf, Stadt (Landkreis Bautzen)",1
"Bautzen, Stadt",5
"Hoyerswerda, Stadt",3
Arnsdorf,0
Crostwitz,0
Cunewalde,0
Demitz-Thumitz,0
Elsterheide,0
"Elstra, Stadt",0
Frankenthal,0
Göda,0
Großdubrau,0
Großharthau,0
Großnaundorf,0
Großpostwitz/O.L.,0
Hochkirch,0
"Königsbrück, Stadt",0
Laußnitz,0
Lichtenberg (Landkreis Bautzen),0
Lohsa,0
Malschwitz,0
Nebelschütz,0
Neukirch,0
Obergurig,0
Ohorn,0
Oßling,0
"Pulsnitz, Stadt",0
Puschwitz,0
Radibor,0
Ralbitz-Rosenthal,0
Schwepnitz,0
Wachau,0
"Wittichenau, Stadt",0
Niederwürschnitz,10
"Grünhain-Beierfeld, Stadt",17
Tannenberg,3
Hohndorf,9
Auerbach (Erzgebirgskreis),6
Burkhardtsdorf,14
Sehmatal,14
"Scheibenberg, Stadt",4
Gelenau/Erzgeb.,7
"Schlettau, Stadt",4
Amtsberg,6
Mildenau,5
"Geyer, Stadt",5
"Lößnitz, Stadt",12
"Annaberg-Buchholz, Stadt",28
Königswalde,3
Gornau/Erzgeb.,5
"Ehrenfriedersdorf, Stadt",6
Heidersdorf,1
"Eibenstock, Stadt",9
Crottendorf,5
Breitenbrunn/Erzgeb.,6
"Zwönitz, Stadt",13
Großolbersdorf,3
"Elterlein, Stadt",3
Gornsdorf,2
Börnichen/Erzgeb.,1
"Schneeberg, Stadt",14
"Seiffen/Erzgeb., Kurort",2
"Aue-Bad Schlema, Stadt",19
Schönheide,4
Großrückerswalde,3
Bärenstein,2
"Lugau/Erzgeb., Stadt",7
"Thalheim/Erzgeb., Stadt",5
"Wolkenstein, Stadt",3
Zschorlau,4
Neukirchen/Erzgeb.,5
Stützengrün,2
"Olbernhau, Stadt",6
Jahnsdorf/Erzgeb.,3
"Zschopau, Stadt",5
Thermalbad Wiesenbad,1
"Thum, Stadt",1
"Schwarzenberg/Erzgeb., Stadt",2
"Lauter-Bernsbach, Stadt",1
Bockau,0
Deutschneudorf,0
Drebach,0
Grünhainichen,0
"Johanngeorgenstadt, Stadt",0
"Jöhstadt, Stadt",0
"Marienberg, Stadt",0
Niederdorf,0
"Oberwiesenthal, Kurort, Stadt",0
"Oelsnitz/Erzgeb., Stadt",0
"Pockau-Lengefeld, Stadt",0
Raschau-Markersbach,0
"Stollberg/Erzgeb., Stadt",0
Weißkeißel,3
Waldhufen,5
Horka,3
Hohendubrau,2
"Reichenbach/O.L., Stadt",5
Groß Düben,1
"Rothenburg/O.L., Stadt",4
Beiersdorf,1
Oppach,2
