Gemeinde,Neuzugänge letzten 7 Tage
Demitz-Thumitz,26
Rammenau,11
Neukirch/Lausitz,26
Göda,16
Puschwitz,4
Steinigtwolmsdorf,12
Burkau,11
Neschwitz,10
"Wilthen, Stadt",20
Hochkirch,8
Räckelwitz,4
Obergurig,7
Schmölln-Putzkau,10
"Bischofswerda, Stadt",31
Laußnitz,5
Doberschau-Gaußig,11
"Schirgiswalde-Kirschau, Stadt",16
Malschwitz,12
Ottendorf-Okrilla,25
Lichtenberg (Landkreis Bautzen),4
Großdubrau,10
Ralbitz-Rosenthal,4
Spreetal,4
Frankenthal,2
Großnaundorf,2
"Pulsnitz, Stadt",15
Crostwitz,2
"Radeberg, Stadt",36
Radibor,6
Neukirch,3
Arnsdorf,9
"Bautzen, Stadt",68
"Großröhrsdorf, Stadt",16
"Weißenberg, Stadt",5
Haselbachtal,6
"Elstra, Stadt",4
Großpostwitz/O.L.,4
Elsterheide,5
Panschwitz-Kuckau,3
"Bernsdorf, Stadt (Landkreis Bautzen)",9
Oßling,3
"Königsbrück, Stadt",6
Cunewalde,6
Steina,2
Schwepnitz,3
Wachau,5
Großharthau,3
"Kamenz, Stadt",18
Sohland a. d. Spree,7
"Wittichenau, Stadt",5
Königswartha,3
Nebelschütz,1
Ohorn,2
"Hoyerswerda, Stadt",23
"Lauta, Stadt",5
Lohsa,2
Kubschütz,0
Gelenau/Erzgeb.,38
Drebach,46
Burkhardtsdorf,47
Gornsdorf,14
Niederwürschnitz,17
"Thalheim/Erzgeb., Stadt",38
Gornau/Erzgeb.,23
Zschorlau,31
"Eibenstock, Stadt",40
Neukirchen/Erzgeb.,37
Jahnsdorf/Erzgeb.,29
Auerbach (Erzgebirgskreis),13
"Seiffen/Erzgeb., Kurort",11
"Wolkenstein, Stadt",20
"Oelsnitz/Erzgeb., Stadt",54
"Oberwiesenthal, Kurort, Stadt",10
"Scheibenberg, Stadt",10
"Thum, Stadt",24
"Schneeberg, Stadt",63
"Zwönitz, Stadt",52
"Lößnitz, Stadt",35
"Elterlein, Stadt",12
"Grünhain-Beierfeld, Stadt",24
Deutschneudorf,4
Niederdorf,5
Schönheide,16
Breitenbrunn/Erzgeb.,19
"Stollberg/Erzgeb., Stadt",40
"Schwarzenberg/Erzgeb., Stadt",57
Amtsberg,12
Großolbersdorf,9
Crottendorf,13
Stützengrün,10
Raschau-Markersbach,15
Grünhainichen,10
Hohndorf,10
"Ehrenfriedersdorf, Stadt",13
"Marienberg, Stadt",45
"Aue-Bad Schlema, Stadt",54
"Zschopau, Stadt",24
"Lauter-Bernsbach, Stadt",22
"Annaberg-Buchholz, Stadt",47
Sehmatal,15
"Jöhstadt, Stadt",6
"Pockau-Lengefeld, Stadt",17
Bockau,5
Bärenstein,5
Börnichen/Erzgeb.,2
"Olbernhau, Stadt",20
Großrückerswalde,6
Mildenau,6
"Schlettau, Stadt",4
Thermalbad Wiesenbad,5
"Johanngeorgenstadt, Stadt",6
"Lugau/Erzgeb., Stadt",8
Tannenberg,1
Königswalde,2
"Geyer, Stadt",1
Heidersdorf,0
Hohendubrau,12
"Neusalza-Spremberg, Stadt",17
Kodersdorf,12
"Seifhennersdorf, Stadt",17
Markersdorf,16
Schönbach,4
"Bernstadt a. d. Eigen, Stadt",12
Neißeaue,6
"Niesky, Stadt",32
Lawalde,6
"Löbau, Stadt",47
"Ebersbach-Neugersdorf, Stadt",36
Oybin,4
"Herrnhut, Stadt",17
Schönau-Berzdorf a. d. Eigen,4
Rosenbach,4
Waldhufen,6
Schleife,6
"Reichenbach/O.L., Stadt",12
Vierkirchen,4
Großschweidnitz,3
Krauschwitz i.d. O.L.,8
Olbersdorf,10
Mücka,2
Großschönau,11
"Görlitz, Stadt",109
"Zittau, Stadt",47
"Ostritz, Stadt",4
Beiersdorf,2
Leutersdorf,6
Hähnichen,2
Weißkeißel,2
Bertsdorf-Hörnitz,3
Kottmar,10
Mittelherwigsdorf,5
"Bad Muskau, Stadt",5
"Rothenburg/O.L., Stadt",6
"Jonsdorf, Kurort",2
"Weißwasser/O.L., Stadt",20
Rietschen,3
Horka,2
Boxberg/O.L.,5
Oderwitz,5
Oppach,2
Schöpstal,2
Dürrhennersdorf,0
Gablenz,0
Groß Düben,0
Hainewalde,0
Königshain,0
Kreba-Neudorf,0
Quitzdorf am See,0
Trebendorf,0
"Borna, Stadt",57
"Frohburg, Stadt",37
"Zwenkau, Stadt",26
"Bad Lausick, Stadt",21
"Geithain, Stadt",16
Thallwitz,8
"Brandis, Stadt",21
"Grimma, Stadt",61
"Wurzen, Stadt",29
"Groitzsch, Stadt",12
"Böhlen, Stadt",10
Machern,10
Neukieritzsch,10
Otterwisch,2
Borsdorf,11
"Markranstädt, Stadt",21
"Markkleeberg, Stadt",32
"Pegau, Stadt",8
Bennewitz,6
"Naunhof, Stadt",10
Parthenstein,4
"Colditz, Stadt",8
"Rötha, Stadt",5
"Kitzscher, Stadt",4
Elstertrebnitz,1
Großpösna,4
Lossatal,4
"Trebsen/Mulde, Stadt",2
"Regis-Breitingen, Stadt",2
Belgershain,1
Thiendorf,18
Klipphausen,46
"Nossen, Stadt",36
"Radeburg, Stadt",23
"Lommatzsch, Stadt",15
"Gröditz, Stadt",20
Priestewitz,9
Ebersbach (Landkreis Meißen),12
Käbschütztal,7
Verwaltungsgemeinschaft Schönfeld/Lampertswalde,10
Stauchitz,7
"Coswig, Stadt",46
"Meißen, Stadt",59
Hirschstein,4
"Großenhain, Stadt",35
Zeithain,10
Weinböhla,16
Verwaltungsgemeinschaft Röderaue/Wülknitz,6
Moritzburg,11
"Radebeul, Stadt",42
Niederau,5
Diera-Zehren,4
"Riesa, Stadt",33
"Strehla, Stadt",4
Verwaltungsgemeinschaft Nünchritz/Glaubitz,8
Zettlitz,5
"Frauenstein, Stadt",17
Weißenborn/Erzgeb.,12
Mühlau,10
Leubsdorf,15
Königsfeld,6
Oberschöna,14
Eppendorf,17
"Augustusburg, Stadt",15
Ostrau,11
Niederwiesa,15
"Brand-Erbisdorf, Stadt",28
"Flöha, Stadt",31
Hartmannsdorf (Landkreis Mittelsachsen),13
"Sayda, Stadt",5
Reinsberg,8
"Oederan, Stadt",21
Striegistal,12
Dorfchemnitz,4
"Frankenberg/Sa., Stadt",35
"Hainichen, Stadt",20
"Großschirma, Stadt",13
"Freiberg, Stadt, Universitätsstadt",93
Rossau,8
Halsbrücke,11
"Roßwein, Stadt",16
Neuhausen/Erzgeb.,5
Königshain-Wiederau,5
Lichtenberg/Erzgeb.,5
"Penig, Stadt",15
"Leisnig, Stadt",14
"Lunzenau, Stadt",7
"Hartha, Stadt",11
"Rochlitz, Stadt",9
"Burgstädt, Stadt",16
"Döbeln, Stadt",35
Lichtenau,9
Taura,3
Bobritzsch-Hilbersdorf,7
Großhartmannsdorf,3
Wechselburg,2
Rechenberg-Bienenmühle,2
Altmittweida,2
"Mittweida, Stadt, Hochschulstadt",13
"Waldheim, Stadt",8
Mulda/Sa.,2
Zschaitz-Ottewig,1
Großweitzschen,2
Claußnitz,2
Erlau,2
Seelitz,1
Kriebstein,1
"Geringswalde, Stadt",2
Krostitz,19
"Oschatz, Stadt",50
"Mügeln, Stadt",15
Trossin,3
Wiedemar,12
Jesewitz,7
Naundorf,5
Doberschütz,9
Mockrehna,11
Elsnig,3
"Dahlen, Stadt",9
"Schkeuditz, Stadt",35
Zschepplin,5
"Eilenburg, Stadt",27
"Delitzsch, Stadt",41
Löbnitz,3
Dreiheide,3
Rackwitz,7
"Bad Düben, Stadt",9
Arzberg,2
"Belgern-Schildau, Stadt",7
"Dommitzsch, Stadt",2
Beilrode,3
"Taucha, Stadt",11
Wermsdorf,3
"Torgau, Stadt",11
Cavertitz,0
Laußig,0
Liebschützberg,0
Schönwölkau,0
Reinhardtsdorf-Schöna,8
"Königstein/Sächs. Schw., Stadt",12
"Rabenau, Stadt",22
"Tharandt, Stadt",24
Hermsdorf/Erzgeb.,3
Gohrisch,6
"Neustadt in Sachsen, Stadt",37
Klingenberg,20
"Heidenau, Stadt",47
"Hohnstein, Stadt",9
Lohmen,8
"Glashütte, Stadt",17
"Sebnitz, Stadt",24
"Bad Schandau, Stadt",9
"Wilsdruff, Stadt",34
"Dippoldiswalde, Stadt",32
"Pirna, Stadt",85
"Dohna, Stadt",13
Müglitztal,4
"Stolpen, Stadt",11
Rosenthal-Bielatal,3
Dorfhain,2
"Bad Gottleuba-Berggießhübel, Stadt",10
Bannewitz,19
"Freital, Stadt",67
Kreischa,7
"Altenberg, Stadt",11
Rathmannsdorf,1
Hartmannsdorf-Reichenau,1
Bahretal,2
"Liebstadt, Stadt",1
Struppen,1
Dürrröhrsdorf-Dittersbach,1
Dohma,0
"Rathen, Kurort",0
"Stadt Wehlen, Stadt",0
"Schöneck/Vogtl., Stadt",20
