Gemeinde,Neuzugänge letzten 7 Tage
Spreetal,5
Ralbitz-Rosenthal,4
Lichtenberg (Landkreis Bautzen),3
Arnsdorf,9
Großharthau,5
Elsterheide,6
Schwepnitz,4
Cunewalde,7
Rammenau,2
Wachau,6
Lohsa,7
Neschwitz,3
Haselbachtal,5
Steina,2
"Wittichenau, Stadt",6
Göda,3
Räckelwitz,1
"Hoyerswerda, Stadt",28
"Lauta, Stadt",7
"Großröhrsdorf, Stadt",8
"Wilthen, Stadt",4
"Radeberg, Stadt",15
"Elstra, Stadt",2
Großdubrau,3
Malschwitz,3
Neukirch,1
"Kamenz, Stadt",10
Königswartha,2
Ottendorf-Okrilla,5
Doberschau-Gaußig,2
Obergurig,1
"Bischofswerda, Stadt",5
Hochkirch,1
"Königsbrück, Stadt",2
"Bautzen, Stadt",16
Neukirch/Lausitz,2
Ohorn,1
Burkau,1
Großpostwitz/O.L.,1
Steinigtwolmsdorf,1
"Bernsdorf,  Stadt (Landkreis Bautzen)",2
"Pulsnitz, Stadt",2
"Schirgiswalde-Kirschau, Stadt",1
Crostwitz,0
Demitz-Thumitz,0
Frankenthal,0
Großnaundorf,0
Kubschütz,0
Laußnitz,0
Nebelschütz,0
Oßling,0
Panschwitz-Kuckau,0
Puschwitz,0
Radibor,0
Schmölln-Putzkau,0
Sohland a. d. Spree,0
"Weißenberg, Stadt",0
"Elterlein, Stadt",11
Stützengrün,12
Drebach,15
Jahnsdorf/Erzgeb.,12
Bärenstein,5
Königswalde,4
Bockau,4
"Schlettau, Stadt",4
"Thum, Stadt",8
"Olbernhau, Stadt",16
"Geyer, Stadt",5
"Annaberg-Buchholz, Stadt",25
Mildenau,4
"Ehrenfriedersdorf, Stadt",5
Gornsdorf,2
"Schwarzenberg/Erzgeb., Stadt",17
Crottendorf,4
"Oberwiesenthal, Kurort, Stadt",2
"Scheibenberg, Stadt",2
Burkhardtsdorf,5
"Johanngeorgenstadt, Stadt",3
Breitenbrunn/Erzgeb.,4
"Oelsnitz/Erzgeb., Stadt",8
Großolbersdorf,2
"Pockau-Lengefeld, Stadt",5
"Zschopau, Stadt",6
Sehmatal,4
Thermalbad Wiesenbad,2
Raschau-Markersbach,3
"Zwönitz, Stadt",7
"Wolkenstein, Stadt",2
"Aue-Bad Schlema, Stadt",10
Gelenau/Erzgeb.,2
Schönheide,2
"Lößnitz, Stadt",3
"Schneeberg, Stadt",5
"Marienberg, Stadt",6
"Lauter-Bernsbach, Stadt",3
Hohndorf,1
Gornau/Erzgeb.,1
"Lugau/Erzgeb., Stadt",2
"Thalheim/Erzgeb., Stadt",1
Neukirchen/Erzgeb.,1
Amtsberg,0
Auerbach (Erzgebirgskreis),0
Börnichen/Erzgeb.,0
Deutschneudorf,0
"Eibenstock, Stadt",0
Großrückerswalde,0
"Grünhain-Beierfeld, Stadt",0
Grünhainichen,0
Heidersdorf,0
"Jöhstadt, Stadt",0
Niederdorf,0
Niederwürschnitz,0
"Seiffen/Erzgeb., Kurort",0
"Stollberg/Erzgeb., Stadt",0
Tannenberg,0
Zschorlau,0
Weißkeißel,6
Oybin,4
Großschönau,13
Oppach,5
"Neusalza-Spremberg, Stadt",7
Rosenbach,3
Groß Düben,2
Schöpstal,4
Boxberg/O.L.,7
Großschweidnitz,2
Rietschen,4
Bertsdorf-Hörnitz,3
"Jonsdorf, Kurort",2
Olbersdorf,6
Schleife,3
