Gemeinde,Neuzugänge letzten 7 Tage
Crostwitz,26
Radibor,47
Großnaundorf,13
"Elstra, Stadt",37
Ralbitz-Rosenthal,23
Frankenthal,12
Oßling,28
Arnsdorf,60
Hochkirch,27
Neschwitz,28
Göda,33
Großharthau,31
Malschwitz,49
Neukirch,16
"Kamenz, Stadt",163
Großpostwitz/O.L.,25
Cunewalde,41
Räckelwitz,10
Panschwitz-Kuckau,18
Kubschütz,22
Laußnitz,16
"Pulsnitz, Stadt",59
Königswartha,27
"Weißenberg, Stadt",23
Neukirch/Lausitz,36
"Bischofswerda, Stadt",75
"Radeberg, Stadt",128
Großdubrau,29
Wachau,29
Sohland a. d. Spree,43
Schmölln-Putzkau,19
Puschwitz,5
"Bautzen, Stadt",236
Spreetal,11
"Großröhrsdorf, Stadt",58
Burkau,15
Steinigtwolmsdorf,16
Lichtenberg (Landkreis Bautzen),9
Ohorn,13
"Schirgiswalde-Kirschau, Stadt",32
Doberschau-Gaußig,21
Ottendorf-Okrilla,50
Steina,8
"Königsbrück, Stadt",22
Haselbachtal,18
Rammenau,6
Elsterheide,15
Obergurig,9
Nebelschütz,5
Lohsa,20
"Wilthen, Stadt",18
Demitz-Thumitz,10
"Wittichenau, Stadt",17
"Bernsdorf, Stadt (Landkreis Bautzen)",17
"Hoyerswerda, Stadt",79
Schwepnitz,5
"Lauta, Stadt",9
"Thalheim/Erzgeb., Stadt",72
Großolbersdorf,27
Jahnsdorf/Erzgeb.,49
Niederdorf,12
Breitenbrunn/Erzgeb.,42
"Zwönitz, Stadt",89
Thermalbad Wiesenbad,24
Gelenau/Erzgeb.,29
Königswalde,15
"Thum, Stadt",34
Auerbach (Erzgebirgskreis),16
"Ehrenfriedersdorf, Stadt",30
Mildenau,22
"Geyer, Stadt",21
"Jöhstadt, Stadt",16
Großrückerswalde,21
"Schwarzenberg/Erzgeb., Stadt",95
"Grünhain-Beierfeld, Stadt",32
"Lauter-Bernsbach, Stadt",45
Zschorlau,27
"Lößnitz, Stadt",41
Heidersdorf,4
"Oelsnitz/Erzgeb., Stadt",56
"Pockau-Lengefeld, Stadt",38
Crottendorf,20
"Aue-Bad Schlema, Stadt",100
Neukirchen/Erzgeb.,35
"Zschopau, Stadt",42
Niederwürschnitz,12
"Marienberg, Stadt",77
"Eibenstock, Stadt",32
"Lugau/Erzgeb., Stadt",35
Bärenstein,10
"Seiffen/Erzgeb., Kurort",9
"Olbernhau, Stadt",46
"Annaberg-Buchholz, Stadt",83
"Schlettau, Stadt",10
Schönheide,18
"Wolkenstein, Stadt",16
Bockau,9
"Schneeberg, Stadt",55
"Elterlein, Stadt",11
"Stollberg/Erzgeb., Stadt",44
Hohndorf,13
Gornsdorf,7
Raschau-Markersbach,18
Stützengrün,11
Drebach,18
"Scheibenberg, Stadt",7
"Johanngeorgenstadt, Stadt",13
Amtsberg,12
Deutschneudorf,3
"Oberwiesenthal, Kurort, Stadt",6
Sehmatal,18
Grünhainichen,8
Burkhardtsdorf,13
Börnichen/Erzgeb.,2
Tannenberg,2
Gornau/Erzgeb.,6
Großschweidnitz,31
Kreba-Neudorf,16
Weißkeißel,19
Oderwitz,71
"Jonsdorf, Kurort",20
Dürrhennersdorf,12
Oppach,28
Schönbach,13
Kodersdorf,28
"Herrnhut, Stadt",67
Vierkirchen,19
Lawalde,20
Markersdorf,43
Leutersdorf,38
Königshain,12
"Bernstadt a. d. Eigen, Stadt",33
Kottmar,67
"Ebersbach-Neugersdorf, Stadt",106
Hohendubrau,16
Horka,14
"Neusalza-Spremberg, Stadt",26
Olbersdorf,35
Neißeaue,13
Groß Düben,8
"Niesky, Stadt",68
Großschönau,39
Quitzdorf am See,9
"Ostritz, Stadt",16
Rosenbach,11
"Löbau, Stadt",99
Schönau-Berzdorf a. d. Eigen,10
Hainewalde,10
Gablenz,10
Boxberg/O.L.,27
"Reichenbach/O.L., Stadt",28
"Zittau, Stadt",140
"Görlitz, Stadt",302
Bertsdorf-Hörnitz,11
"Weißwasser/O.L., Stadt",83
Mücka,5
Rietschen,13
"Rothenburg/O.L., Stadt",21
Waldhufen,11
Oybin,6
Schöpstal,10
"Seifhennersdorf, Stadt",15
Beiersdorf,4
Mittelherwigsdorf,12
Hähnichen,4
Trebendorf,2
Schleife,4
"Bad Muskau, Stadt",4
Krauschwitz i.d. O.L.,0
Thallwitz,35
Otterwisch,13
Machern,61
"Frohburg, Stadt",104
"Geithain, Stadt",46
"Trebsen/Mulde, Stadt",23
"Bad Lausick, Stadt",49
Neukieritzsch,34
"Colditz, Stadt",41
"Grimma, Stadt",129
"Brandis, Stadt",43
"Naunhof, Stadt",34
"Borna, Stadt",74
Parthenstein,13
"Markranstädt, Stadt",56
Großpösna,19
"Wurzen, Stadt",56
Borsdorf,28
"Regis-Breitingen, Stadt",13
Lossatal,20
"Pegau, Stadt",20
"Markkleeberg, Stadt",69
"Rötha, Stadt",17
"Kitzscher, Stadt",14
Belgershain,9
"Zwenkau, Stadt",23
Bennewitz,12
Elstertrebnitz,3
"Groitzsch, Stadt",12
"Böhlen, Stadt",9
"Radeburg, Stadt",75
Ebersbach (Landkreis Meißen),39
"Strehla, Stadt",33
Moritzburg,72
Hirschstein,14
Priestewitz,22
Verwaltungsgemeinschaft Schönfeld/Lampertswalde,30
Zeithain,36
"Meißen, Stadt",175
"Riesa, Stadt",180
"Großenhain, Stadt",110
Klipphausen,62
Weinböhla,59
"Radebeul, Stadt",188
"Nossen, Stadt",55
"Coswig, Stadt",104
Verwaltungsgemeinschaft Nünchritz/Glaubitz,38
Thiendorf,18
"Gröditz, Stadt",32
"Lommatzsch, Stadt",22
Verwaltungsgemeinschaft Röderaue/Wülknitz,19
Diera-Zehren,13
Stauchitz,11
Käbschütztal,9
Niederau,9
Dorfchemnitz,43
Königshain-Wiederau,31
Claußnitz,36
Rechenberg-Bienenmühle,18
Erlau,31
Großhartmannsdorf,23
Seelitz,15
"Sayda, Stadt",15
"Großschirma, Stadt",46
"Frauenstein, Stadt",21
Zschaitz-Ottewig,10
Zettlitz,5
Eppendorf,28
Wechselburg,12
"Hainichen, Stadt",57
Lichtenberg/Erzgeb.,18
"Lunzenau, Stadt",27
"Burgstädt, Stadt",61
Niederwiesa,28
"Mittweida, Stadt, Hochschulstadt",82
"Waldheim, Stadt",51
"Brand-Erbisdorf, Stadt",52
Mühlau,12
Taura,13
"Frankenberg/Sa., Stadt",75
Ostrau,19
Leubsdorf,17
Rossau,18
"Freiberg, Stadt, Universitätsstadt",203
"Oederan, Stadt",40
Kriebstein,10
Bobritzsch-Hilbersdorf,27
"Penig, Stadt",39
Lichtenau,32
"Döbeln, Stadt",105
Großweitzschen,12
Altmittweida,8
Oberschöna,14
"Roßwein, Stadt",31
"Hartha, Stadt",28
"Geringswalde, Stadt",17
Neuhausen/Erzgeb.,10
Striegistal,18
"Rochlitz, Stadt",22
Königsfeld,5
"Flöha, Stadt",38
Weißenborn/Erzgeb.,8
Reinsberg,9
Halsbrücke,15
Mulda/Sa.,7
Hartmannsdorf (Landkreis Mittelsachsen),11
"Leisnig, Stadt",17
"Augustusburg, Stadt",4
Trossin,17
Beilrode,39
Cavertitz,19
"Belgern-Schildau, Stadt",63
"Mügeln, Stadt",38
"Dahlen, Stadt",27
Mockrehna,32
Arzberg,10
"Torgau, Stadt",100
Elsnig,7
Naundorf,10
"Schkeuditz, Stadt",78
"Dommitzsch, Stadt",9
Liebschützberg,11
"Oschatz, Stadt",51
Jesewitz,10
Doberschütz,12
"Delitzsch, Stadt",69
"Eilenburg, Stadt",39
Zschepplin,7
"Taucha, Stadt",33
Wiedemar,11
Wermsdorf,8
Rackwitz,8
Löbnitz,3
Krostitz,5
Schönwölkau,3
"Bad Düben, Stadt",9
Dreiheide,1
Laußig,1
"Stolpen, Stadt",96
Klingenberg,105
"Glashütte, Stadt",103
"Liebstadt, Stadt",19
Dorfhain,15
"Altenberg, Stadt",109
Dohma,27
Dürrröhrsdorf-Dittersbach,56
"Tharandt, Stadt",68
"Dippoldiswalde, Stadt",177
"Dohna, Stadt",72
Bahretal,24
Kreischa,51
"Wilsdruff, Stadt",153
Müglitztal,19
Bannewitz,102
Hermsdorf/Erzgeb.,7
"Rathen, Kurort",3
"Bad Gottleuba-Berggießhübel, Stadt",49
"Freital, Stadt",323
Hartmannsdorf-Reichenau,8
"Heidenau, Stadt",133
"Sebnitz, Stadt",74
Gohrisch,13
"Pirna, Stadt",275
"Stadt Wehlen, Stadt",11
"Rabenau, Stadt",30
"Neustadt in Sachsen, Stadt",78
Lohmen,20
Reinhardtsdorf-Schöna,8
Struppen,15
"Hohnstein, Stadt",19
Rosenthal-Bielatal,9
Rathmannsdorf,4
"Königstein/Sächs. Schw., Stadt",9
"Bad Schandau, Stadt",14
"Adorf/Vogtl., Stadt",50
Bergen,9
"Pausa-Mühltroff, Stadt",44
Rosenbach/Vogtl.,36
Neuensalz,16
Mühlental,7
"Schöneck/Vogtl., Stadt",17
"Bad Elster, Stadt",19
"Rodewisch, Stadt",32
Triebel/Vogtl.,6
Bösenbrunn,5
"Lengenfeld, Stadt",29
Neustadt/Vogtl.,4
Steinberg,11
Pöhl,10
Theuma,4
