Gemeinde,Neuzugänge letzten 7 Tage
"Weißenberg, Stadt",20
Haselbachtal,18
Frankenthal,4
Großharthau,9
Hochkirch,7
Schwepnitz,6
Kubschütz,6
"Radeberg, Stadt",39
Großnaundorf,2
"Königsbrück, Stadt",9
Großpostwitz/O.L.,5
Neschwitz,4
Göda,5
Laußnitz,3
Radibor,5
Arnsdorf,6
Steina,2
Ohorn,3
"Pulsnitz, Stadt",9
Sohland a. d. Spree,8
Großdubrau,5
"Lauta, Stadt",9
"Kamenz, Stadt",17
"Großröhrsdorf, Stadt",8
Burkau,2
Demitz-Thumitz,2
"Bischofswerda, Stadt",8
Doberschau-Gaußig,3
Wachau,3
"Bernsdorf,  Stadt (Landkreis Bautzen)",4
Lichtenberg (Landkreis Bautzen),1
Neukirch,1
Ralbitz-Rosenthal,1
"Hoyerswerda, Stadt",19
Spreetal,1
Obergurig,1
Panschwitz-Kuckau,1
Oßling,1
Cunewalde,2
Ottendorf-Okrilla,4
"Bautzen, Stadt",15
"Elstra, Stadt",1
Steinigtwolmsdorf,1
Königswartha,1
Malschwitz,1
Neukirch/Lausitz,1
"Wilthen, Stadt",1
Crostwitz,0
Elsterheide,0
Lohsa,0
Nebelschütz,0
Puschwitz,0
Räckelwitz,0
Rammenau,0
"Schirgiswalde-Kirschau, Stadt",0
Schmölln-Putzkau,0
"Wittichenau, Stadt",0
Bockau,10
Zschorlau,23
Deutschneudorf,4
"Olbernhau, Stadt",43
Heidersdorf,3
Bärenstein,8
"Ehrenfriedersdorf, Stadt",16
Amtsberg,12
"Thum, Stadt",16
"Marienberg, Stadt",49
Auerbach (Erzgebirgskreis),7
"Lößnitz, Stadt",22
"Eibenstock, Stadt",19
Gornsdorf,5
"Schlettau, Stadt",6
"Oberwiesenthal, Kurort, Stadt",5
"Geyer, Stadt",8
"Johanngeorgenstadt, Stadt",9
Großolbersdorf,6
"Thalheim/Erzgeb., Stadt",11
"Schneeberg, Stadt",25
"Pockau-Lengefeld, Stadt",13
Stützengrün,5
"Aue-Bad Schlema, Stadt",31
Mildenau,5
Gelenau/Erzgeb.,6
"Scheibenberg, Stadt",3
"Seiffen/Erzgeb., Kurort",3
"Stollberg/Erzgeb., Stadt",15
Gornau/Erzgeb.,5
"Zschopau, Stadt",12
Burkhardtsdorf,8
"Wolkenstein, Stadt",5
Jahnsdorf/Erzgeb.,7
Sehmatal,8
Thermalbad Wiesenbad,4
"Grünhain-Beierfeld, Stadt",7
Drebach,6
Niederwürschnitz,3
Neukirchen/Erzgeb.,8
"Annaberg-Buchholz, Stadt",21
"Zwönitz, Stadt",12
Crottendorf,4
Schönheide,4
"Oelsnitz/Erzgeb., Stadt",10
Tannenberg,1
"Schwarzenberg/Erzgeb., Stadt",11
"Lugau/Erzgeb., Stadt",5
Raschau-Markersbach,3
Grünhainichen,2
"Lauter-Bernsbach, Stadt",5
Breitenbrunn/Erzgeb.,3
Hohndorf,2
Königswalde,1
"Jöhstadt, Stadt",1
Börnichen/Erzgeb.,0
"Elterlein, Stadt",0
Großrückerswalde,0
Niederdorf,0
Kodersdorf,26
Gablenz,13
Bertsdorf-Hörnitz,14
Weißkeißel,6
Schleife,11
Quitzdorf am See,4
Rosenbach,5
"Bad Muskau, Stadt",10
Beiersdorf,3
Königshain,3
Schöpstal,6
Olbersdorf,11
"Neusalza-Spremberg, Stadt",7
"Ebersbach-Neugersdorf, Stadt",25
Rietschen,5
"Weißwasser/O.L., Stadt",29
Kottmar,13
Lawalde,3
Großschweidnitz,2
"Seifhennersdorf, Stadt",5
Markersdorf,5
Neißeaue,2
"Görlitz, Stadt",62
"Löbau, Stadt",16
Mittelherwigsdorf,4
Dürrhennersdorf,1
Groß Düben,1
Schönbach,1
"Bernstadt a. d. Eigen, Stadt",3
Leutersdorf,3
"Herrnhut, Stadt",5
Großschönau,4
Oybin,1
"Jonsdorf, Kurort",1
"Zittau, Stadt",16
"Reichenbach/O.L., Stadt",3
Vierkirchen,1
Horka,1
Krauschwitz i.d. O.L.,2
"Niesky, Stadt",5
Hohendubrau,1
Boxberg/O.L.,2
"Ostritz, Stadt",1
Oppach,1
Waldhufen,1
"Rothenburg/O.L., Stadt",1
Oderwitz,1
Hähnichen,0
Hainewalde,0
Kreba-Neudorf,0
Mücka,0
Schönau-Berzdorf a. d. Eigen,0
Trebendorf,0
Elstertrebnitz,4
"Regis-Breitingen, Stadt",8
Borsdorf,15
Machern,12
"Geithain, Stadt",12
Thallwitz,6
"Rötha, Stadt",10
"Borna, Stadt",27
"Zwenkau, Stadt",13
"Colditz, Stadt",11
"Bad Lausick, Stadt",9
"Böhlen, Stadt",7
"Wurzen, Stadt",15
"Groitzsch, Stadt",7
"Frohburg, Stadt",11
"Kitzscher, Stadt",4
Otterwisch,1
Lossatal,4
Bennewitz,3
Neukieritzsch,4
"Naunhof, Stadt",5
Großpösna,3
