Gemeinde,Neuzugänge letzten 7 Tage
Crostwitz,16
Nebelschütz,18
Räckelwitz,8
Radibor,22
Neukirch,8
Großpostwitz/O.L.,13
Malschwitz,22
"Großröhrsdorf, Stadt",45
Elsterheide,15
Steina,7
Sohland a. d. Spree,27
Göda,12
Oßling,9
Kubschütz,10
Neukirch/Lausitz,18
Schwepnitz,9
Wachau,15
"Schirgiswalde-Kirschau, Stadt",20
Ohorn,8
Arnsdorf,16
Ottendorf-Okrilla,32
Hochkirch,7
"Kamenz, Stadt",50
Panschwitz-Kuckau,6
Obergurig,6
"Bischofswerda, Stadt",29
Cunewalde,12
"Bautzen, Stadt",99
"Pulsnitz, Stadt",19
Puschwitz,2
Ralbitz-Rosenthal,4
Frankenthal,2
"Radeberg, Stadt",40
Großdubrau,9
Großnaundorf,2
Neschwitz,5
Schmölln-Putzkau,6
Haselbachtal,8
Doberschau-Gaußig,8
Königswartha,6
"Königsbrück, Stadt",8
"Wittichenau, Stadt",10
Großharthau,5
"Weißenberg, Stadt",5
"Bernsdorf, Stadt (Landkreis Bautzen)",10
"Elstra, Stadt",4
Steinigtwolmsdorf,4
"Hoyerswerda, Stadt",41
Lichtenberg (Landkreis Bautzen),2
Burkau,3
Spreetal,2
Laußnitz,2
Lohsa,5
"Wilthen, Stadt",4
Demitz-Thumitz,2
"Lauta, Stadt",6
Rammenau,0
Jahnsdorf/Erzgeb.,38
Großolbersdorf,18
"Wolkenstein, Stadt",25
"Scheibenberg, Stadt",12
Zschorlau,29
Thermalbad Wiesenbad,18
Hohndorf,19
"Schwarzenberg/Erzgeb., Stadt",86
Neukirchen/Erzgeb.,36
"Ehrenfriedersdorf, Stadt",23
"Grünhain-Beierfeld, Stadt",28
"Pockau-Lengefeld, Stadt",36
Drebach,24
Breitenbrunn/Erzgeb.,24
Niederdorf,6
"Jöhstadt, Stadt",11
Raschau-Markersbach,21
"Geyer, Stadt",14
Deutschneudorf,4
"Thum, Stadt",20
Grünhainichen,13
Großrückerswalde,13
Schönheide,16
"Oelsnitz/Erzgeb., Stadt",41
"Thalheim/Erzgeb., Stadt",22
Gelenau/Erzgeb.,15
"Lauter-Bernsbach, Stadt",31
"Zwönitz, Stadt",43
"Aue-Bad Schlema, Stadt",72
"Olbernhau, Stadt",38
Stützengrün,11
Bärenstein,8
Gornau/Erzgeb.,13
"Lößnitz, Stadt",27
Amtsberg,12
Gornsdorf,6
Burkhardtsdorf,18
"Schneeberg, Stadt",40
Auerbach (Erzgebirgskreis),7
"Elterlein, Stadt",8
"Annaberg-Buchholz, Stadt",55
Königswalde,6
Heidersdorf,2
"Seiffen/Erzgeb., Kurort",5
Mildenau,8
"Zschopau, Stadt",21
