,"""Bestaetigte_Faelle"""
Arnsberg,3778
Bestwig,796
Brilon,1160
Eslohe,393
Hallenberg,195
Marsberg,1067
Medebach,310
Meschede,1707
Olsberg,595
Schmallenberg,1265
Sundern,1481
Winterberg,473
