,"""Bestaetigte_Faelle"""
Arnsberg,8698
Bestwig,1662
Brilon,3433
Eslohe,1033
Hallenberg,455
Marsberg,2442
Medebach,1025
Meschede,3951
Olsberg,1782
Schmallenberg,2920
Sundern,3436
Winterberg,1893
