,"""Bestaetigte_Faelle"""
Arnsberg,2908
Bestwig,680
Brilon,829
Eslohe,327
Hallenberg,138
Marsberg,648
Medebach,249
Meschede,1426
Olsberg,455
Schmallenberg,1123
Sundern,1120
Winterberg,335
