,"""Bestaetigte_Faelle"""
Arnsberg,3677
Bestwig,776
Brilon,1108
Eslohe,390
Hallenberg,179
Marsberg,1016
Medebach,304
Meschede,1675
Olsberg,573
Schmallenberg,1240
Sundern,1457
Winterberg,449
