,"""Bestaetigte_Faelle"""
Arnsberg,2804
Bestwig,667
Brilon,811
Eslohe,305
Hallenberg,137
Marsberg,640
Medebach,245
Meschede,1389
Olsberg,449
Schmallenberg,1100
Sundern,1087
Winterberg,329
