,"""Bestaetigte_Faelle"""
Arnsberg,2784
Bestwig,667
Brilon,805
Eslohe,303
Hallenberg,136
Marsberg,638
Medebach,245
Meschede,1359
Olsberg,443
Schmallenberg,1098
Sundern,1076
Winterberg,328
