,"""Bestaetigte_Faelle"""
Arnsberg,2963
Bestwig,686
Brilon,841
Eslohe,328
Hallenberg,138
Marsberg,660
Medebach,253
Meschede,1468
Olsberg,458
Schmallenberg,1135
Sundern,1153
Winterberg,341
