,"""Bestaetigte_Faelle"""
Arnsberg,3499
Bestwig,751
Brilon,1019
Eslohe,371
Hallenberg,156
Marsberg,906
Medebach,283
Meschede,1609
Olsberg,535
Schmallenberg,1211
Sundern,1367
Winterberg,404
