,"""Bestaetigte_Faelle"""
Arnsberg,2678
Bestwig,663
Brilon,787
Eslohe,303
Hallenberg,134
Marsberg,619
Medebach,244
Meschede,1314
Olsberg,440
Schmallenberg,1080
Sundern,1040
Winterberg,326
