,"""Bestaetigte_Faelle"""
Arnsberg,4129
Bestwig,849
Brilon,1351
Eslohe,417
Hallenberg,208
Marsberg,1197
Medebach,336
Meschede,1816
Olsberg,694
Schmallenberg,1408
Sundern,1578
Winterberg,525
