,"""Bestaetigte_Faelle"""
Arnsberg,3376
Bestwig,743
Brilon,974
Eslohe,356
Hallenberg,153
Marsberg,841
Medebach,264
Meschede,1578
Olsberg,527
Schmallenberg,1187
Sundern,1333
Winterberg,388
