,"""Bestaetigte_Faelle"""
Arnsberg,3416
Bestwig,743
Brilon,990
Eslohe,363
Hallenberg,155
Marsberg,864
Medebach,273
Meschede,1595
Olsberg,531
Schmallenberg,1195
Sundern,1348
Winterberg,393
