,"""Bestaetigte_Faelle"""
Arnsberg,2788
Bestwig,667
Brilon,808
Eslohe,303
Hallenberg,136
Marsberg,639
Medebach,245
Meschede,1361
Olsberg,443
Schmallenberg,1098
Sundern,1078
Winterberg,328
