,"""Bestaetigte_Faelle"""
Arnsberg,2824
Bestwig,668
Brilon,812
Eslohe,320
Hallenberg,137
Marsberg,641
Medebach,245
Meschede,1403
Olsberg,452
Schmallenberg,1103
Sundern,1095
Winterberg,334
