,"""Bestaetigte_Faelle"""
Arnsberg,3342
Bestwig,739
Brilon,966
Eslohe,355
Hallenberg,151
Marsberg,795
Medebach,263
Meschede,1571
Olsberg,519
Schmallenberg,1176
Sundern,1327
Winterberg,388
