,"""Bestaetigte_Faelle"""
Arnsberg,4198
Bestwig,853
Brilon,1367
Eslohe,421
Hallenberg,210
Marsberg,1223
Medebach,341
Meschede,1842
Olsberg,708
Schmallenberg,1433
Sundern,1596
Winterberg,538
