,"""Bestaetigte_Faelle"""
Arnsberg,2733
Bestwig,664
Brilon,800
Eslohe,303
Hallenberg,136
Marsberg,629
Medebach,244
Meschede,1316
Olsberg,442
Schmallenberg,1085
Sundern,1053
Winterberg,326
