,"""Bestaetigte_Faelle"""
Arnsberg,3242
Bestwig,734
Brilon,930
Eslohe,342
Hallenberg,142
Marsberg,752
Medebach,261
Meschede,1546
Olsberg,513
Schmallenberg,1154
Sundern,1305
Winterberg,382
