,"""Bestaetigte_Faelle"""
Arnsberg,3180
Bestwig,731
Brilon,910
Eslohe,339
Hallenberg,141
Marsberg,733
Medebach,259
Meschede,1520
Olsberg,511
Schmallenberg,1151
Sundern,1274
Winterberg,363
