,"""Bestaetigte_Faelle"""
Arnsberg,2889
Bestwig,676
Brilon,824
Eslohe,326
Hallenberg,137
Marsberg,646
Medebach,246
Meschede,1425
Olsberg,455
Schmallenberg,1114
Sundern,1118
Winterberg,334
