,"""Bestaetigte_Faelle"""
Arnsberg,3418
Bestwig,743
Brilon,991
Eslohe,363
Hallenberg,155
Marsberg,868
Medebach,274
Meschede,1595
Olsberg,533
Schmallenberg,1196
Sundern,1348
Winterberg,395
