,"""Bestaetigte_Faelle"""
Arnsberg,3654
Bestwig,775
Brilon,1100
Eslohe,390
Hallenberg,178
Marsberg,1011
Medebach,302
Meschede,1669
Olsberg,572
Schmallenberg,1236
Sundern,1451
Winterberg,444
