,"""Bestaetigte_Faelle"""
Arnsberg,3444
Bestwig,743
Brilon,994
Eslohe,366
Hallenberg,155
Marsberg,875
Medebach,278
Meschede,1600
Olsberg,533
Schmallenberg,1198
Sundern,1350
Winterberg,401
