,"""Bestaetigte_Faelle"""
Arnsberg,3308
Bestwig,736
Brilon,951
Eslohe,348
Hallenberg,142
Marsberg,762
Medebach,262
Meschede,1566
Olsberg,515
Schmallenberg,1165
Sundern,1320
Winterberg,384
