,"""Bestaetigte_Faelle"""
Arnsberg,5067
Bestwig,959
Brilon,1784
Eslohe,474
Hallenberg,257
Marsberg,1354
Medebach,449
Meschede,2123
Olsberg,875
Schmallenberg,1608
Sundern,1856
Winterberg,812
