,"""Bestaetigte_Faelle"""
Arnsberg,7690
Bestwig,1505
Brilon,2994
Eslohe,867
Hallenberg,377
Marsberg,2155
Medebach,870
Meschede,3360
Olsberg,1546
Schmallenberg,2558
Sundern,2837
Winterberg,1743
